__,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-02 20:03:42.544,0,0,0,0,0,0,0,0,282,603,-8614,787,1628,300,0,1,0,1,0,0,0,1,827,2,-8005,-209,-344,56
'2017-08-02 20:03:42.554,0,0,0,0,0,0,0,1,27,429,-8828,833,1628,118,0,1,0,1,0,0,0,1,811,-28,-7992,-209,-344,56
'2017-08-02 20:03:42.564,0,0,0,1,0,0,0,1,174,218,-9149,541,1468,74,0,1,0,1,0,0,0,1,851,-5,-7955,-209,-344,56
'2017-08-02 20:03:42.574,0,0,0,1,0,0,0,1,199,31,-9049,73,1027,75,0,1,0,1,0,0,0,1,823,-14,-7978,-209,-344,56
'2017-08-02 20:03:42.584,0,1,0,1,0,0,0,1,217,385,-9121,-153,431,63,0,1,0,1,0,0,0,1,820,14,-7980,3,70,115
'2017-08-02 20:03:42.594,0,1,0,1,0,0,1,1,212,568,-9295,78,-144,-39,0,1,0,1,0,0,0,1,810,5,-8006,31,79,100
'2017-08-02 20:03:42.604,0,1,0,1,0,0,1,1,108,447,-8909,440,-503,-174,0,1,0,1,0,0,0,1,837,-30,-7991,21,81,103
'2017-08-02 20:03:42.614,0,1,0,1,0,0,1,1,107,255,-8938,637,-692,-245,0,1,0,1,0,0,0,1,834,16,-7987,31,60,96
'2017-08-02 20:03:42.624,0,1,0,1,0,0,1,1,83,149,-8995,550,-799,-274,0,1,0,1,0,0,0,1,829,-5,-7968,27,52,95
'2017-08-02 20:03:42.634,0,2,0,1,0,1,1,1,7,261,-8596,468,-815,-273,0,1,0,1,0,0,0,1,829,-1,-7990,32,33,101
'2017-08-02 20:03:42.644,0,2,0,1,0,1,1,1,-46,216,-8664,471,-651,-291,0,1,0,1,0,0,0,1,821,2,-8026,23,31,99
'2017-08-02 20:03:42.654,0,2,0,1,0,1,1,1,31,151,-8718,435,-549,-267,0,1,0,1,0,0,0,1,821,0,-8019,23,25,104
'2017-08-02 20:03:42.664,1,2,0,1,0,1,1,1,-36,135,-8606,319,-464,-224,0,1,0,1,0,0,0,1,824,13,-7974,7,32,92
'2017-08-02 20:03:42.674,1,2,0,1,0,1,1,1,-39,114,-8515,245,-280,-172,0,1,0,1,0,0,0,1,839,-53,-8014,8,38,96
'2017-08-02 20:03:42.684,1,2,1,1,0,1,1,1,-49,168,-8543,242,-116,-155,0,1,0,1,0,0,0,1,816,-28,-7980,-6,41,101
'2017-08-02 20:03:42.694,1,2,1,1,0,1,1,1,-21,97,-8531,220,62,-128,0,1,0,1,0,0,0,1,823,-35,-8002,-11,30,97
'2017-08-02 20:03:42.704,2,2,1,1,0,1,1,1,-29,49,-8542,109,219,-74,0,1,0,1,0,0,0,1,802,-11,-8025,-19,37,97
'2017-08-02 20:03:42.714,2,2,1,1,0,1,1,1,-51,51,-8520,46,304,-45,0,1,0,1,0,0,0,1,827,-32,-7994,-20,26,92
'2017-08-02 20:03:42.724,2,2,1,1,0,1,1,1,-6,163,-8520,6,500,0,0,1,0,1,0,0,0,1,823,-20,-8020,-23,17,104
'2017-08-02 20:03:42.734,2,2,1,1,0,1,1,1,27,232,-8710,63,634,-15,0,1,0,1,0,0,0,1,841,-33,-7969,-12,8,101
