__,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-02 19:57:30.028,0,1,0,1,0,1,1,0,-88,369,-8694,-4,-4,-48,1,0,0,0,0,0,0,0,443,622,-7947,-35,56,100
'2017-08-02 19:57:30.038,0,1,0,1,0,1,1,0,-88,345,-8674,-10,-13,-31,1,0,0,0,0,0,0,0,443,622,-7947,-35,56,100
'2017-08-02 19:57:30.048,0,1,0,1,0,1,1,0,-102,343,-8666,-8,-22,-47,1,0,0,0,0,0,0,0,455,643,-7992,-35,56,100
'2017-08-02 19:57:30.058,0,1,0,1,0,1,1,0,-91,359,-8698,-4,-25,-56,1,0,0,0,0,0,0,0,454,627,-7985,-35,56,100
'2017-08-02 19:57:30.068,0,1,0,1,0,1,1,0,-108,365,-8722,1,-29,-43,1,0,0,0,0,0,0,0,480,601,-7982,-35,56,100
'2017-08-02 19:57:30.078,0,1,0,1,0,1,1,0,-112,350,-8675,-3,-29,-47,1,0,0,0,0,0,0,0,481,618,-7987,-53,34,144
'2017-08-02 19:57:30.088,0,1,0,1,0,1,1,0,-101,384,-8716,2,-35,-43,1,0,0,0,0,0,0,0,450,625,-7994,-18,37,108
'2017-08-02 19:57:30.098,0,1,0,1,0,1,1,0,-88,370,-8667,2,-35,-49,1,0,0,0,0,0,0,0,465,599,-7970,-13,24,109
'2017-08-02 19:57:30.108,0,1,0,1,0,1,1,0,-119,369,-8659,-4,-21,-48,1,0,0,0,0,0,0,0,454,621,-7962,-19,15,100
'2017-08-02 19:57:30.118,0,1,0,1,0,1,1,0,-107,354,-8701,-7,-10,-37,1,0,0,0,0,0,0,0,464,634,-8020,-10,8,105
'2017-08-02 19:57:30.128,0,1,0,1,0,1,1,0,-114,345,-8694,-8,-1,-51,1,0,0,0,0,0,0,0,468,606,-7990,-19,16,105
'2017-08-02 19:57:30.138,0,1,0,1,0,1,1,0,-108,392,-8707,-13,-1,-44,1,0,0,0,0,0,0,0,473,637,-8010,-13,17,101
'2017-08-02 19:57:30.148,0,1,0,1,0,1,1,0,-90,393,-8696,0,-7,-39,1,0,0,0,0,0,0,0,447,604,-8021,-7,13,97
'2017-08-02 19:57:30.158,0,1,0,1,0,1,1,0,-91,348,-8740,2,-17,-55,1,0,0,0,0,0,0,0,471,626,-8007,-9,15,103
'2017-08-02 19:57:30.168,0,1,0,1,0,1,1,0,-106,347,-8683,-9,-21,-51,1,0,0,0,0,0,0,0,452,627,-7997,-11,6,104
'2017-08-02 19:57:30.178,0,1,0,1,0,1,1,0,-120,373,-8709,-1,-26,-47,1,0,0,0,0,0,0,0,462,625,-7983,-16,12,98
'2017-08-02 19:57:30.188,0,1,0,1,0,1,1,0,-111,388,-8678,-7,-26,-51,1,0,0,0,0,0,0,0,466,597,-8002,-1,15,103
'2017-08-02 19:57:30.198,0,1,0,1,0,1,1,0,-94,352,-8688,-9,-27,-47,1,0,0,0,0,0,0,0,465,607,-8015,-9,12,101
'2017-08-02 19:57:30.208,0,1,0,1,0,1,1,0,-96,355,-8705,-20,-18,-48,1,0,0,0,0,0,0,0,463,596,-7988,-8,19,98
'2017-08-02 19:57:30.218,0,1,0,1,0,1,1,0,-115,391,-8682,-8,-20,-50,1,0,0,0,0,0,0,0,469,649,-8029,-6,32,101
'2017-08-02 19:57:30.228,0,1,0,1,0,1,1,0,-110,320,-8702,-2,-20,-46,1,0,0,0,0,0,0,0,436,620,-7996,-3,25,100
'2017-08-02 19:57:30.238,0,1,0,1,0,1,1,0,-105,355,-8706,-11,-24,-53,1,0,0,0,0,0,0,0,459,596,-8029,-5,29,97
'2017-08-02 19:57:30.248,0,1,0,1,0,1,1,0,-125,356,-8674,0,-25,-47,1,0,0,0,0,0,0,0,460,627,-8023,-3,27,93
'2017-08-02 19:57:30.258,0,1,0,1,0,1,1,0,-110,368,-8709,-3,-11,-48,1,0,0,0,0,0,0,0,451,617,-8013,-11,25,96
'2017-08-02 19:57:30.268,0,1,0,1,0,1,1,0,-96,352,-8695,-14,-13,-52,1,0,0,0,0,0,0,0,454,617,-7998,-9,27,100
'2017-08-02 19:57:30.278,0,1,0,1,0,1,1,0,-104,351,-8700,-12,-8,-49,1,0,0,0,0,0,0,0,444,594,-7992,-4,29,101
'2017-08-02 19:57:30.288,0,1,0,1,0,1,1,0,-116,354,-8682,-11,-23,-48,1,0,0,0,0,0,0,0,466,612,-8025,5,28,101
'2017-08-02 19:57:30.298,0,1,0,1,0,1,1,0,-100,372,-8693,-5,-37,-45,1,0,0,0,0,0,0,0,450,621,-7987,7,35,100
'2017-08-02 19:57:30.308,0,1,0,1,0,1,1,0,-123,375,-8701,-9,-38,-47,1,0,0,0,0,0,0,0,459,626,-8027,-2,31,108
'2017-08-02 19:57:30.318,0,1,0,1,0,1,1,0,-121,340,-8712,-7,-39,-55,1,0,0,0,0,0,0,0,449,617,-7998,-2,36,97
'2017-08-02 19:57:30.328,0,1,0,1,0,1,1,0,-113,382,-8698,-7,-30,-49,1,0,0,0,0,0,0,0,466,618,-7997,-3,38,100
'2017-08-02 19:57:30.338,0,1,0,1,0,1,1,0,-134,324,-8663,-11,-23,-48,1,0,0,0,0,0,0,0,432,605,-8003,3,41,107
'2017-08-02 19:57:30.348,0,1,0,1,0,1,1,0,-96,379,-8709,-6,-28,-52,1,0,0,0,0,0,0,0,436,614,-8003,3,41,94
'2017-08-02 19:57:30.358,0,1,0,1,0,1,1,0,-135,357,-8695,-5,-21,-50,1,0,0,0,0,0,0,0,449,608,-8035,-2,40,105
'2017-08-02 19:57:30.368,0,1,0,1,0,1,1,0,-123,343,-8672,-1,-17,-46,1,0,0,0,0,0,0,0,457,625,-7977,2,38,100
