__,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-02 19:30:09.502,0,0,0,1,0,1,1,1,-322,407,-8700,-5,-9,-61,0,0,0,0,0,0,0,0,14553,1810,-3482,2950,-3936,-1727
'2017-08-02 19:30:09.512,0,0,0,1,0,1,1,1,-329,402,-8690,-5,-9,-61,0,0,0,0,0,0,0,0,15871,4309,-2328,1801,-1940,-1550
'2017-08-02 19:30:09.522,0,0,0,1,0,1,1,1,-304,428,-8727,-5,-9,-61,0,0,0,0,0,0,0,0,16905,4277,-2525,-1086,171,-280
'2017-08-02 19:30:09.532,0,0,0,1,0,1,1,1,-302,429,-8710,-5,-9,-61,0,0,0,0,0,0,0,0,16061,392,-2744,-3340,1796,1680
'2017-08-02 19:30:09.542,0,0,0,1,0,1,1,1,-310,417,-8684,13,-4,-29,0,0,0,0,0,0,0,0,14157,-4692,-2646,-3048,2480,3719
'2017-08-02 19:30:09.552,0,0,0,1,0,1,1,1,-329,398,-8674,-16,22,-34,0,0,0,0,0,0,0,0,13253,-7443,-4354,-519,2841,5693
'2017-08-02 19:30:09.562,0,0,0,1,0,1,1,1,-311,398,-8703,-13,29,-27,0,0,0,0,0,0,0,0,12653,-6992,-5745,2417,3481,7691
'2017-08-02 19:30:09.572,0,0,0,1,0,1,1,1,-306,450,-8680,-8,22,-41,0,0,0,0,0,0,0,0,11704,-4606,-6363,4014,4117,9259
'2017-08-02 19:30:09.582,0,0,0,1,0,1,1,1,-311,421,-8724,-2,20,-29,0,0,0,0,0,0,0,0,10841,-2055,-6458,3924,4654,10247
'2017-08-02 19:30:09.592,0,0,0,1,0,1,1,1,-295,379,-8714,-3,22,-33,0,0,0,0,0,0,0,0,1359,6501,7140,3666,5717,7852
'2017-08-02 19:30:09.602,0,0,0,1,0,1,1,1,-297,417,-8696,-5,9,-30,0,0,0,0,0,0,0,0,8053,-14874,-28313,27160,-16539,-15360
'2017-08-02 19:30:09.612,0,0,0,1,0,1,1,1,-308,409,-8722,-5,19,-41,0,0,0,0,0,1,0,0,-4182,27056,-17799,14341,-18643,-13670
'2017-08-02 19:30:09.622,0,0,0,1,0,1,1,1,-305,442,-8691,-2,9,-37,0,0,0,0,0,1,0,0,-8083,27051,-29778,10969,-16582,-8573
'2017-08-02 19:30:09.632,0,0,0,1,0,1,1,1,-327,414,-8690,-1,25,-39,0,0,0,0,0,2,0,0,-2926,2727,-7604,-7900,-18484,-29
'2017-08-02 19:30:09.642,0,0,0,1,0,1,1,1,-313,388,-8715,-6,29,-40,1,0,0,0,0,2,0,0,-719,3428,-23590,4797,-14760,-2710
'2017-08-02 19:30:09.652,0,0,0,1,0,1,1,1,-325,413,-8701,-10,38,-33,1,0,0,0,0,2,0,0,-1481,5952,-14280,-305,-10098,1586
'2017-08-02 19:30:09.662,0,0,0,1,0,1,1,1,-301,408,-8711,-14,43,-36,1,1,0,0,0,2,0,0,1805,714,-7198,6110,-9544,716
'2017-08-02 19:30:09.672,0,0,0,1,0,1,1,1,-293,417,-8707,-4,33,-42,1,1,0,0,0,2,1,0,686,228,-12955,7503,-10686,1414
'2017-08-02 19:30:09.682,0,0,0,1,0,1,1,1,-315,424,-8716,4,27,-36,1,1,0,0,0,2,1,0,-788,-3754,-17074,8608,-5018,1285
'2017-08-02 19:30:09.692,0,0,0,1,0,1,1,1,-292,427,-8710,1,9,-41,1,1,0,0,0,2,1,0,1371,-1666,-11455,2198,-5529,171
'2017-08-02 19:30:09.702,0,0,0,1,0,1,1,1,-332,409,-8729,4,-7,-31,1,1,0,0,0,2,1,0,-163,463,-10765,-711,-3514,-507
'2017-08-02 19:30:09.712,0,0,0,1,0,1,1,1,-321,424,-8708,4,-13,-39,1,1,0,0,0,2,1,0,293,1029,-9567,-1440,-2124,-233
'2017-08-02 19:30:09.722,0,0,0,1,0,1,1,1,-309,399,-8696,1,1,-34,1,1,0,1,0,2,1,0,95,1251,-8819,-1025,-724,16
'2017-08-02 19:30:09.732,0,0,0,1,0,1,1,1,-304,423,-8704,-3,-2,-33,1,1,0,1,0,2,2,0,553,841,-8056,-615,24,207
'2017-08-02 19:30:09.742,0,0,0,1,0,1,1,1,-300,439,-8713,-8,8,-36,1,1,0,1,0,2,2,1,638,976,-7623,-443,-93,229
'2017-08-02 19:30:09.752,0,0,0,1,0,1,1,1,-303,387,-8688,0,26,-35,1,1,0,1,0,2,2,1,519,912,-7984,-177,-375,289
'2017-08-02 19:30:09.762,0,0,0,1,0,1,1,1,-279,417,-8721,-4,29,-37,1,0,0,1,0,2,2,1,526,759,-8295,-137,-518,285
'2017-08-02 19:30:09.772,0,0,0,1,0,1,1,1,-314,430,-8682,-12,36,-39,1,0,0,1,0,2,2,1,484,807,-8272,-208,-565,243
'2017-08-02 19:30:09.782,0,0,0,1,0,1,1,1,-298,443,-8720,-11,31,-30,1,0,0,1,0,2,2,1,451,875,-8199,-170,-543,231
'2017-08-02 19:30:09.792,0,0,0,1,0,1,1,1,-283,427,-8729,-10,14,-35,1,0,0,1,0,2,2,1,460,790,-8206,-132,-569,239
'2017-08-02 19:30:09.802,0,0,0,1,0,1,1,1,-302,415,-8706,1,22,-33,1,0,0,1,0,2,2,1,347,791,-8396,-168,-476,216
'2017-08-02 19:30:09.812,0,0,0,1,0,1,1,1,-299,386,-8678,-3,13,-32,1,0,0,1,0,2,2,1,320,769,-8459,-249,-105,191
'2017-08-02 19:30:09.822,0,0,0,1,0,1,1,1,-291,391,-8692,4,12,-36,1,0,0,1,0,2,2,1,370,826,-8275,-323,221,157
