__,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-02 19:47:40.120,0,0,0,1,0,1,1,1,-889,584,-8874,368,-1120,-119,1,0,0,0,0,0,0,0,1109,601,-7966,12,343,144
'2017-08-02 19:47:40.130,0,0,0,1,0,1,1,1,-891,608,-8858,345,-1231,-164,1,0,0,0,0,0,0,0,1109,601,-7966,12,343,144
'2017-08-02 19:47:40.140,0,0,0,1,0,1,1,0,-935,586,-8907,306,-1335,-216,1,0,0,0,0,0,0,0,1083,570,-7998,12,343,144
'2017-08-02 19:47:40.150,0,0,0,1,0,1,1,0,-920,671,-9040,156,-1371,-302,1,0,0,0,0,0,0,0,1107,594,-7995,12,343,144
'2017-08-02 19:47:40.160,0,0,0,0,0,1,0,0,-894,545,-9311,-113,-1474,-451,1,0,0,0,0,0,0,0,1087,553,-7980,12,343,144
'2017-08-02 19:47:40.170,0,0,0,0,0,1,0,0,-552,1230,-9655,-602,-1672,-566,1,0,0,0,0,0,0,0,1106,573,-8028,56,67,116
'2017-08-02 19:47:40.180,0,0,0,0,0,1,0,0,72,3124,-10922,-787,-2217,-1049,1,0,0,0,0,0,0,0,1114,580,-7968,50,36,98
'2017-08-02 19:47:40.190,0,0,0,0,0,1,0,0,-1146,-1600,-12807,-1283,-3872,-1983,1,0,0,0,0,0,0,0,1126,581,-7989,53,22,95
'2017-08-02 19:47:40.200,0,0,0,0,0,1,0,0,-451,3000,-11658,-994,-6367,-1237,1,0,0,0,0,0,0,0,1116,575,-7981,36,14,103
'2017-08-02 19:47:40.210,0,0,0,0,0,1,0,0,-1105,2271,-12337,-2725,-7034,-2386,1,0,0,0,0,0,0,0,1111,581,-7996,34,-7,95
'2017-08-02 19:47:40.220,0,0,0,0,0,1,0,0,-421,159,-13441,-3253,-8103,-2623,1,0,0,0,0,0,0,0,1097,580,-7967,47,-18,97
'2017-08-02 19:47:40.230,0,0,0,0,0,1,0,0,492,2739,-10945,-896,-8869,-2209,1,0,0,0,0,0,0,0,1105,560,-8000,37,-16,100
'2017-08-02 19:47:40.240,0,0,0,0,0,1,0,0,610,3897,-9848,-1904,-9088,-3154,1,0,0,0,0,0,0,0,1061,564,-8015,22,-25,99
'2017-08-02 19:47:40.250,0,0,0,0,0,0,0,0,1093,1710,-11331,-2639,-8298,-4563,1,0,0,0,0,0,0,0,1089,567,-8020,21,-37,93
'2017-08-02 19:47:40.260,0,0,0,0,0,0,0,0,1152,828,-8738,-1164,-8318,-4802,1,0,0,0,0,0,0,0,1072,594,-8002,17,-36,98
'2017-08-02 19:47:40.270,0,0,0,0,0,0,0,0,11771,249,-7073,-263,-7225,-5126,1,0,0,0,0,0,0,0,1083,538,-7992,17,-43,92
'2017-08-02 19:47:40.280,0,0,0,0,0,0,0,0,7458,440,-10437,4266,-3255,-5689,1,0,0,0,0,0,0,0,1088,579,-7990,4,-60,100
'2017-08-02 19:47:40.290,0,0,0,0,0,0,0,0,8999,3421,-12200,4454,-879,-5248,1,0,0,0,0,0,0,0,1093,575,-8006,6,-82,95
'2017-08-02 19:47:40.300,0,0,0,0,0,0,0,0,11803,3698,-5160,2125,2764,-4736,1,0,0,0,0,0,0,0,1069,580,-7967,-8,-87,95
'2017-08-02 19:47:40.310,0,0,0,0,0,0,0,0,9253,3225,-6271,355,4537,-4609,1,0,0,0,0,0,0,0,1074,586,-8021,1,-85,88
'2017-08-02 19:47:40.320,0,0,0,0,0,0,0,0,8883,2207,-5575,-331,4733,-4041,1,0,0,0,0,0,0,0,1068,585,-7996,6,-69,91
'2017-08-02 19:47:40.330,0,0,0,0,0,0,0,0,9089,1976,-5986,-617,5329,-2997,1,0,0,0,0,0,0,0,1060,577,-7997,3,-63,94
'2017-08-02 19:47:40.340,0,0,0,0,0,0,0,0,8621,1939,-6621,-935,6332,-1919,1,0,0,0,0,0,0,0,1062,565,-7999,5,-61,99
'2017-08-02 19:47:40.350,0,0,0,0,0,0,0,0,7939,1554,-6726,-1515,7293,-987,1,0,0,0,0,0,0,0,1085,554,-8015,-5,-66,96
'2017-08-02 19:47:40.360,0,0,0,0,0,0,0,0,6739,797,-6977,-1814,7798,-367,1,0,0,0,0,0,0,0,1058,578,-8013,-1,-75,85
'2017-08-02 19:47:40.370,0,0,0,0,0,0,0,0,5636,165,-7170,-1480,7800,-35,1,0,0,1,0,0,0,0,1067,566,-7998,-6,-77,91
'2017-08-02 19:47:40.380,0,0,0,0,0,0,0,0,4926,133,-7708,-963,7637,107,1,0,0,1,0,0,0,0,1060,570,-8019,-7,-68,93
'2017-08-02 19:47:40.390,0,0,0,0,0,0,0,0,4216,526,-8192,-818,7564,74,1,0,0,1,0,0,0,0,1056,576,-8020,-5,-58,95
'2017-08-02 19:47:40.400,0,0,0,0,0,0,0,0,3555,928,-8898,-1211,7665,-84,1,0,0,1,0,0,0,0,1049,609,-7962,-5,-49,100
'2017-08-02 19:47:40.410,0,0,0,0,0,0,0,0,2857,1147,-9456,-1934,7833,-245,1,0,0,1,0,0,0,0,1043,585,-8007,2,-51,83
'2017-08-02 19:47:40.420,0,0,0,0,0,0,0,0,2253,947,-10133,-2498,7996,-257,1,0,0,1,0,0,0,0,1053,568,-8007,-7,-47,98
'2017-08-02 19:47:40.430,0,0,0,0,0,0,0,0,1645,934,-10859,-2709,8336,-25,1,0,0,1,0,0,0,0,1065,537,-8016,2,-69,98
'2017-08-02 19:47:40.440,0,0,0,0,0,0,0,0,907,995,-11417,-2875,8820,512,1,0,0,1,0,0,0,0,1044,560,-8007,-8,-74,97
'2017-08-02 19:47:40.450,0,0,0,0,0,0,0,0,-60,1055,-11594,-3086,9178,1280,1,0,0,1,0,0,0,1,1037,581,-8045,-21,-85,96
'2017-08-02 19:47:40.460,0,0,0,0,0,0,0,0,-1021,935,-11541,-3221,9102,2177,1,0,0,1,0,0,0,1,1053,576,-7978,-19,-89,94
'2017-08-02 19:47:40.470,0,0,0,0,0,0,0,0,-1926,757,-11373,-3062,8504,3159,1,0,0,1,0,0,0,1,1058,570,-8018,-22,-90,90
'2017-08-02 19:47:40.480,0,0,0,0,0,0,0,0,-2677,684,-11170,-2574,7581,4190,1,0,0,1,0,0,0,1,1042,554,-8024,-19,-93,94
'2017-08-02 19:47:40.490,0,0,0,0,0,0,0,0,-3254,809,-11045,-2039,6416,5129,1,0,0,1,0,0,0,1,1025,570,-8019,-21,-85,90
'2017-08-02 19:47:40.500,0,0,0,0,0,0,0,0,-3904,791,-10932,-1867,5088,5806,1,0,0,1,0,0,0,1,1036,542,-7997,-22,-83,100
'2017-08-02 19:47:40.510,0,0,0,0,0,0,0,0,-4393,335,-10800,-1769,3679,6117,1,0,0,1,0,0,0,1,1007,584,-8001,-3,-76,87
'2017-08-02 19:47:40.520,0,0,0,0,0,0,0,0,-4641,33,-11056,-1294,2713,6131,1,0,0,1,0,0,0,1,1014,574,-7980,-2,-44,94
