__,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-02 14:03:34.224,2,2,2,0,0,1,0,0,-3845,4612,-17923,2951,-20756,-8091,1,1,2,2,1,2,2,2,-290,542,-8488,-2,-55,-5
'2017-08-02 14:03:34.234,1,1,1,0,0,0,0,0,-2941,3335,-17274,1892,-20472,-9267,1,1,2,2,1,2,2,2,-282,523,-8512,-2,-55,-5
'2017-08-02 14:03:34.244,1,1,1,0,0,0,0,0,-4065,1495,-16838,3507,-20214,-10104,1,1,2,2,1,2,2,2,-303,503,-8501,-2,-55,-5
'2017-08-02 14:03:34.254,1,1,1,0,0,0,0,0,2366,2373,-15685,6120,-20868,-10715,1,1,2,2,1,2,2,2,-268,514,-8495,-2,-55,-5
'2017-08-02 14:03:34.264,0,1,1,0,0,0,0,0,5353,2014,-10978,8625,-18379,-10136,1,1,2,2,1,2,2,2,-315,551,-8514,-128,-183,-11
'2017-08-02 14:03:34.274,0,1,0,0,0,0,0,0,16913,7409,-4213,10348,-11756,-8388,1,1,2,2,1,2,2,2,-293,524,-8488,-122,-151,-2
'2017-08-02 14:03:34.284,0,0,0,0,0,0,0,0,5504,8530,-5407,3380,-2079,-4272,1,1,2,2,1,2,2,2,-302,545,-8505,-141,-143,-13
'2017-08-02 14:03:34.294,0,0,0,0,0,0,0,0,8721,7804,-11460,-3602,5983,-2614,1,1,2,2,1,2,2,2,-305,513,-8548,-180,-106,-3
'2017-08-02 14:03:34.304,0,0,0,0,0,0,0,0,5425,4260,-6208,-4957,9096,-485,1,1,2,2,1,2,2,2,-291,525,-8514,-211,-98,1
'2017-08-02 14:03:34.314,0,0,0,0,0,0,0,0,3727,3544,-5297,-4790,10178,1049,1,1,2,2,1,2,2,2,-315,530,-8495,-273,-92,13
