__,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-02 13:59:10.226,1,2,2,1,2,2,2,0,-119,439,-8578,5,40,4,2,2,2,0,1,1,0,0,605,-49,-9659,-101,-221,-28
'2017-08-02 13:59:10.236,1,2,2,1,2,2,2,0,-143,416,-8575,20,64,3,2,2,2,0,1,1,0,0,679,-72,-9701,-101,-221,-28
'2017-08-02 13:59:10.246,1,2,2,1,2,2,2,0,-132,404,-8582,20,104,17,2,2,2,0,1,1,0,0,716,135,-9374,-101,-221,-28
'2017-08-02 13:59:10.256,1,2,2,1,2,2,2,1,-129,408,-8559,10,138,8,2,2,2,0,1,1,0,0,786,-66,-9725,-101,-221,-28
'2017-08-02 13:59:10.266,1,2,2,1,2,2,2,1,-133,396,-8598,8,193,22,2,2,2,0,1,1,0,0,697,-340,-10166,1518,6379,544
'2017-08-02 13:59:10.276,1,2,2,1,2,2,2,1,-115,421,-8555,-9,225,23,2,2,2,0,1,1,0,0,759,-302,-10023,1877,6586,498
'2017-08-02 13:59:10.286,1,2,2,1,2,2,2,1,-89,389,-8603,-36,229,29,2,2,2,0,1,1,0,0,1109,233,-9379,2246,6991,518
'2017-08-02 13:59:10.296,1,2,2,1,2,2,2,1,-95,397,-8623,-24,213,29,2,2,2,0,1,0,0,0,1350,148,-9110,2139,7350,791
'2017-08-02 13:59:10.306,1,2,2,1,2,2,2,1,-116,390,-8631,-28,228,24,2,2,2,0,1,0,0,0,1280,-364,-8769,2175,7604,892
'2017-08-02 13:59:10.316,1,2,2,1,2,2,2,1,-97,392,-8629,-43,217,16,2,2,2,0,1,0,0,0,1534,-323,-8482,2107,7716,927
'2017-08-02 13:59:10.326,1,2,2,1,2,2,2,1,-88,406,-8630,-77,228,19,2,2,2,0,1,0,0,0,1845,-1068,-8608,1678,7578,1011
'2017-08-02 13:59:10.336,1,2,2,1,2,2,2,1,-82,392,-8598,-97,249,17,2,2,2,0,1,0,0,0,1875,-1447,-8178,1785,7339,833
'2017-08-02 13:59:10.346,1,2,2,1,2,2,2,1,-86,406,-8628,-115,279,22,2,2,2,0,1,0,0,0,2047,-961,-7516,1773,7224,595
'2017-08-02 13:59:10.356,1,2,2,1,2,2,2,1,-73,387,-8606,-125,321,33,2,2,2,0,0,0,0,0,2192,-1421,-7418,1325,7001,502
'2017-08-02 13:59:10.366,1,2,2,2,2,2,2,1,-67,389,-8570,-120,376,41,2,2,2,0,0,0,0,0,2537,-1065,-7221,1363,6678,253
'2017-08-02 13:59:10.376,1,2,2,2,2,2,2,1,-97,399,-8571,-135,464,55,2,2,2,0,0,0,0,0,2638,-766,-6948,1103,6330,203
'2017-08-02 13:59:10.386,1,2,2,2,2,2,2,1,-98,356,-8549,-167,585,70,2,2,2,0,0,0,0,0,2754,-1008,-6931,892,5940,170
'2017-08-02 13:59:10.396,1,2,2,2,2,2,2,1,-55,401,-8516,-162,735,89,2,2,2,0,0,0,0,0,2962,-991,-7148,849,5471,87
'2017-08-02 13:59:10.406,1,2,2,2,2,2,2,1,-32,413,-8553,-109,850,98,2,1,1,0,0,0,0,0,3058,-862,-6995,848,5009,2
'2017-08-02 13:59:10.416,1,2,2,2,2,2,2,2,9,450,-8549,-62,901,89,2,1,1,0,0,0,0,0,3110,-860,-6957,837,4667,41
'2017-08-02 13:59:10.426,1,2,2,2,1,2,2,2,98,518,-8637,11,830,90,2,1,1,0,0,0,0,0,3119,-1013,-6930,907,4314,59
'2017-08-02 13:59:10.436,1,2,2,2,1,2,2,2,61,432,-8643,95,761,60,2,1,1,0,0,0,0,0,3442,-916,-7159,1063,4046,50
'2017-08-02 13:59:10.446,1,2,2,2,1,2,2,2,53,392,-8589,92,725,68,2,1,1,0,0,0,0,0,3574,-255,-7316,573,3676,27
'2017-08-02 13:59:10.456,1,2,2,2,1,2,2,2,58,395,-8609,66,720,69,2,1,1,0,0,0,0,0,3556,-653,-6899,300,3446,175
'2017-08-02 13:59:10.466,1,2,2,2,1,2,2,2,60,355,-8594,43,707,77,2,1,1,0,0,0,0,0,3314,-545,-6917,116,3429,285
'2017-08-02 13:59:10.476,1,2,2,2,1,2,2,2,131,424,-8580,29,680,82,2,1,1,0,0,0,0,0,3429,-1139,-7147,78,3282,345
'2017-08-02 13:59:10.486,1,2,2,2,1,2,2,2,149,452,-8696,57,562,87,2,1,1,0,0,0,0,0,3755,-927,-7056,407,3071,271
'2017-08-02 13:59:10.496,1,2,2,2,1,2,2,2,136,361,-8734,80,461,74,2,1,1,0,0,0,0,0,3831,-517,-6913,400,2900,319
'2017-08-02 13:59:10.506,1,2,2,2,1,2,2,2,132,400,-8638,51,379,67,2,1,1,0,0,0,0,0,3815,-617,-6975,285,2754,427
'2017-08-02 13:59:10.516,1,2,2,2,1,2,2,2,131,319,-8663,8,312,62,2,1,1,0,0,0,0,0,3835,-797,-6919,308,2595,508
'2017-08-02 13:59:10.526,1,2,2,2,1,2,2,2,117,295,-8632,-131,277,74,2,1,1,0,0,0,0,0,3717,-612,-6829,281,2619,564
'2017-08-02 13:59:10.536,1,2,2,2,1,2,2,2,314,367,-8673,-255,135,88,2,0,1,0,0,0,0,0,3897,-847,-7155,205,2636,688
'2017-08-02 13:59:10.546,1,2,2,2,1,2,2,2,184,552,-8763,-160,-151,58,2,0,1,0,0,0,0,0,4126,-1114,-7246,301,2543,687
'2017-08-02 13:59:10.556,1,2,2,2,1,2,2,2,221,429,-8656,-64,-367,16,2,0,1,0,0,0,0,0,4020,-1095,-7292,371,2372,663
'2017-08-02 13:59:10.566,1,2,2,2,1,2,2,2,252,484,-8638,64,-627,-6,2,0,1,0,0,0,0,0,4002,-1159,-7121,450,2251,612
'2017-08-02 13:59:10.576,1,2,2,2,1,2,2,2,156,497,-8725,204,-873,-42,2,0,1,0,0,0,0,0,4034,-1206,-7066,454,2140,573
'2017-08-02 13:59:10.586,1,2,2,2,1,2,2,2,151,479,-8691,291,-1063,-91,2,0,1,0,0,0,0,0,4162,-1167,-6986,511,2019,516
'2017-08-02 13:59:10.596,1,2,2,2,1,2,2,2,113,416,-8699,359,-1244,-124,2,0,1,0,0,0,0,0,4189,-1113,-6885,449,1883,501
'2017-08-02 13:59:10.606,1,2,2,2,1,2,2,1,88,363,-8685,410,-1402,-155,2,0,1,0,0,0,0,0,4141,-1004,-6879,344,1903,476
