__,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-02 14:46:44.942,2,2,2,0,2,1,0,0,-4265,2458,-15597,4254,-25219,-2528,1,1,1,2,0,2,2,1,-260,296,-8412,-3327,-242,-2924
'2017-08-02 14:46:44.952,2,1,2,0,0,1,0,0,-4593,5953,-17941,459,-23108,-4353,1,1,2,2,0,2,2,1,-270,286,-8407,-3327,-242,-2924
'2017-08-02 14:46:44.962,2,1,1,0,0,0,0,0,-3380,-3269,-13143,5914,-22666,-2919,1,1,2,2,0,2,2,2,-247,301,-8406,-3327,-242,-2924
'2017-08-02 14:46:44.972,2,1,1,0,0,0,0,0,-493,5560,-15940,5500,-20496,-3244,1,1,2,2,0,2,2,2,-282,295,-8407,-3327,-242,-2924
'2017-08-02 14:46:44.982,2,1,1,0,0,0,0,0,-3840,3272,-14550,6305,-21318,-4811,1,1,2,2,0,2,2,2,-252,347,-8361,-268,-602,-45
'2017-08-02 14:46:44.992,2,1,1,0,0,0,0,0,-3648,3792,-18487,7320,-21963,-4334,1,1,2,2,0,2,2,2,-389,417,-8436,-237,-593,-86
'2017-08-02 14:46:45.002,1,1,0,0,0,0,0,0,-260,3954,-16479,8327,-23706,-5306,1,1,2,2,0,2,2,2,-325,415,-8429,-159,-542,-55
'2017-08-02 14:46:45.012,1,0,0,0,0,0,0,0,2633,6190,-16926,9311,-23044,-5160,1,1,2,2,0,2,2,2,-354,358,-8413,-117,-551,-47
'2017-08-02 14:46:45.022,0,0,0,0,0,0,0,0,11123,9418,-12950,8952,-20782,-6054,1,1,2,2,0,2,2,2,-385,352,-8443,-118,-527,-34
'2017-08-02 14:46:45.032,0,0,0,0,0,0,0,0,5531,11821,-12006,1324,-14624,-9041,1,1,2,2,0,2,2,2,-368,379,-8528,-105,-502,-43
'2017-08-02 14:46:45.042,0,0,0,0,0,0,0,0,9114,5067,-21148,-1636,-4569,-9465,1,1,2,2,0,2,2,2,-404,328,-8521,-116,-465,-27
'2017-08-02 14:46:45.052,0,0,0,0,0,0,0,0,5054,2600,-20149,-2595,555,-9335,1,1,2,2,0,2,2,2,-405,365,-8524,-102,-432,-16
'2017-08-02 14:46:45.062,0,0,0,0,0,0,0,0,2762,-648,-23834,-31,2876,-7368,1,1,2,2,0,2,2,2,-381,381,-8534,-118,-409,-24
'2017-08-02 14:46:45.072,0,0,0,0,0,0,0,0,2693,-1079,-23744,2750,2948,-4112,1,1,2,2,0,2,2,2,-434,383,-8467,-107,-404,-19
'2017-08-02 14:46:45.082,0,0,0,0,0,0,0,0,4467,170,-18770,6093,2416,-178,1,1,2,2,0,2,2,2,-438,436,-8549,-105,-346,-23
'2017-08-02 14:46:45.092,0,0,0,0,0,0,0,0,7428,3876,-15172,9411,2656,2872,1,1,2,2,0,2,2,2,-437,438,-8569,-67,-268,-16
'2017-08-02 14:46:45.102,0,0,0,0,0,0,0,0,10379,7713,-15047,10699,4134,4018,1,1,2,2,0,2,2,2,-450,381,-8533,-19,-199,1
'2017-08-02 14:46:45.112,0,0,0,0,0,0,0,0,10937,9721,-12102,7738,7182,3866,1,1,2,2,0,2,2,2,-473,383,-8596,-13,-106,2
'2017-08-02 14:46:45.122,0,0,0,0,0,0,0,0,10347,9525,-9504,3233,11195,2730,1,1,2,2,0,2,2,2,-473,360,-8541,-13,-20,10
'2017-08-02 14:46:45.132,0,0,0,0,0,0,0,0,9068,7196,-8735,-398,14818,1657,1,1,2,2,1,2,2,2,-502,394,-8649,-23,100,26
'2017-08-02 14:46:45.142,0,0,0,0,0,0,0,0,7923,5262,-7656,-1752,17205,1441,1,1,2,2,1,2,2,2,-469,402,-8632,-30,227,46
'2017-08-02 14:46:45.152,0,0,0,0,0,0,0,0,7141,5502,-6402,-1658,18483,1684,1,1,2,2,1,2,2,2,-449,382,-8616,-58,349,56
'2017-08-02 14:46:45.162,0,0,0,0,0,0,0,0,6995,7143,-6199,-2031,19700,1862,1,1,2,2,1,2,2,2,-450,400,-8615,-61,454,77
'2017-08-02 14:46:45.172,0,0,0,0,0,0,0,0,6826,7751,-6865,-3989,21453,1611,1,1,2,2,1,2,2,2,-407,375,-8544,-76,526,82
'2017-08-02 14:46:45.182,0,0,0,0,0,0,0,0,6075,6870,-7757,-6458,23222,1107,1,1,2,2,1,2,2,2,-379,397,-8569,-98,578,104
'2017-08-02 14:46:45.192,0,0,0,0,0,0,0,0,5179,5334,-9177,-8282,24524,626,1,1,2,2,1,2,2,2,-373,388,-8504,-137,622,137
'2017-08-02 14:46:45.202,0,0,0,0,0,0,0,0,4518,4147,-10632,-9123,25462,326,1,1,2,2,1,2,2,2,-376,400,-8571,-204,687,155
'2017-08-02 14:46:45.212,0,0,0,0,0,0,0,0,4117,3808,-11997,-9655,26336,36,1,1,2,2,1,2,2,2,-404,422,-8600,-267,830,199
'2017-08-02 14:46:45.222,0,0,0,0,0,0,0,0,4079,3943,-13580,-10469,27197,-408,1,2,2,2,1,2,2,2,-383,416,-8623,-353,989,221
'2017-08-02 14:46:45.232,0,0,0,0,0,0,0,0,3504,3236,-14947,-11384,28050,-646,1,2,2,2,1,2,2,2,-388,472,-8699,-422,1229,278
'2017-08-02 14:46:45.242,0,0,0,0,0,0,0,0,2736,2519,-16212,-12179,28849,-748,2,2,2,2,1,2,2,1,-337,455,-8700,-471,1467,325
'2017-08-02 14:46:45.252,0,0,0,0,0,0,0,0,-179,1184,-17969,-12781,29535,-561,2,2,2,2,1,2,2,1,-268,527,-8639,-542,1627,371
'2017-08-02 14:46:45.262,0,0,0,0,0,0,0,0,-3878,221,-19650,-13072,29621,-266,2,2,2,1,1,2,2,1,-241,494,-8665,-544,1746,422
'2017-08-02 14:46:45.272,0,0,0,0,0,0,0,0,-7347,-513,-21348,-13625,29104,-320,2,2,2,1,1,2,2,1,-144,610,-8615,-555,1876,451
'2017-08-02 14:46:45.282,0,0,0,0,0,0,0,0,-11961,-1861,-22779,-14748,28300,-1086,2,2,2,1,1,2,2,1,-95,660,-8683,-576,2034,536
'2017-08-02 14:46:45.292,0,0,0,0,0,0,0,0,-17133,-4955,-23396,-16175,27222,-2469,2,2,2,1,1,2,2,1,-91,629,-8623,-598,2181,625
'2017-08-02 14:46:45.302,0,0,0,0,0,0,0,0,-22474,-9358,-22964,-16656,25152,-4105,2,2,2,1,1,2,2,1,-79,859,-8776,-503,2456,677
'2017-08-02 14:46:45.312,0,0,0,0,0,0,0,0,-26295,-13893,-22380,-16068,22187,-5726,2,2,2,1,1,2,2,0,95,1108,-9070,-697,2870,967
