__,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-02 15:58:05.302,0,0,0,0,0,0,0,0,4052,2199,-13788,-4361,12346,1341,0,0,1,2,0,1,2,2,-482,828,-8535,-5,-451,-30
'2017-08-02 15:58:05.312,0,0,0,0,0,0,0,0,1503,1684,-8992,-4489,13837,2945,0,0,1,2,0,1,2,2,-506,831,-8608,-5,-451,-30
'2017-08-02 15:58:05.322,0,0,0,0,0,0,0,0,1586,785,-5932,-2659,14923,3948,0,0,1,2,0,1,2,2,-476,849,-8619,-5,-451,-30
'2017-08-02 15:58:05.332,0,0,0,0,0,0,0,0,2951,826,-4603,-522,14881,4522,0,0,1,2,0,1,2,2,-399,811,-8600,-5,-451,-30
'2017-08-02 15:58:05.342,0,0,0,0,0,0,0,0,4220,2174,-5512,948,15494,4801,0,0,1,2,0,1,2,2,-437,792,-8581,-5,-451,-30
'2017-08-02 15:58:05.352,0,0,0,0,0,0,0,0,4415,2899,-6467,1040,16690,4551,0,0,1,2,0,1,2,2,-414,791,-8579,13,97,1
'2017-08-02 15:58:05.362,0,0,0,0,0,0,0,0,4313,3404,-6883,-277,18543,4052,0,0,1,2,0,1,2,2,-389,795,-8522,-8,101,-12
'2017-08-02 15:58:05.372,0,0,0,0,0,0,0,0,3525,3256,-6939,-2119,20622,3502,0,0,1,2,0,1,2,2,-382,841,-8484,14,91,-16
'2017-08-02 15:58:05.382,0,0,0,0,0,0,0,0,2544,3010,-7324,-3564,22536,2883,0,0,1,2,0,1,2,2,-370,780,-8489,-26,31,-21
'2017-08-02 15:58:05.392,0,0,0,0,0,0,0,0,1629,2441,-8332,-4035,23858,2182,0,0,1,2,0,1,2,2,-393,797,-8444,-42,6,-21
'2017-08-02 15:58:05.402,0,0,0,0,0,0,0,0,1242,1534,-9142,-3374,24379,1507,0,0,1,2,0,2,2,2,-375,796,-8502,-73,-41,-17
'2017-08-02 15:58:05.412,0,0,0,0,0,0,0,0,964,705,-9576,-2567,24268,784,0,0,1,2,0,2,2,2,-394,809,-8476,-95,-73,-16
'2017-08-02 15:58:05.422,0,0,0,0,0,0,0,0,832,448,-9205,-1947,23950,122,0,0,1,2,0,2,2,2,-389,816,-8463,-94,-116,-11
'2017-08-02 15:58:05.432,0,0,0,0,0,0,0,0,968,969,-9604,-1570,23619,-626,0,0,1,2,0,2,2,2,-420,855,-8521,-88,-97,-9
'2017-08-02 15:58:05.442,0,0,0,0,0,0,0,0,806,1307,-10519,-1899,23240,-1449,0,0,1,2,0,2,2,2,-367,819,-8491,-77,-73,6
'2017-08-02 15:58:05.452,0,0,0,0,0,0,0,0,467,1314,-11394,-2736,22679,-2119,0,0,1,2,0,2,2,2,-419,824,-8458,-57,-34,7
'2017-08-02 15:58:05.462,0,0,0,0,0,0,0,0,106,1173,-12405,-3866,21810,-2484,0,0,1,2,0,2,2,2,-400,820,-8505,-21,-17,7
'2017-08-02 15:58:05.472,0,0,0,0,0,0,0,0,-218,1040,-13446,-5148,20855,-2592,0,0,1,2,0,2,2,2,-375,806,-8474,-9,-31,8
'2017-08-02 15:58:05.482,0,0,0,0,0,0,0,0,-634,825,-14409,-6466,19908,-2444,0,0,1,2,0,2,2,2,-380,827,-8477,-37,-53,3
'2017-08-02 15:58:05.492,0,0,0,0,0,0,0,0,-1381,297,-15273,-7564,18836,-2053,0,0,1,2,0,2,2,2,-415,810,-8519,-50,-69,18
'2017-08-02 15:58:05.502,0,0,0,0,0,0,0,0,-2048,51,-16856,-8332,17621,-1203,0,0,1,2,0,2,2,2,-407,827,-8520,-65,-85,1
'2017-08-02 15:58:05.512,0,0,0,0,0,0,0,0,-3341,10,-18108,-9174,16696,324,0,0,1,2,0,2,2,2,-405,864,-8500,-45,-83,10
'2017-08-02 15:58:05.522,0,0,0,0,0,0,0,0,-5094,-140,-18325,-9602,15897,2332,0,0,1,2,0,2,2,2,-401,827,-8516,-41,-80,9
'2017-08-02 15:58:05.532,0,0,0,0,0,0,0,0,-7385,-791,-18725,-9406,15009,4517,0,0,1,2,0,2,2,2,-399,860,-8488,8,-48,-2
'2017-08-02 15:58:05.542,0,0,0,0,0,0,0,0,-9508,-1149,-19932,-9149,13850,6263,0,0,1,2,0,2,2,2,-424,863,-8518,62,20,17
'2017-08-02 15:58:05.552,0,0,0,0,0,0,0,0,-13606,-1459,-20331,-8949,12796,7092,0,0,1,2,0,2,2,2,-418,846,-8541,119,118,14
'2017-08-02 15:58:05.562,0,0,0,0,0,0,0,0,-17209,-1638,-20811,-8762,11842,7345,0,0,1,2,0,2,2,2,-389,820,-8514,138,169,17
'2017-08-02 15:58:05.572,0,0,0,0,0,0,0,0,-19689,-1830,-19948,-8345,11087,7094,0,0,1,2,0,2,2,2,-404,787,-8497,140,198,8
'2017-08-02 15:58:05.582,0,0,0,0,0,0,0,0,-22065,-2085,-17430,-6749,10913,7005,0,0,1,2,0,2,2,2,-380,808,-8488,112,177,-4
'2017-08-02 15:58:05.592,0,0,0,0,0,0,0,0,-22681,-2361,-13555,-4234,11277,7224,0,0,1,2,0,2,2,2,-383,785,-8531,79,164,-1
'2017-08-02 15:58:05.602,0,0,0,0,0,0,0,0,-21772,-2775,-9678,-2210,11941,7216,0,0,1,2,0,2,2,2,-357,786,-8510,34,161,0
'2017-08-02 15:58:05.612,0,0,0,0,0,0,0,0,-22754,-3506,-6890,-1503,12492,6905,0,0,1,2,0,2,2,2,-362,773,-8496,7,167,5
'2017-08-02 15:58:05.622,0,0,0,0,0,0,0,0,-25921,-4630,-4676,-2536,12335,6053,0,0,1,2,0,2,2,2,-367,830,-8424,-13,161,3
'2017-08-02 15:58:05.632,0,0,0,0,0,0,0,0,-28007,-5953,-4765,-3595,11440,4326,0,0,1,2,0,2,2,2,-391,834,-8591,-10,249,14
'2017-08-02 15:58:05.642,0,0,0,0,0,0,0,0,-27540,-6867,-6308,-3497,9924,2158,0,0,1,2,0,2,2,2,-371,857,-8531,43,405,29
'2017-08-02 15:58:05.652,0,0,0,0,0,0,0,0,-30556,-9073,-24114,6712,-1556,-444,0,0,1,2,0,2,2,2,-348,817,-8494,103,488,30
'2017-08-02 15:58:05.662,0,0,0,0,0,0,0,0,-9172,4403,8688,6276,-4671,-3449,0,0,2,2,0,2,2,2,-331,766,-8509,94,476,34
'2017-08-02 15:58:05.672,0,0,0,0,0,0,0,0,3459,1699,8164,18508,-8069,-5119,0,1,2,2,0,2,2,2,-335,781,-8489,96,481,19
'2017-08-02 15:58:05.682,0,0,0,1,0,0,0,1,4915,4530,-15879,12056,-13316,-4079,0,1,2,2,0,2,2,2,-311,792,-8493,80,464,10
'2017-08-02 15:58:05.692,0,0,0,2,0,0,0,2,7590,3598,-2392,8907,-13190,-366,0,1,2,2,0,2,2,2,-313,795,-8487,81,439,-3
'2017-08-02 15:58:05.702,0,0,0,2,0,0,0,2,-586,-95,-17670,2477,-17064,1674,0,1,2,2,0,2,2,1,-291,814,-8477,96,404,5
'2017-08-02 15:58:05.712,0,0,0,2,0,0,0,2,-3852,-2626,-25908,1667,-13119,1156,0,1,2,2,0,2,2,1,-260,802,-8430,105,357,2
'2017-08-02 15:58:05.722,0,0,0,2,0,0,0,2,-538,888,-11253,160,-5999,1182,0,1,2,2,0,2,2,1,-265,757,-8434,113,272,11
'2017-08-02 15:58:05.732,0,0,0,2,0,0,0,2,-741,-1179,-14852,-1536,-736,188,0,1,2,2,0,2,2,1,-256,791,-8423,116,203,19
'2017-08-02 15:58:05.742,0,0,0,2,0,0,0,2,-765,615,-11834,-1927,89,-621,0,1,2,2,0,2,2,1,-254,754,-8449,124,146,4
'2017-08-02 15:58:05.752,0,0,0,2,0,0,1,2,-364,586,-10192,-1943,968,-453,0,1,2,2,0,2,2,1,-255,750,-8466,116,96,-4
'2017-08-02 15:58:05.762,0,0,0,2,0,0,1,2,52,791,-9316,-1461,168,-79,0,1,2,2,0,2,2,1,-304,767,-8514,130,119,-23
'2017-08-02 15:58:05.772,0,0,0,2,0,0,1,2,602,537,-8693,-974,-190,194,0,1,2,2,0,2,2,1,-243,782,-8500,174,189,-17
'2017-08-02 15:58:05.782,0,0,0,2,0,0,1,2,688,423,-8403,-782,-344,148,0,1,2,2,0,2,2,1,-261,782,-8628,216,349,-15
'2017-08-02 15:58:05.792,0,0,0,2,0,0,1,2,596,498,-8359,-649,-267,66,0,1,2,2,0,2,2,1,-294,810,-8619,385,513,-6
'2017-08-02 15:58:05.802,0,0,0,2,0,0,1,2,471,718,-8442,-417,-45,88,0,1,2,2,0,2,2,1,-247,799,-8651,518,742,12
'2017-08-02 15:58:05.812,0,0,0,2,0,0,1,2,530,630,-8587,-48,240,142,0,1,2,2,0,2,2,1,-297,757,-8639,554,989,47
'2017-08-02 15:58:05.822,0,0,0,2,0,0,1,2,633,531,-8706,167,383,132,0,1,2,2,0,2,2,1,-199,703,-8662,588,1195,73
'2017-08-02 15:58:05.832,0,0,0,2,0,0,1,2,621,491,-8693,203,397,80,0,2,2,2,0,2,2,1,-153,634,-8579,534,1267,73
'2017-08-02 15:58:05.842,0,0,0,2,0,0,1,2,654,484,-8643,155,326,64,0,2,2,1,0,2,2,1,-135,615,-8613,430,1304,53
