__,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-02 15:20:27.282,0,0,0,0,0,0,0,0,-3042,2847,-7399,1321,-2210,-623,1,2,2,1,2,2,2,1,195,905,-8367,-292,-707,-51
'2017-08-02 15:20:27.292,0,0,0,0,0,0,0,0,-2852,2987,-7294,435,-2112,-1025,1,2,2,1,2,2,2,1,198,903,-8345,-292,-707,-51
'2017-08-02 15:20:27.302,0,0,0,0,0,0,0,0,-2766,2878,-7351,-475,-1869,-1437,1,2,2,1,2,2,2,1,230,874,-8337,-292,-707,-51
'2017-08-02 15:20:27.312,0,0,0,0,0,0,0,0,-2839,2405,-7413,-1185,-1573,-1818,1,2,2,1,2,2,2,1,181,859,-8342,-292,-707,-51
'2017-08-02 15:20:27.322,0,0,0,0,0,0,0,0,-2858,1912,-7432,-1496,-1361,-2138,1,2,2,1,2,2,2,1,203,819,-8408,244,25,34
'2017-08-02 15:20:27.332,0,0,0,0,0,0,0,0,-3024,1501,-7519,-1400,-1254,-2359,1,2,2,1,2,2,2,1,177,825,-8455,219,41,12
'2017-08-02 15:20:27.342,0,0,0,0,0,0,0,0,-3434,1399,-7775,-1127,-1258,-2480,1,2,2,1,2,2,2,1,232,926,-8413,245,74,19
'2017-08-02 15:20:27.352,0,0,0,0,0,0,0,0,-3746,1459,-7643,-862,-1332,-2544,1,2,2,1,2,2,2,1,207,874,-8421,283,83,37
'2017-08-02 15:20:27.362,0,0,0,0,0,0,0,0,-4441,1703,-7368,-757,-1467,-2584,1,2,2,1,2,2,2,1,233,815,-8428,274,79,40
'2017-08-02 15:20:27.372,0,0,0,0,0,0,0,0,-5412,1864,-7201,-793,-1674,-2572,2,2,2,1,2,2,2,1,224,816,-8445,193,72,33
'2017-08-02 15:20:27.382,0,0,0,0,0,0,0,0,-5833,1751,-6785,-1054,-2016,-2434,2,2,2,1,2,2,2,1,220,797,-8439,162,87,33
'2017-08-02 15:20:27.392,0,0,0,0,0,0,0,0,-6237,1589,-6710,-1336,-2660,-2133,2,2,2,1,2,2,2,1,213,849,-8411,115,84,32
'2017-08-02 15:20:27.402,0,0,0,0,0,0,0,0,-6454,1536,-6755,-1514,-3635,-1640,2,2,2,1,2,2,2,1,221,844,-8427,126,99,21
'2017-08-02 15:20:27.412,0,0,0,0,0,0,0,0,-2056,8539,-2508,-1122,-4437,-83,2,2,2,1,2,2,2,1,251,854,-8379,158,100,26
'2017-08-02 15:20:27.422,0,0,0,0,0,0,0,0,-10182,-12914,-17703,21446,9800,5988,2,2,2,1,2,2,2,1,249,814,-8415,153,109,32
'2017-08-02 15:20:27.432,0,0,0,0,0,0,0,0,1892,12067,-3035,9279,11387,5600,2,2,2,1,2,2,2,1,265,799,-8414,119,87,25
'2017-08-02 15:20:27.442,0,0,0,0,1,0,0,0,-1740,9646,-9036,-50,13526,72,2,2,2,1,2,2,2,1,240,782,-8393,81,84,21
'2017-08-02 15:20:27.452,0,1,0,0,1,0,0,0,-1199,-3747,-12673,87,14637,-774,2,2,2,1,2,2,2,1,257,773,-8395,41,69,20
'2017-08-02 15:20:27.462,1,1,0,0,1,0,0,0,3299,1662,-19488,6441,12381,1903,2,2,2,1,2,2,2,1,244,830,-8408,26,66,8
'2017-08-02 15:20:27.472,1,2,1,0,1,1,0,0,4015,6045,-14659,2136,10476,-809,2,2,2,1,2,2,2,1,257,838,-8387,37,60,10
'2017-08-02 15:20:27.482,1,2,1,0,2,1,1,0,-906,-1712,-12100,2750,8459,-1659,2,2,2,1,2,2,2,1,266,849,-8388,43,52,26
'2017-08-02 15:20:27.492,2,2,1,0,2,1,1,0,-1227,4967,-10107,5606,7067,-992,2,2,2,1,2,2,2,1,266,820,-8384,19,33,20
'2017-08-02 15:20:27.502,2,2,2,0,2,1,1,0,301,-4114,-19306,6022,6581,-2109,2,2,2,1,2,2,2,1,267,831,-8384,-22,15,18
'2017-08-02 15:20:27.512,2,2,2,0,2,1,1,0,82,-948,-9857,2971,3353,-498,2,2,2,1,2,2,2,1,253,811,-8409,-50,17,11
'2017-08-02 15:20:27.522,2,2,2,1,2,1,1,0,-1486,-324,-10175,1284,2234,-47,2,2,2,1,2,2,2,1,264,810,-8385,-77,-7,10
'2017-08-02 15:20:27.532,2,2,2,1,2,1,2,0,-59,147,-9717,551,1445,202,2,2,2,1,2,2,2,1,262,830,-8425,-83,-14,-9
'2017-08-02 15:20:27.542,2,2,2,1,2,1,2,0,-549,315,-9416,-138,593,361,2,2,2,1,2,2,2,1,279,872,-8387,-55,-23,-5
'2017-08-02 15:20:27.552,2,2,2,1,2,1,2,0,-616,678,-9222,-360,127,387,2,2,2,1,2,2,2,1,301,843,-8362,-24,-34,-1
'2017-08-02 15:20:27.562,2,2,2,1,2,1,2,0,-689,1004,-8787,-317,-143,310,2,2,2,1,2,2,2,1,256,815,-8439,-30,-52,0
'2017-08-02 15:20:27.572,2,2,2,1,2,1,2,1,-836,1353,-8482,104,-110,154,2,2,2,1,2,2,2,1,226,860,-8401,-21,-35,6
'2017-08-02 15:20:27.582,2,2,2,1,2,1,2,1,-872,1067,-8327,646,47,12,2,2,2,1,2,2,2,1,249,875,-8414,8,-11,11
'2017-08-02 15:20:27.592,2,2,2,1,2,1,2,1,-913,704,-8511,969,221,-13,2,2,2,1,2,2,2,1,255,836,-8430,41,-6,11
'2017-08-02 15:20:27.602,2,2,2,1,2,1,2,1,-656,912,-8700,1032,229,-8,2,2,2,1,2,2,2,1,263,853,-8429,69,18,20
'2017-08-02 15:20:27.612,2,2,2,1,2,1,2,1,-567,667,-8803,1206,133,-56,2,2,2,1,2,2,2,1,253,834,-8411,89,23,26
'2017-08-02 15:20:27.622,2,2,2,1,2,1,2,1,-776,315,-8785,1034,120,3,2,2,2,1,2,2,2,1,251,814,-8409,90,28,19
'2017-08-02 15:20:27.632,2,2,2,2,2,1,2,1,-820,361,-8656,667,213,83,2,2,2,1,2,2,2,1,266,814,-8449,57,45,17
'2017-08-02 15:20:27.642,2,2,2,2,2,1,2,1,-811,391,-8615,359,392,158,2,2,2,1,2,2,2,1,262,848,-8404,49,52,10
'2017-08-02 15:20:27.652,2,2,2,2,2,1,2,1,-770,440,-8679,79,559,181,2,2,2,1,2,2,2,1,244,854,-8429,72,64,7
'2017-08-02 15:20:27.662,2,2,2,2,2,1,2,1,-586,572,-8788,-156,591,172,2,2,2,1,2,2,2,1,303,857,-8404,120,72,14
'2017-08-02 15:20:27.672,2,2,2,2,2,1,2,1,-466,629,-8727,-248,549,106,2,2,2,1,2,2,2,1,310,845,-8422,165,61,34
'2017-08-02 15:20:27.682,2,2,2,2,2,1,2,1,-635,514,-8604,-327,549,84,2,2,2,1,2,2,2,1,280,825,-8389,166,36,32
'2017-08-02 15:20:27.692,2,2,2,2,2,1,1,2,-653,519,-8469,-464,640,103,2,2,2,1,2,2,2,1,299,799,-8415,148,16,20
'2017-08-02 15:20:27.702,2,2,2,2,2,1,1,2,-741,581,-8440,-536,834,134,2,2,2,1,2,2,2,1,288,775,-8416,119,4,23
'2017-08-02 15:20:27.712,2,2,2,2,2,1,1,2,-565,611,-8357,-633,1044,166,2,2,2,1,2,2,2,1,273,785,-8428,91,-14,8
'2017-08-02 15:20:27.722,2,2,2,2,2,1,2,2,-344,706,-8427,-660,1021,183,2,2,2,0,2,2,2,1,267,832,-8426,90,-12,11
'2017-08-02 15:20:27.732,2,2,2,2,2,1,2,2,-296,800,-8695,-585,779,145,2,2,2,0,2,2,2,1,301,813,-8418,100,-16,9
'2017-08-02 15:20:27.742,2,2,2,2,2,1,2,2,-298,838,-8762,-385,508,117,2,2,2,0,2,2,2,1,278,825,-8433,95,-23,19
'2017-08-02 15:20:27.752,2,2,2,2,2,1,2,2,-307,933,-8723,-32,223,59,2,2,2,0,2,2,2,1,306,814,-8420,82,-21,8
'2017-08-02 15:20:27.762,2,2,2,2,2,1,2,2,-414,853,-8708,295,21,6,2,2,2,0,2,2,2,1,278,802,-8406,52,-18,20
'2017-08-02 15:20:27.772,2,2,2,2,2,1,2,2,-531,754,-8508,508,-36,-16,2,2,2,0,2,2,2,0,316,780,-8419,23,-17,26
'2017-08-02 15:20:27.782,2,2,2,2,2,1,2,2,-543,624,-8571,614,-3,-43,2,2,2,0,2,2,2,0,300,742,-8486,-16,-5,7
'2017-08-02 15:20:27.792,2,2,2,2,2,1,2,2,-502,551,-8648,567,44,-2,2,2,2,0,2,2,2,0,275,839,-8451,-8,13,-6
'2017-08-02 15:20:27.802,2,2,2,2,2,1,2,2,-484,547,-8797,482,37,17,2,2,2,0,2,2,2,0,302,852,-8386,36,16,-2
'2017-08-02 15:20:27.812,2,2,2,2,2,1,1,2,-498,522,-8895,355,16,35,2,2,2,0,2,2,2,0,314,839,-8407,73,19,15
'2017-08-02 15:20:27.822,2,2,2,2,2,1,1,2,-510,583,-8767,245,34,23,2,2,2,0,2,2,2,0,319,809,-8352,98,1,24
'2017-08-02 15:20:27.832,2,2,2,2,1,1,1,2,-555,475,-8680,158,168,8,2,2,2,0,2,2,2,0,291,818,-8354,105,-23,24
'2017-08-02 15:20:27.842,2,2,2,2,1,1,1,2,-505,463,-8699,-17,335,43,2,2,2,0,2,2,2,0,290,809,-8407,111,-25,21
'2017-08-02 15:20:27.852,2,2,2,2,1,1,1,2,-415,584,-8533,-130,386,57,2,2,2,0,2,2,2,0,274,776,-8443,127,-16,25
'2017-08-02 15:20:27.862,2,2,2,2,1,1,1,2,-280,643,-8615,-168,287,32,2,2,2,0,2,2,2,0,258,829,-8409,139,10,23
'2017-08-02 15:20:27.872,2,2,2,2,1,1,1,2,100,721,-8298,-127,-187,0,2,2,2,0,2,2,2,0,293,783,-8430,181,14,32
'2017-08-02 15:20:27.882,2,2,2,2,1,1,1,2,108,856,-8931,82,-1092,-88,2,2,2,0,2,2,2,0,288,775,-8431,165,29,35
'2017-08-02 15:20:27.892,2,2,2,2,2,1,1,2,-472,717,-8789,220,-1485,-246,2,2,2,0,2,2,2,0,315,756,-8415,124,23,21
'2017-08-02 15:20:27.902,2,2,2,2,2,1,1,2,-451,583,-8472,260,-1575,-291,2,2,2,0,2,2,2,0,316,755,-8417,81,44,21
'2017-08-02 15:20:27.912,2,2,2,2,2,1,1,1,-783,419,-8413,203,-1429,-290,2,2,2,0,2,2,2,0,312,752,-8447,48,51,16
'2017-08-02 15:20:27.922,2,2,2,2,2,1,1,1,-760,324,-8449,13,-1138,-203,2,2,2,0,2,2,2,0,307,788,-8435,39,52,8
'2017-08-02 15:20:27.932,2,2,2,2,2,1,1,1,-728,384,-8375,-275,-845,-126,2,2,2,0,2,2,2,0,328,779,-8438,52,51,13
'2017-08-02 15:20:27.942,2,2,2,1,2,1,1,1,-969,431,-8415,-391,-426,-78,2,2,2,0,2,2,2,0,339,833,-8396,53,43,14
