__,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-02 17:32:00.618,2,2,2,0,2,2,1,0,-1986,568,-10375,-170,-6425,-885,1,2,1,2,1,1,1,1,768,189,-8455,-459,-350,50
'2017-08-02 17:32:00.628,2,2,2,0,2,2,1,0,-2221,1265,-10400,-438,-7521,-943,1,2,1,2,1,1,1,1,785,147,-8482,-459,-350,50
'2017-08-02 17:32:00.638,2,2,2,0,2,2,0,0,-2284,1610,-10513,-616,-8504,-1131,1,2,1,2,1,1,1,1,797,142,-8463,-459,-350,50
'2017-08-02 17:32:00.648,2,2,1,0,2,1,0,0,-2111,925,-11233,-576,-9678,-1376,1,2,1,2,1,1,1,1,798,147,-8437,-459,-350,50
'2017-08-02 17:32:00.658,2,2,1,0,2,1,0,0,-2157,1408,-11594,-88,-10762,-1433,1,2,1,2,1,1,1,1,776,166,-8469,-192,-109,-29
'2017-08-02 17:32:00.668,2,2,1,0,2,1,0,0,-2407,1428,-12523,-355,-12204,-1706,1,2,1,2,1,1,1,1,791,197,-8447,-218,-114,-28
'2017-08-02 17:32:00.678,2,2,1,0,2,1,0,0,-2190,1882,-12805,-224,-13978,-1971,1,2,1,2,1,1,1,1,756,197,-8480,-196,-119,-28
'2017-08-02 17:32:00.688,2,2,1,0,2,1,0,0,-2293,2247,-14399,338,-16055,-2416,1,2,1,2,1,1,1,1,782,204,-8425,-162,-126,-19
'2017-08-02 17:32:00.698,2,2,1,0,2,1,0,0,-1830,2183,-14665,301,-18319,-3036,1,2,1,2,1,1,1,1,789,206,-8459,-137,-153,-11
'2017-08-02 17:32:00.708,2,2,1,0,2,1,0,0,-1582,2323,-17271,1094,-19727,-3300,1,2,1,2,1,1,1,1,765,190,-8442,-126,-171,-12
'2017-08-02 17:32:00.718,2,2,1,0,2,1,0,0,-3117,2222,-19911,433,-22573,-3674,1,2,1,2,1,1,1,1,767,189,-8481,-108,-167,-9
'2017-08-02 17:32:00.728,2,2,1,0,2,1,0,0,-3455,3746,-24890,-982,-25559,-3920,1,2,1,2,1,1,1,1,777,174,-8440,-106,-202,-6
'2017-08-02 17:32:00.738,2,2,1,0,2,1,0,0,-5796,2809,-25009,-2167,-28004,-4317,1,2,1,2,1,1,1,1,790,191,-8450,-128,-228,-22
