__,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-02 17:37:42.572,0,0,0,0,0,0,0,0,-32751,-8169,-12732,13532,-2255,-3924,2,1,1,2,1,1,2,2,-295,1481,-8359,59,145,38
'2017-08-02 17:37:42.582,0,0,0,0,0,0,0,0,-32743,-9044,-14561,15107,-8201,-6131,2,1,1,2,1,1,2,2,-268,1370,-8398,59,145,38
'2017-08-02 17:37:42.592,0,0,0,0,0,0,0,0,-32767,-15300,-13184,15708,-10138,-8378,2,1,1,2,1,1,1,2,-340,1293,-8379,59,145,38
'2017-08-02 17:37:42.602,0,0,0,1,0,0,0,0,-15450,-15075,-13858,6939,-1511,-6895,2,1,1,2,1,1,1,2,-279,1368,-8330,59,145,38
'2017-08-02 17:37:42.612,0,0,0,1,0,0,0,0,-5317,-1765,-10275,426,5979,2268,2,1,1,2,1,1,1,2,-482,1221,-8399,908,460,8
'2017-08-02 17:37:42.622,0,0,0,1,0,0,0,1,5084,-1439,-7013,-1747,5664,-182,2,1,1,2,1,1,1,2,-260,1389,-8431,890,503,70
'2017-08-02 17:37:42.632,0,0,0,2,0,0,0,2,13721,2769,-4487,-2148,2924,-2815,2,1,1,2,1,1,1,2,-249,1340,-8436,824,537,70
'2017-08-02 17:37:42.642,0,0,0,2,0,0,0,2,1617,6407,-5664,-1285,-503,-1685,2,1,1,2,1,1,1,2,-221,1236,-8418,688,540,86
'2017-08-02 17:37:42.652,0,1,0,2,0,0,1,2,-3769,4670,-10387,1185,-418,944,2,1,1,2,1,1,1,2,-237,1370,-8306,652,519,84
'2017-08-02 17:37:42.662,0,1,0,2,0,0,1,2,661,-2371,-9545,4702,-383,-328,2,1,1,2,1,1,1,2,-218,1352,-8257,709,452,92
