시간,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-03 11:25:05.814,0,0,0,2,0,0,1,2,1118,91,-8479,180,-1677,-130,1,1,1,2,0,0,0,1,-64,619,-7948,-4,58,99
'2017-08-03 11:25:05.824,0,0,0,2,0,0,1,2,1142,45,-8542,241,-1882,-152,1,1,1,2,0,0,0,1,-75,568,-7976,-4,58,99
'2017-08-03 11:25:05.834,0,0,0,2,0,0,1,2,1063,32,-8656,205,-2155,-167,1,1,1,2,0,0,0,1,-86,582,-7956,-4,58,99
'2017-08-03 11:25:05.844,0,0,1,2,0,0,1,2,944,107,-8787,149,-2418,-184,1,1,1,2,0,0,0,1,-64,605,-7963,-4,58,99
'2017-08-03 11:25:05.854,0,0,1,2,0,0,1,2,986,82,-8835,96,-2691,-181,1,1,1,2,0,0,0,1,-74,592,-7957,-1,5,90
'2017-08-03 11:25:05.864,0,1,1,2,0,1,1,2,1027,100,-8843,71,-2849,-177,1,1,1,2,0,0,0,1,-86,620,-7970,-8,-11,90
'2017-08-03 11:25:05.874,1,1,1,2,0,1,1,2,951,177,-8889,26,-3207,-206,1,1,1,2,0,0,0,1,-69,610,-7956,-5,-24,95
'2017-08-03 11:25:05.884,1,1,1,2,0,1,1,2,866,60,-8879,-106,-3533,-268,1,1,1,2,0,0,0,1,-78,597,-7956,-11,-36,89
'2017-08-03 11:25:05.894,1,2,2,2,0,1,1,1,834,231,-8971,-190,-3737,-336,1,1,1,2,0,0,0,1,-68,617,-7980,-19,-64,91
'2017-08-03 11:25:05.904,1,2,2,1,0,1,1,1,826,207,-9096,-278,-3920,-453,1,1,1,2,0,0,0,1,-76,634,-7959,-14,-67,79
'2017-08-03 11:25:05.914,1,2,2,1,1,2,1,0,579,414,-9220,-402,-4126,-629,1,1,1,2,0,0,0,1,-78,609,-7964,-35,-107,83
'2017-08-03 11:25:05.924,2,2,2,1,1,2,1,0,688,-28,-9398,-715,-4190,-622,1,1,1,2,0,0,0,1,-72,594,-7985,-49,-126,77
'2017-08-03 11:25:05.934,2,2,2,0,1,2,1,0,602,576,-9664,-890,-4443,-725,1,1,1,2,0,0,0,1,-94,589,-7947,-46,-181,71
'2017-08-03 11:25:05.944,2,2,2,0,1,2,1,0,423,1054,-10029,-1113,-4801,-1287,1,1,1,2,0,0,0,1,-88,598,-7947,-51,-241,62
'2017-08-03 11:25:05.954,2,2,2,0,1,2,1,0,333,1593,-13008,-1895,-6711,-1462,1,1,1,2,0,0,0,1,-132,615,-7954,-48,-283,59
'2017-08-03 11:25:05.964,2,2,2,0,1,2,1,0,465,-1113,-11070,-112,-8051,-1026,1,1,1,2,0,0,0,1,-114,639,-7955,-55,-298,54
'2017-08-03 11:25:05.974,2,2,2,0,1,2,1,0,187,946,-11180,-293,-9305,-1286,1,1,1,2,0,0,0,2,-136,629,-7997,-56,-294,57
'2017-08-03 11:25:05.984,2,2,2,0,1,2,0,0,-615,-353,-12982,-13,-10825,-1130,1,1,1,2,0,0,0,2,-141,619,-7974,-42,-290,63
'2017-08-03 11:25:05.994,2,2,2,0,1,2,0,0,521,117,-11576,-650,-12748,-676,0,1,1,2,0,0,0,2,-146,655,-7998,-32,-247,62
'2017-08-03 11:25:06.004,2,2,2,0,1,2,0,0,613,1164,-12731,-823,-13773,-647,0,1,1,2,0,0,0,2,-154,643,-8022,-25,-215,69
'2017-08-03 11:25:06.014,2,2,2,0,2,2,0,0,466,1389,-12400,-1541,-15047,-1205,0,1,1,2,0,0,0,2,-152,620,-8019,-25,-183,61
'2017-08-03 11:25:06.024,2,2,2,0,2,2,0,0,-29,-171,-12642,-1446,-16701,-1453,0,1,1,2,0,0,0,2,-174,638,-7963,-32,-173,67
'2017-08-03 11:25:06.034,2,2,2,0,1,2,0,0,-37,1622,-13489,-100,-18968,-1517,0,1,1,2,0,0,0,2,-159,655,-7996,-28,-153,72
'2017-08-03 11:25:06.044,2,2,2,0,1,2,0,0,-1099,2240,-15018,1646,-21399,-1942,0,1,1,2,0,0,0,2,-145,648,-7971,-33,-137,77
'2017-08-03 11:25:06.054,2,2,2,0,1,2,0,0,244,2107,-15041,2487,-24167,-2570,0,1,1,2,0,0,0,2,-166,612,-7994,-33,-117,76
'2017-08-03 11:25:06.064,2,2,2,0,1,2,0,0,390,3457,-16677,3581,-26355,-3002,0,1,1,2,0,0,0,2,-170,627,-8015,-26,-102,87
'2017-08-03 11:25:06.074,2,2,2,0,1,2,0,0,-1387,3006,-23472,4085,-28456,-3464,0,0,1,2,0,0,0,2,-186,637,-7973,-35,-90,81
'2017-08-03 11:25:06.084,2,2,2,0,1,1,0,0,-623,2605,-21137,4495,-30808,-4092,0,0,1,2,0,0,0,2,-179,647,-7958,-17,-87,82
'2017-08-03 11:25:06.094,2,2,2,0,0,1,0,0,-7905,-43,-30849,3966,-32768,-4238,0,0,1,2,0,0,0,2,-185,631,-7978,-18,-85,91
'2017-08-03 11:25:06.104,2,1,2,0,0,1,0,0,-7529,2463,-31645,1605,-32759,-3882,0,0,1,2,0,0,0,2,-179,650,-7966,-27,-58,72
'2017-08-03 11:25:06.114,2,1,1,0,0,1,0,0,3688,2920,-29665,1780,-32768,-4507,0,0,1,2,0,0,0,2,-197,624,-7999,-26,-57,86
'2017-08-03 11:25:06.124,2,1,1,0,0,1,0,0,-3461,1434,-31388,1246,-32768,-4292,0,0,1,2,0,0,0,2,-184,614,-7955,-32,-38,82
'2017-08-03 11:25:06.134,1,1,1,0,0,0,0,0,894,3077,-26419,4268,-32768,-4587,0,0,1,2,0,0,0,2,-196,622,-7981,-33,-39,87
'2017-08-03 11:25:06.144,1,0,0,0,0,0,0,0,12489,8255,-25580,3792,-32648,-4833,0,0,1,2,0,0,0,2,-208,645,-7973,-34,-26,87
'2017-08-03 11:25:06.154,0,0,0,0,0,0,0,0,14661,8802,-14657,4253,-28236,-5388,0,0,1,2,0,0,0,2,-172,645,-7990,-30,-32,82
'2017-08-03 11:25:06.164,0,0,0,0,0,0,0,0,12657,3521,-5229,6404,-18699,-5670,0,0,1,2,0,0,0,2,-191,630,-7964,-20,-30,84
'2017-08-03 11:25:06.174,0,0,0,0,0,0,0,0,18243,7587,-16588,3179,-5127,-4436,0,0,1,2,0,0,0,2,-206,639,-7995,-21,10,88
'2017-08-03 11:25:06.184,0,0,0,0,0,0,0,0,24135,1336,-10042,5561,10180,-864,0,0,1,2,0,0,0,2,-185,641,-7998,-21,14,92
'2017-08-03 11:25:06.194,0,0,0,0,0,0,0,0,18688,3742,-11194,7059,18606,865,0,0,1,2,0,0,0,2,-204,641,-7973,-33,14,84
'2017-08-03 11:25:06.204,0,0,0,0,0,0,0,0,12216,3037,-11667,7852,20112,1334,0,0,1,2,0,0,0,2,-215,624,-7963,-35,24,90
'2017-08-03 11:25:06.214,0,0,0,0,0,0,0,0,11051,6098,-8737,6642,20379,1120,0,0,1,2,0,0,0,2,-210,645,-7947,-22,16,88
'2017-08-03 11:25:06.224,0,0,0,0,0,0,0,0,9226,6593,-5274,3906,19552,232,0,0,1,2,0,0,0,2,-206,652,-7981,-21,8,86
'2017-08-03 11:25:06.234,0,0,0,0,0,0,0,0,8030,6952,-6535,141,18831,-1080,0,0,1,2,0,0,0,2,-185,630,-7977,-14,29,92
'2017-08-03 11:25:06.244,0,0,0,0,0,0,0,0,7611,5078,-7162,-3435,18616,-2413,0,0,1,2,0,0,0,2,-197,642,-7943,-12,39,88
'2017-08-03 11:25:06.254,0,0,0,0,0,0,0,0,7676,2711,-7563,-5025,19180,-3259,0,0,0,2,0,0,0,2,-149,627,-7944,-17,-12,86
'2017-08-03 11:25:06.264,0,0,0,0,0,0,0,0,7173,1206,-8857,-5071,20273,-3378,0,0,0,2,0,0,0,2,-179,646,-7968,-54,-125,72
'2017-08-03 11:25:06.274,0,0,0,0,0,0,0,0,6857,499,-9354,-4527,21725,-2956,0,0,0,2,0,0,0,2,-199,655,-8001,-68,-139,80
'2017-08-03 11:25:06.284,0,0,0,0,0,0,0,0,6361,907,-10150,-4211,23249,-2460,0,0,0,2,0,0,0,2,-183,623,-8010,-110,-142,83
'2017-08-03 11:25:06.294,0,0,0,0,0,0,0,0,5670,1545,-10824,-4774,24448,-2171,0,0,0,2,0,0,0,2,-187,631,-8026,-173,-125,77
