시간,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-02 13:29:23.778,1,0,0,2,0,0,0,2,-281,550,-8536,9888,29254,17026,2,0,0,0,0,0,0,0,1371,53,-7530,-719,1380,-100
'2017-08-02 13:29:23.778,1,0,0,2,0,0,0,2,-165,634,-8566,9888,29254,17026,2,0,0,0,0,0,0,0,1305,147,-7917,-906,1233,-66
'2017-08-02 13:29:23.788,1,0,0,2,0,0,0,2,-186,686,-8708,9888,29254,17026,2,0,0,0,0,0,0,0,1308,-159,-8133,-899,1061,-53
'2017-08-02 13:29:23.798,1,0,0,2,0,0,0,2,-326,659,-8741,9888,29254,17026,2,0,0,0,0,0,0,0,1372,-119,-7951,-611,884,-169
'2017-08-02 13:29:23.808,1,0,0,2,0,0,0,2,-396,554,-8639,9888,29254,17026,2,0,0,0,0,0,0,0,1490,190,-7676,-484,647,-218
'2017-08-02 13:29:23.818,1,0,0,2,0,0,0,2,-296,505,-8503,224,-1083,-161,2,0,0,0,0,0,0,0,1527,270,-7323,-495,367,-188
'2017-08-02 13:29:23.828,1,0,0,2,0,0,0,2,-263,634,-8760,202,-1334,-182,2,0,0,0,0,0,0,0,1525,605,-7238,-763,174,-86
'2017-08-02 13:29:23.838,1,0,0,2,0,0,1,2,-281,709,-8903,291,-1450,-247,2,0,0,0,0,0,0,0,1468,620,-7451,-1029,-65,106
'2017-08-02 13:29:23.848,2,1,1,2,0,0,1,2,-341,692,-8915,483,-1438,-286,2,0,0,0,0,0,0,0,1410,-44,-7791,-1055,-330,160
'2017-08-02 13:29:23.858,2,1,1,2,0,0,1,2,-510,635,-8846,664,-1342,-298,2,0,0,0,0,0,0,0,1460,-1,-7800,-748,-560,62
'2017-08-02 13:29:23.868,2,1,1,2,0,0,1,2,-639,553,-8789,799,-1195,-309,2,0,0,0,0,0,0,0,1407,247,-7752,-598,-855,-5
'2017-08-02 13:29:23.878,2,1,1,2,0,0,0,1,-606,397,-8676,799,-1023,-295,2,1,0,0,0,0,0,0,1276,82,-8060,-288,-1228,-9
'2017-08-02 13:29:23.888,2,1,1,2,0,1,0,1,-603,438,-8645,727,-910,-251,2,1,0,0,0,0,0,0,1271,325,-8213,35,-1461,-21
'2017-08-02 13:29:23.898,2,1,1,1,0,1,0,1,-638,320,-8599,678,-814,-221,2,1,0,0,0,0,0,0,1343,346,-7921,104,-1693,34
'2017-08-02 13:29:23.908,2,2,1,1,0,1,0,1,-685,259,-8530,520,-731,-164,2,1,0,0,0,0,0,0,1313,68,-7855,78,-1995,54
'2017-08-02 13:29:23.918,2,2,1,1,0,1,0,1,-620,301,-8550,341,-642,-114,2,1,0,0,0,0,0,0,1124,186,-8222,-7,-2250,31
'2017-08-02 13:29:23.928,2,2,1,1,0,1,0,1,-620,403,-8602,258,-586,-103,2,1,0,0,0,0,0,0,1057,307,-8209,61,-2367,29
'2017-08-02 13:29:23.938,2,2,1,1,0,1,0,1,-639,356,-8602,227,-539,-121,2,1,0,0,0,0,0,0,1039,350,-8123,153,-2497,66
'2017-08-02 13:29:23.948,2,2,1,1,0,1,0,1,-681,317,-8566,178,-484,-99,2,1,0,0,0,0,0,0,965,248,-8459,102,-2617,142
'2017-08-02 13:29:23.958,2,2,2,1,0,1,0,0,-693,370,-8586,131,-445,-70,2,1,0,0,0,0,0,0,861,147,-8499,29,-2638,165
'2017-08-02 13:29:23.968,2,2,2,1,0,1,0,0,-681,415,-8528,141,-389,-85,2,1,0,0,1,0,0,0,892,-7,-8455,-136,-2745,180
'2017-08-02 13:29:23.978,2,2,2,1,0,1,0,0,-706,347,-8591,132,-353,-69,2,1,0,0,1,0,0,0,799,288,-8653,64,-2978,179
'2017-08-02 13:29:23.988,2,2,2,1,1,1,0,0,-682,350,-8599,111,-343,-70,2,1,0,0,1,0,0,0,582,-706,-9821,541,-3662,243
'2017-08-02 13:29:23.998,2,2,2,1,1,1,0,0,-635,352,-8676,108,-342,-70,2,1,0,0,1,1,0,0,157,1555,-9161,588,-2409,-356
'2017-08-02 13:29:24.008,2,2,2,1,1,1,0,0,-587,417,-8644,163,-387,-74,2,1,0,0,1,1,0,0,590,291,-9097,920,-2543,-276
'2017-08-02 13:29:24.018,2,2,2,1,1,1,0,0,-668,423,-8685,220,-427,-100,2,1,0,0,1,1,0,0,501,148,-8680,650,-2792,-275
'2017-08-02 13:29:24.028,2,2,2,0,1,1,0,0,-696,384,-8678,258,-441,-121,2,1,0,0,1,1,1,0,457,222,-8802,2,-2912,-332
'2017-08-02 13:29:24.038,2,2,2,0,1,1,0,0,-730,314,-8641,230,-443,-118,2,1,0,0,1,1,1,0,344,111,-8918,-445,-2822,-316
'2017-08-02 13:29:24.048,2,2,2,0,1,1,0,0,-757,197,-8585,185,-430,-86,2,1,0,0,1,1,1,0,157,393,-9179,-640,-2471,-255
'2017-08-02 13:29:24.058,2,2,2,0,1,1,0,0,-779,128,-8605,87,-409,-24,2,1,0,0,1,1,1,0,111,313,-9317,-608,-1921,-195
'2017-08-02 13:29:24.068,2,2,2,0,1,1,0,0,-802,143,-8595,-41,-380,65,2,1,0,1,1,1,1,0,82,326,-9345,-529,-1331,-117
'2017-08-02 13:29:24.078,2,2,2,0,1,1,0,0,-792,235,-8513,-93,-371,138,2,1,0,1,1,1,1,0,89,223,-9330,-441,-825,-45
'2017-08-02 13:29:24.088,2,2,2,0,1,1,0,0,-777,267,-8563,-38,-354,161,2,0,0,1,1,1,1,0,87,246,-9325,-426,-370,19
'2017-08-02 13:29:24.098,2,2,2,0,1,1,0,0,-715,396,-8630,-5,-367,133,1,0,0,1,0,1,1,0,108,264,-9248,-430,78,74
'2017-08-02 13:29:24.108,2,2,2,0,1,1,0,0,-669,428,-8714,135,-475,95,1,0,0,1,0,1,1,0,155,324,-9266,-438,512,127
'2017-08-02 13:29:24.118,2,2,2,0,1,1,0,0,-685,377,-8826,275,-630,34,1,0,0,0,0,1,1,0,107,515,-9303,-380,1035,196
'2017-08-02 13:29:24.128,2,2,2,0,1,1,0,0,-718,186,-9029,303,-857,61,1,0,0,0,0,1,1,0,107,622,-9362,-275,1803,256
'2017-08-02 13:29:24.138,2,2,2,0,1,1,0,0,-741,141,-8780,-4,-1133,29,1,0,0,0,0,0,0,0,188,685,-9481,-196,2698,314
'2017-08-02 13:29:24.148,2,2,2,0,1,1,0,0,-806,274,-8630,37,-1307,93,1,0,0,0,0,0,0,0,308,1192,-9450,-492,3668,413
'2017-08-02 13:29:24.158,2,2,2,0,1,1,0,0,-895,105,-8542,-54,-1348,104,1,0,0,0,0,0,0,0,-841,3451,-14760,-979,4886,761
