½Ã°£,¼¾¼­1,¼¾¼­2,¼¾¼­3,¼¾¼­4,¼¾¼­5,¼¾¼­6,¼¾¼­7,¼¾¼­8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,¼¾¼­1,¼¾¼­2,¼¾¼­3,¼¾¼­4,¼¾¼­5,¼¾¼­6,¼¾¼­7,¼¾¼­8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-07-31 17:40:21.308,0,0,0,2,0,0,1,2,-106,390,-8471,1112,-1308,404,0,0,0,0,0,0,0,0,9995,-1847,-20326,-18622,-18007,-1564
'2017-07-31 17:40:21.318,0,0,0,2,0,0,1,2,-515,196,-8775,1283,-1000,238,0,0,0,0,0,0,0,0,11820,-6191,-19889,-18417,-20144,-3386
'2017-07-31 17:40:21.328,0,0,0,2,0,0,1,2,-511,25,-8954,1238,-708,153,0,0,0,0,0,0,0,0,16926,-9505,-17880,-15464,-19999,-5728
'2017-07-31 17:40:21.338,0,0,0,2,0,0,1,2,-260,-20,-8926,1038,-577,144,0,0,0,0,0,0,0,0,21470,-10276,-14725,-10857,-17314,-8126
'2017-07-31 17:40:21.348,0,0,0,2,0,0,1,2,-326,-70,-8897,841,-442,68,0,0,0,0,0,0,0,0,24788,-8275,-12069,-5650,-12826,-9518
'2017-07-31 17:40:21.358,0,0,0,2,0,0,1,2,-265,-57,-8903,685,-305,36,0,0,0,0,0,0,0,0,28928,-4530,-9487,-2147,-7725,-9049
'2017-07-31 17:40:21.368,0,0,0,2,0,0,1,2,-141,-86,-8847,476,-197,16,0,0,0,0,0,0,0,0,30103,-949,-7271,-1789,-3633,-6850
'2017-07-31 17:40:21.378,0,0,0,2,0,0,1,2,-148,-33,-8891,271,-157,11,0,0,0,0,0,0,0,0,29129,-471,-5782,-4271,-1680,-3785
'2017-07-31 17:40:21.388,0,0,0,2,0,0,1,2,-127,-87,-8890,81,-106,11,0,0,0,0,0,0,0,0,28121,-3216,-6266,-7180,-604,-1012
'2017-07-31 17:40:21.398,0,0,0,2,0,0,1,2,-145,-167,-8870,-172,-64,-3,0,0,0,0,0,0,0,0,27048,-6368,-8868,-7753,1553,759
'2017-07-31 17:40:21.408,0,0,0,2,0,0,1,2,-100,-92,-8797,-426,-32,10,0,0,0,0,0,0,0,0,24843,-8797,-10914,-6301,5032,1286
'2017-07-31 17:40:21.418,0,0,0,2,0,0,1,2,-61,-74,-8699,-614,-28,-11,0,0,0,0,0,0,0,0,23204,-9033,-11237,-3346,8269,842
'2017-07-31 17:40:21.428,0,0,0,2,0,0,1,2,-106,15,-8691,-782,-24,-28,0,0,0,0,0,0,0,0,-20953,-8169,-32462,11271,13303,495
'2017-07-31 17:40:21.438,0,0,0,2,0,0,1,2,-124,113,-8614,-845,-2,-40,0,0,0,1,0,0,0,1,-7477,5413,17274,9179,5254,-4983
'2017-07-31 17:40:21.448,0,0,0,2,0,0,1,2,-143,207,-8508,-797,25,-90,0,0,0,2,0,0,0,2,-4606,8046,-9578,15596,11859,-2409
'2017-07-31 17:40:21.458,0,0,0,2,0,0,1,2,-136,255,-8543,-638,71,-148,0,0,0,2,0,0,0,2,-7543,-3826,-7585,21008,18422,370
'2017-07-31 17:40:21.468,0,0,0,2,0,0,1,2,-84,289,-8543,-454,95,-188,0,0,0,2,0,0,0,2,7224,-3133,-15419,28579,25558,3941
'2017-07-31 17:40:21.478,0,0,0,2,0,0,1,2,-6,329,-8517,-211,-3,-221,0,0,0,2,0,0,0,2,9723,-8303,-26409,21011,20714,3016
'2017-07-31 17:40:21.488,0,0,0,2,0,0,1,2,16,311,-8532,45,-163,-242,0,0,0,2,0,0,0,2,4896,-1397,-20091,13238,18436,-794
'2017-07-31 17:40:21.498,0,0,0,2,0,0,1,2,8,266,-8654,293,-449,-272,0,0,0,2,0,0,0,2,1141,-723,-17020,8738,18004,-3188
'2017-07-31 17:40:21.508,0,0,0,2,0,0,1,2,63,338,-8592,538,-742,-233,0,0,0,2,0,0,1,2,2703,-1534,-13245,5312,14544,-4012
'2017-07-31 17:40:21.518,0,0,0,2,1,0,1,2,-151,123,-8606,783,-853,-264,0,0,0,2,0,0,1,2,4773,1706,-10690,3728,9252,-3019
'2017-07-31 17:40:21.528,0,0,0,2,1,0,1,2,-289,-54,-8704,767,-771,-262,0,0,0,2,0,0,1,2,2766,1008,-9237,3740,5587,-1788
'2017-07-31 17:40:21.538,0,0,0,2,1,1,1,2,-201,9,-8720,596,-688,-234,0,0,0,2,0,0,1,2,1274,-211,-9000,3174,3176,-583
'2017-07-31 17:40:21.548,0,0,0,2,1,1,1,2,-191,74,-8735,531,-658,-238,0,0,0,2,1,0,1,2,1686,213,-8710,1733,1910,-398
'2017-07-31 17:40:21.558,0,0,0,2,1,1,1,2,-176,18,-8808,464,-632,-249,0,0,0,2,1,0,1,2,844,379,-8884,857,1021,-334
'2017-07-31 17:40:21.568,0,0,0,2,1,1,1,2,-237,37,-8772,412,-644,-240,0,0,0,2,1,0,1,2,668,557,-8572,186,692,-154
'2017-07-31 17:40:21.578,0,0,0,2,1,1,2,2,-229,109,-8846,428,-715,-246,0,0,0,2,1,0,1,2,585,658,-8335,-166,469,-63
'2017-07-31 17:40:21.588,0,0,0,2,1,1,2,2,-255,-39,-8855,471,-803,-219,0,0,0,2,1,0,1,2,570,746,-8175,-360,274,-5
'2017-07-31 17:40:21.598,0,0,0,2,1,1,2,2,-254,105,-8706,481,-824,-219,0,0,0,2,1,0,1,2,582,855,-8236,-393,177,28
'2017-07-31 17:40:21.608,0,0,0,2,2,1,2,2,-310,187,-8645,639,-861,-250,0,0,0,2,1,0,1,2,449,963,-8285,-242,175,73
'2017-07-31 17:40:21.618,0,0,0,2,2,1,2,2,-244,237,-8559,904,-867,-277,0,0,0,2,1,0,1,2,402,752,-8450,-163,309,168
'2017-07-31 17:40:21.628,1,1,0,2,2,1,2,2,-242,234,-8592,1241,-875,-319,0,0,0,2,1,0,1,2,350,672,-8375,-219,516,200
'2017-07-31 17:40:21.638,1,1,0,2,2,1,2,2,-301,94,-8757,1566,-921,-338,0,0,0,2,1,0,1,2,428,601,-8292,-334,577,229
'2017-07-31 17:40:21.648,1,1,0,2,2,1,2,1,-211,79,-8926,1811,-978,-328,0,0,0,2,1,0,1,2,448,559,-8207,-517,518,216
'2017-07-31 17:40:21.658,1,2,0,2,2,1,2,1,-231,47,-9087,2118,-1130,-359,0,1,0,2,1,0,1,2,488,785,-8108,-603,427,199
'2017-07-31 17:40:21.668,2,2,0,1,2,1,1,1,-180,-20,-9206,2370,-1318,-382,0,1,0,2,1,0,1,2,489,909,-7962,-531,344,267
'2017-07-31 17:40:21.678,2,2,0,1,2,1,1,1,-254,-125,-9466,2606,-1530,-426,0,1,0,2,1,0,1,2,512,844,-7872,-377,225,317
'2017-07-31 17:40:21.688,2,2,1,1,2,1,1,0,-275,-57,-9513,2780,-1822,-451,0,1,0,2,1,0,1,2,536,764,-7868,-251,150,359
'2017-07-31 17:40:21.698,2,2,1,0,2,1,1,0,-418,-97,-9721,2683,-1879,-524,0,1,0,2,1,0,1,2,538,688,-7895,-226,91,352
'2017-07-31 17:40:21.708,2,2,0,0,2,1,0,0,-568,449,-10300,2166,-2368,-686,0,1,0,2,1,0,1,2,508,701,-7943,-214,61,328
'2017-07-31 17:40:21.718,2,2,0,0,2,1,0,0,-579,173,-11600,2285,-3575,-861,0,1,0,2,1,0,1,2,477,791,-7909,-107,78,293
'2017-07-31 17:40:21.728,2,2,0,0,2,1,0,0,38,-971,-16289,2644,-5554,-280,0,1,0,2,1,0,1,2,466,840,-7869,96,162,283
'2017-07-31 17:40:21.738,2,2,0,0,2,1,0,0,-40,-1437,-12080,1124,-7583,-358,0,1,0,2,1,0,1,2,492,829,-7870,360,185,285
'2017-07-31 17:40:21.748,2,2,0,0,2,1,0,0,-473,429,-14363,-49,-8531,-192,0,1,0,2,1,0,1,1,513,798,-7887,477,202,282
'2017-07-31 17:40:21.758,2,2,0,0,2,0,0,0,119,-358,-14486,761,-10319,-638,0,1,0,2,1,0,1,1,501,740,-7966,645,226,270
'2017-07-31 17:40:21.768,2,2,0,0,2,0,0,0,384,-128,-14121,232,-12244,-803,0,1,0,2,1,0,1,1,455,695,-7980,743,289,272
'2017-07-31 17:40:21.778,2,2,0,0,2,0,0,0,206,-488,-15031,21,-13672,-770,0,1,0,2,1,0,1,1,445,687,-8098,809,378,285
'2017-07-31 17:40:21.788,2,2,0,0,2,0,0,0,431,351,-14702,-278,-15838,-874,0,1,0,2,1,0,1,1,518,644,-8086,854,449,308
'2017-07-31 17:40:21.798,2,2,0,0,2,0,0,0,-725,1415,-14853,327,-18148,-1138,0,1,0,2,1,0,1,1,512,600,-8088,907,464,303
'2017-07-31 17:40:21.808,2,2,0,0,2,0,0,0,821,374,-16637,848,-20384,-1656,0,1,0,2,1,0,1,1,520,577,-8146,960,552,287
'2017-07-31 17:40:21.818,2,2,0,0,2,0,0,0,344,-295,-16481,2231,-22441,-1697,1,1,0,2,1,0,1,1,555,552,-8152,979,635,260
'2017-07-31 17:40:21.828,2,2,0,0,2,0,0,0,-115,3264,-17334,3107,-24623,-1898,1,1,0,2,1,0,1,1,531,571,-8181,968,696,263
'2017-07-31 17:40:21.838,2,2,0,0,2,0,0,0,1241,5512,-16827,3509,-26504,-3125,1,1,0,2,1,0,1,1,581,551,-8300,981,778,281
'2017-07-31 17:40:21.848,2,2,0,0,2,0,0,0,288,6985,-16912,3842,-29294,-4828,1,2,0,2,1,0,1,1,599,517,-8252,1011,798,306
'2017-07-31 17:40:21.858,2,2,0,0,1,0,0,0,-1038,8495,-22649,1530,-31721,-6810,1,2,0,2,2,0,1,1,593,429,-8203,986,824,308
'2017-07-31 17:40:21.868,2,2,0,0,1,0,0,0,-10068,5337,-25488,-5371,-32605,-8832,1,2,0,1,2,0,1,1,540,420,-8244,920,938,299
'2017-07-31 17:40:21.878,1,2,0,0,1,0,0,0,-5490,7502,-28615,-9081,-31143,-9681,1,2,0,1,2,0,1,1,540,429,-8304,847,1078,301
'2017-07-31 17:40:21.888,1,2,0,0,0,0,0,0,-7171,7010,-28898,-9173,-30691,-10525,1,2,0,1,2,0,1,0,576,470,-8471,857,1243,337
'2017-07-31 17:40:21.898,0,1,0,0,0,0,0,0,4776,8194,-28205,-11223,-29649,-12717,1,2,0,1,2,0,1,0,587,438,-8520,954,1471,355
'2017-07-31 17:40:21.908,0,1,0,0,0,0,0,0,13297,6840,-23130,-7837,-29463,-15349,2,2,0,0,2,0,1,0,746,377,-8572,1037,1651,377
'2017-07-31 17:40:21.918,0,0,0,0,0,0,0,0,10008,1159,-13179,-2368,-28074,-16816,2,2,0,0,1,0,1,0,638,513,-8774,1099,1830,397
'2017-07-31 17:40:21.928,0,0,0,0,0,0,0,0,646,-1545,-5483,9285,-27020,-12328,2,2,0,0,1,0,1,0,735,465,-8872,1161,2168,457
'2017-07-31 17:40:21.938,0,0,0,0,0,0,0,0,3552,-487,-10686,12574,-22110,-4511,2,2,0,0,1,0,0,0,755,394,-9242,964,2591,535
'2017-07-31 17:40:21.948,0,0,0,0,0,0,0,0,7246,2302,-11068,15566,-15049,1894,2,2,0,0,1,0,0,0,529,925,-9805,762,2653,649
'2017-07-31 17:40:21.958,0,0,0,0,0,0,0,0,10241,2669,-4099,15818,-5781,7601,2,2,0,0,1,0,0,0,1099,-1949,-11189,151,2753,1085
'2017-07-31 17:40:21.968,0,0,0,0,0,0,0,0,13422,5933,2272,12292,4816,11067,2,2,0,0,1,0,0,0,350,1722,-13065,516,6768,-75
'2017-07-31 17:40:21.978,0,0,0,0,0,0,0,0,11676,7826,-2819,7321,12842,11663,2,2,0,0,1,0,0,0,706,70,-10586,-257,7112,538
'2017-07-31 17:40:21.988,0,0,0,0,0,0,0,0,8295,7517,-7751,2108,18296,10565,2,2,0,0,1,0,0,0,738,-1011,-13601,758,7843,-62
'2017-07-31 17:40:21.998,0,0,0,0,0,0,0,0,5966,7222,-8990,-2406,20847,8765,2,2,0,0,1,0,0,0,782,-679,-11626,-259,9288,-247
'2017-07-31 17:40:22.008,0,0,0,0,0,0,0,0,3949,5897,-8356,-4962,21353,6655,2,2,0,0,1,0,0,0,952,1164,-11993,-737,10005,-405
'2017-07-31 17:40:22.018,0,0,0,0,0,0,0,0,3405,3778,-7680,-5517,20824,4566,2,2,0,0,1,0,0,0,1002,1440,-11776,-1286,10961,15
'2017-07-31 17:40:22.028,0,0,0,0,0,0,0,0,2758,2408,-6572,-4895,19958,2771,2,2,0,0,1,0,0,0,932,1770,-11491,-1137,11900,429
'2017-07-31 17:40:22.038,0,0,0,0,0,0,0,0,2469,1303,-6177,-3072,19407,1332,2,2,0,0,2,0,0,0,1375,774,-8582,-538,13132,685
'2017-07-31 17:40:22.048,0,0,0,0,0,0,0,0,2539,506,-6505,-999,19250,172,2,2,0,0,2,0,0,0,1586,58,-7538,-175,13171,738
'2017-07-31 17:40:22.058,0,0,0,0,0,0,0,0,2769,453,-7559,389,19336,-687,2,2,0,0,2,0,0,0,1432,1862,-11576,741,13108,924
'2017-07-31 17:40:22.068,0,0,0,0,0,0,0,0,2869,921,-8680,929,19595,-1266,2,2,0,0,2,0,0,0,841,3475,-17239,1840,15203,1531
'2017-07-31 17:40:22.078,0,0,0,0,0,0,0,0,3007,1274,-9380,571,20028,-1602,2,2,0,0,1,0,0,0,550,3229,-16496,2761,18151,2475
'2017-07-31 17:40:22.088,0,0,0,0,0,0,0,0,3114,1548,-9778,-347,20711,-1768,2,2,0,0,1,0,0,0,878,5024,-16079,4392,20684,3209
'2017-07-31 17:40:22.098,0,0,0,0,0,0,0,0,3168,1732,-10350,-1482,21612,-1818,2,2,0,0,1,0,0,0,189,5799,-15082,5146,22390,4353
'2017-07-31 17:40:22.108,0,0,0,0,0,0,0,0,2965,1691,-11197,-2721,22541,-1776,2,2,0,0,1,0,0,0,1480,5816,-17306,6061,24209,5370
'2017-07-31 17:40:22.118,0,0,0,0,0,0,0,0,2541,1795,-11970,-4115,23277,-1636,2,2,0,0,1,0,0,0,2665,10213,-20588,5825,26046,6557
'2017-07-31 17:40:22.128,0,0,0,0,0,0,0,0,2049,1690,-12753,-5373,23654,-1381,2,2,0,0,0,0,0,0,4621,13613,-25668,1337,28006,8940
'2017-07-31 17:40:22.138,0,0,0,0,0,0,0,0,1318,1485,-13531,-6513,23537,-984,1,2,0,0,0,0,0,0,3352,9119,-27958,-3844,31255,11595
'2017-07-31 17:40:22.148,0,0,0,0,0,0,0,0,556,1226,-14523,-7344,22958,-488,1,1,0,0,0,0,0,0,-2864,11547,-27858,-12182,32176,13666
'2017-07-31 17:40:22.158,0,0,0,0,0,0,0,0,-268,987,-15655,-7883,21975,42,0,1,0,0,0,0,0,0,-4709,5036,-29037,-8362,32767,16524
'2017-07-31 17:40:22.168,0,0,0,0,0,0,0,0,-1374,664,-16951,-8054,20631,521,0,1,0,0,0,0,0,0,-11478,7187,-24899,-3524,32760,18876
'2017-07-31 17:40:22.178,0,0,0,0,0,0,0,0,-2492,869,-18728,-8136,18815,869,0,0,0,0,0,0,0,0,-9725,4727,-8717,6095,32016,20233
'2017-07-31 17:40:22.188,0,0,0,0,0,0,0,0,-3096,1118,-20493,-8155,17040,975,0,0,0,0,0,0,0,0,-6267,90,1508,11778,32767,18103
'2017-07-31 17:40:22.198,0,0,0,0,0,0,0,0,-3312,338,-22153,-7612,15989,885,0,0,0,0,0,0,0,0,2822,-5385,-690,13622,30203,10654
'2017-07-31 17:40:22.208,0,0,0,0,0,0,0,0,-4132,354,-24219,-7148,15764,695,0,0,0,0,0,0,0,0,-3141,2268,-7499,7417,19891,2784
'2017-07-31 17:40:22.218,0,0,0,0,0,0,0,0,-4846,883,-25387,-7618,15930,663,0,0,0,0,0,0,0,0,-9665,3468,-110,6301,7508,-3256
'2017-07-31 17:40:22.228,0,0,0,0,0,0,0,0,-7337,2072,-26615,-8457,15887,820,0,0,0,0,0,0,0,0,-11001,-504,1446,5951,-3194,-7372
'2017-07-31 17:40:22.238,0,0,0,0,0,0,0,0,-10717,2572,-25456,-11502,15378,1543,0,0,0,0,0,0,0,0,-7531,1113,-4953,4713,-9906,-9747
'2017-07-31 17:40:22.248,0,0,0,0,0,0,0,0,-14235,2644,-23595,-15433,14407,2527,0,0,0,0,0,0,0,0,-5232,4407,-7339,4626,-14034,-10045
'2017-07-31 17:40:22.258,0,0,0,0,0,0,0,0,-17586,1695,-21904,-18342,14099,3311,0,0,0,0,0,0,0,0,-3697,6243,-7482,5482,-16058,-8534
'2017-07-31 17:40:22.268,0,0,0,0,0,0,0,0,-19065,-1865,-19240,-17974,16271,4003,0,0,0,0,0,0,0,0,-2927,6736,-6628,5120,-16937,-6247
'2017-07-31 17:40:22.278,0,0,0,0,0,0,0,0,-18040,-5701,-14665,-15848,19560,5192,0,0,0,0,0,0,0,0,-2775,6179,-6152,2731,-17262,-4093
'2017-07-31 17:40:22.288,0,0,0,0,0,0,0,0,-18871,-8380,-11819,-13389,20673,6969,0,0,0,0,0,0,0,0,-2744,5694,-5266,-602,-18053,-2448
'2017-07-31 17:40:22.298,0,0,0,0,0,0,0,0,-22540,-9446,-12296,-11611,19794,8778,0,0,0,0,0,0,0,0,-3599,5478,-4718,-4044,-20077,-1248
'2017-07-31 17:40:22.308,0,0,0,0,0,0,0,0,-28512,-9451,-10206,-8344,17578,10043,0,0,0,0,0,0,0,0,-4513,4802,-4954,-6692,-23010,-424
'2017-07-31 17:40:22.318,0,0,0,0,0,0,0,0,-32767,-8001,-6119,-3873,14782,9761,0,0,0,0,0,0,0,0,-4345,3461,-6129,-7905,-26008,-160
'2017-07-31 17:40:22.328,0,0,0,0,0,0,0,0,-32739,-4838,-4434,-1937,10419,7402,0,0,0,0,0,0,0,0,-3518,2083,-8158,-7908,-28140,-507
'2017-07-31 17:40:22.338,0,0,0,0,0,0,0,0,-32767,-2743,-5838,-3301,4350,2665,0,0,0,0,0,0,0,0,-2833,1609,-10381,-7163,-28875,-1257
'2017-07-31 17:40:22.348,0,0,0,0,0,0,0,0,-31800,-4886,-7551,-4202,-1615,-2559,0,0,0,0,0,0,0,0,-1481,1567,-11611,-6371,-28297,-2167
'2017-07-31 17:40:22.358,0,0,0,0,0,0,0,0,-9109,-8469,-13838,-193,-6542,-5624,0,0,0,0,0,0,0,0,-540,1601,-11055,-5962,-28026,-2658
'2017-07-31 17:40:22.368,0,0,0,0,0,0,0,0,-12417,-7211,5362,16263,-14663,-407,0,0,0,0,0,0,0,0,-947,1983,-9883,-4928,-27636,-3701
'2017-07-31 17:40:22.378,0,0,0,1,0,0,0,2,22011,10832,7042,18436,-5862,-2689,0,0,0,0,0,0,0,0,-1522,2486,-10335,-4230,-27116,-4577
'2017-07-31 17:40:22.388,0,0,0,2,0,0,0,2,2744,-3573,-23660,17437,-12974,-1082,0,0,0,0,0,0,0,0,-1107,3489,-11042,-4625,-26916,-5209
'2017-07-31 17:40:22.398,0,0,0,2,0,0,0,2,-2668,-2911,-8994,21083,-18833,-1117,0,0,0,0,0,0,0,0,-983,4043,-12174,-5543,-26754,-5532
'2017-07-31 17:40:22.408,0,0,0,2,0,0,0,2,-9576,-3574,-22230,16956,-21656,-713,0,0,0,0,0,0,0,0,-627,4694,-13755,-6815,-26083,-5529
'2017-07-31 17:40:22.418,0,0,0,2,0,0,0,2,-2844,-2566,-21421,9921,-22524,2669,0,0,0,0,0,0,0,0,890,5780,-15206,-8563,-24709,-5014
'2017-07-31 17:40:22.428,0,0,0,2,0,0,0,2,-899,-2387,-19138,6525,-20370,3288,0,0,0,0,0,0,0,0,2141,6430,-16131,-10188,-22756,-3885
'2017-07-31 17:40:22.438,0,0,0,2,0,0,0,2,-3262,-2342,-16024,4475,-16359,2596,0,0,0,0,0,0,0,0,2307,5467,-17335,-11542,-20616,-2134
'2017-07-31 17:40:22.448,0,0,0,2,0,0,0,2,-2206,-1191,-12519,1843,-11828,2708,0,0,0,0,0,0,0,0,3105,4462,-18878,-12466,-18378,-265
'2017-07-31 17:40:22.458,0,0,0,2,0,0,1,2,-1306,321,-11169,624,-8570,2614,0,0,0,0,0,0,0,0,3621,2534,-20733,-11814,-16878,1092
'2017-07-31 17:40:22.468,0,0,0,2,0,0,1,2,-1674,1065,-9760,1130,-5375,2106,0,0,0,0,0,0,0,0,3417,1124,-21665,-10809,-17080,1754
'2017-07-31 17:40:22.478,0,0,0,2,0,0,1,2,-1920,260,-9835,1959,-3269,1149,0,0,0,0,0,0,0,0,5174,-548,-22766,-8942,-17315,1507
'2017-07-31 17:40:22.488,0,0,0,2,0,0,1,2,-863,403,-9286,1984,-2045,876,0,0,0,0,0,0,0,0,7659,-1338,-23287,-7577,-16756,352
'2017-07-31 17:40:22.498,0,0,0,2,0,0,1,2,-562,-270,-9333,1805,-1326,508,0,0,0,0,0,0,0,0,8498,-649,-22960,-8365,-16121,-775
'2017-07-31 17:40:22.508,0,0,0,2,0,0,1,2,-200,-162,-9129,1018,-899,374,0,0,0,0,0,0,0,0,9599,-1771,-22115,-9924,-15781,-1642
'2017-07-31 17:40:22.518,0,0,0,2,0,0,1,2,-245,336,-8818,606,-718,322,0,0,0,0,0,0,0,0,11236,-3615,-21016,-10869,-15832,-2666
'2017-07-31 17:40:22.528,0,0,0,2,0,0,1,2,-345,419,-8776,729,-536,209,0,0,0,0,0,0,0,0,13738,-5867,-19266,-10241,-16849,-4047
'2017-07-31 17:40:22.538,0,0,0,2,0,0,1,2,-482,198,-8855,853,-340,90,0,0,0,0,0,0,0,0,15771,-7403,-16373,-8163,-17939,-5759
'2017-07-31 17:40:22.548,0,0,0,2,0,0,1,2,-238,85,-8932,685,-171,46,0,0,0,0,0,0,0,0,16894,-6592,-12214,-5139,-17698,-7287
'2017-07-31 17:40:22.558,0,0,0,2,0,0,1,2,-185,201,-8931,575,-124,42,0,0,0,0,0,0,0,0,19725,-5503,-11616,-3441,-16075,-8131
'2017-07-31 17:40:22.568,0,0,0,2,0,0,1,2,-209,129,-8867,416,-98,12,0,0,0,0,0,0,0,0,23024,-5327,-9644,-4149,-13723,-8278
'2017-07-31 17:40:22.578,0,0,0,2,0,0,1,2,-222,136,-8841,275,-69,-13,0,0,0,0,0,0,0,0,25740,-5667,-8104,-4899,-10752,-7905
'2017-07-31 17:40:22.588,0,0,0,2,0,0,1,2,-179,103,-8824,85,-32,-16,0,0,0,0,0,0,0,0,28158,-6712,-7294,-5048,-7361,-6885
'2017-07-31 17:40:22.598,0,0,0,2,0,0,1,2,-182,138,-8737,-94,-11,-7,0,0,0,0,0,0,0,0,28933,-8206,-7217,-4851,-3762,-5261
'2017-07-31 17:40:22.608,0,0,0,2,0,0,1,2,-213,115,-8743,-249,28,-21,0,0,0,0,0,0,0,0,26425,-9064,-8062,-3589,-415,-3100
'2017-07-31 17:40:22.618,0,0,0,2,0,0,1,2,-326,121,-8772,-406,128,-25,0,0,0,0,0,0,0,0,22248,-9867,-8325,80,2369,-557
'2017-07-31 17:40:22.628,0,0,0,2,0,0,1,2,-248,187,-8721,-531,227,-42,0,0,0,0,0,0,0,0,14124,5453,-20584,5918,6073,1923
'2017-07-31 17:40:22.638,0,0,0,2,0,0,1,2,-63,294,-8623,-568,242,-69,0,0,0,0,0,0,0,0,7597,-12288,15809,12162,11813,3606
'2017-07-31 17:40:22.648,0,0,0,2,0,0,1,2,-108,304,-8559,-542,238,-91,0,0,0,1,0,0,0,1,-13341,6607,547,15510,11765,7377
'2017-07-31 17:40:22.658,0,0,0,2,0,0,1,2,-54,333,-8581,-489,191,-103,0,0,0,2,0,0,0,2,-3379,1796,-17186,19611,15170,8851
'2017-07-31 17:40:22.668,0,0,0,2,0,0,1,2,-87,413,-8576,-396,166,-129,0,0,0,2,0,0,0,2,-4084,4771,-7709,22451,22309,8889
'2017-07-31 17:40:22.678,0,0,0,2,0,0,1,2,-128,512,-8582,-203,137,-164,0,0,0,2,0,0,0,2,5151,-820,-21315,22560,23905,7364
'2017-07-31 17:40:22.688,0,0,0,2,0,0,1,2,-130,440,-8585,4,152,-206,0,0,0,2,0,0,0,2,7506,-41,-21386,13942,19300,1641
'2017-07-31 17:40:22.698,0,0,0,2,0,0,1,2,-93,400,-8619,186,146,-267,0,0,0,2,0,0,0,2,4830,-1840,-18119,7568,17830,-3256
'2017-07-31 17:40:22.708,0,0,0,2,0,0,1,2,-45,392,-8622,351,103,-327,0,0,0,2,0,0,0,2,1700,-2070,-16027,4173,16699,-4055
'2017-07-31 17:40:22.718,0,0,0,2,0,0,1,2,-40,371,-8640,487,41,-350,0,0,0,2,0,0,0,2,91,-1581,-11578,2408,13396,-2044
'2017-07-31 17:40:22.728,0,0,0,2,0,0,1,2,48,377,-8649,624,-102,-355,0,0,0,2,0,0,0,2,2466,755,-9688,1323,8949,-706
'2017-07-31 17:40:22.738,0,0,0,2,0,0,1,2,23,329,-8654,713,-303,-323,0,0,0,2,0,0,0,2,3384,1392,-8607,1526,5872,-734
'2017-07-31 17:40:22.748,0,0,0,2,0,0,1,2,-72,260,-8670,792,-434,-312,0,0,0,2,0,0,0,2,1411,333,-8880,2328,3208,-170
'2017-07-31 17:40:22.758,0,0,0,2,0,0,1,2,-108,206,-8684,784,-582,-287,0,0,0,2,0,0,0,2,1273,600,-8400,1791,1911,-85
'2017-07-31 17:40:22.768,0,0,0,2,0,0,1,2,-48,148,-8686,741,-662,-246,0,0,0,2,0,0,0,2,802,159,-8401,1303,1166,-149
'2017-07-31 17:40:22.778,0,0,0,2,0,0,1,2,-75,81,-8717,682,-799,-201,0,0,0,2,0,0,0,2,915,202,-8575,565,633,-123
'2017-07-31 17:40:22.788,0,1,0,2,0,0,1,2,12,291,-8778,733,-1158,-174,0,0,0,2,0,0,0,2,638,629,-8645,109,239,-118
'2017-07-31 17:40:22.798,0,1,0,2,1,0,1,2,-48,287,-8809,939,-1491,-165,0,1,0,2,0,0,1,2,506,431,-8494,-91,66,-19
'2017-07-31 17:40:22.808,1,1,0,2,1,0,1,2,-202,191,-8897,1116,-1696,-148,0,1,0,2,0,0,1,2,522,543,-8389,-367,-48,-2
'2017-07-31 17:40:22.818,1,1,0,2,1,0,1,2,-95,235,-8953,1176,-1758,-124,0,1,0,2,0,0,1,2,425,706,-8438,-486,25,23
'2017-07-31 17:40:22.828,1,2,0,2,1,0,1,2,-31,411,-8995,1339,-1858,-146,0,1,0,2,0,0,1,2,369,767,-8447,-461,164,86
'2017-07-31 17:40:22.838,1,2,1,2,1,0,1,2,-630,124,-9116,1578,-1824,-264,0,1,0,2,0,0,1,2,322,669,-8392,-452,379,125
'2017-07-31 17:40:22.848,2,2,1,2,2,0,1,1,-456,119,-9116,1502,-1634,-259,0,1,0,2,0,0,1,2,461,535,-8276,-550,416,158
'2017-07-31 17:40:22.858,2,2,1,1,2,0,1,1,-248,291,-9155,1671,-1661,-311,0,1,0,2,1,0,1,2,392,548,-8299,-691,380,153
'2017-07-31 17:40:22.868,2,2,1,1,2,0,1,1,-373,474,-9325,2020,-1748,-443,0,1,0,2,1,0,1,2,463,581,-8252,-835,347,172
'2017-07-31 17:40:22.878,2,2,1,1,2,0,0,0,-378,371,-9493,2408,-1845,-607,0,1,0,2,1,0,1,2,392,690,-8204,-940,279,177
'2017-07-31 17:40:22.888,2,2,1,0,2,0,0,0,-476,495,-9849,2558,-1856,-741,0,1,0,2,1,0,1,2,400,770,-8182,-965,250,237
'2017-07-31 17:40:22.898,2,2,1,0,2,0,0,0,-658,1161,-10330,2568,-2145,-864,0,1,0,2,1,0,1,2,397,801,-8167,-935,260,265
