½Ã°£,¼¾¼­1,¼¾¼­2,¼¾¼­3,¼¾¼­4,¼¾¼­5,¼¾¼­6,¼¾¼­7,¼¾¼­8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,¼¾¼­1,¼¾¼­2,¼¾¼­3,¼¾¼­4,¼¾¼­5,¼¾¼­6,¼¾¼­7,¼¾¼­8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-07-31 17:42:04.438,0,0,0,2,0,0,1,2,-392,578,-8805,-204,-226,-18,0,0,0,0,0,0,0,0,32011,-4142,-8599,-2180,-4904,-7705
'2017-07-31 17:42:04.448,0,0,0,2,0,0,1,2,-368,602,-8778,-194,-321,-33,0,0,0,0,0,0,0,0,32612,-4724,-8081,-4767,-1502,-6155
'2017-07-31 17:42:04.458,0,0,0,2,0,0,1,2,-384,590,-8772,-186,-380,-40,0,0,0,0,0,0,0,0,30565,-7521,-8590,-6863,1139,-4512
'2017-07-31 17:42:04.468,0,0,0,2,0,0,1,2,-353,666,-8706,-121,-452,-56,0,0,0,0,0,0,0,0,27451,-10169,-9899,-6700,3628,-3341
'2017-07-31 17:42:04.478,0,0,0,2,0,0,0,2,-410,701,-8646,28,-452,-69,0,0,0,0,0,0,0,0,23446,-10518,-10618,-4009,6400,-2796
'2017-07-31 17:42:04.488,0,0,0,2,0,0,0,2,-508,670,-8580,131,-427,-123,0,0,0,0,0,0,0,0,-4873,-12798,-27162,18784,15875,-2171
'2017-07-31 17:42:04.498,0,0,0,2,0,0,0,2,-504,631,-8563,214,-421,-158,0,0,0,0,0,0,0,1,-26083,15402,9001,7599,3773,-3235
'2017-07-31 17:42:04.508,0,0,0,2,0,0,0,2,-455,617,-8662,286,-472,-177,0,0,0,1,0,0,0,1,-1037,-1833,-18240,17494,11310,-692
'2017-07-31 17:42:04.518,0,0,0,2,0,0,0,2,-485,709,-8674,375,-552,-227,0,0,0,2,0,0,0,2,-6194,83,-3324,23118,16915,2065
'2017-07-31 17:42:04.528,1,1,0,2,0,0,0,2,-466,732,-8644,534,-681,-275,0,0,0,2,0,0,0,2,5597,-5596,-16991,27683,22620,3924
'2017-07-31 17:42:04.538,1,1,0,2,0,0,0,2,-513,640,-8652,732,-744,-301,0,0,0,2,0,0,0,2,5526,-5406,-21407,20118,17494,2620
'2017-07-31 17:42:04.548,1,1,0,2,0,0,0,2,-544,612,-8655,860,-756,-300,0,0,0,2,0,0,0,2,5204,-2320,-20683,13559,13991,394
'2017-07-31 17:42:04.558,1,1,0,2,1,0,0,2,-556,531,-8664,912,-764,-302,0,0,0,2,0,0,0,2,1084,-379,-17025,10235,15230,-1979
'2017-07-31 17:42:04.568,1,1,0,2,1,0,0,2,-569,456,-8679,870,-768,-296,0,0,0,2,0,0,0,2,3190,-1006,-12950,7576,12970,-3348
'2017-07-31 17:42:04.578,1,1,0,2,1,0,0,2,-593,497,-8684,810,-742,-278,0,0,0,2,0,0,0,2,2601,-1068,-11018,6259,8485,-2917
'2017-07-31 17:42:04.588,1,2,0,2,1,0,0,2,-613,459,-8691,779,-727,-275,0,0,0,2,0,0,1,2,1019,-1311,-9205,4356,4838,-1175
'2017-07-31 17:42:04.598,1,2,0,2,1,0,0,2,-640,474,-8715,740,-729,-270,0,0,0,2,0,0,1,2,524,-1025,-9164,2980,3509,-442
'2017-07-31 17:42:04.608,2,2,0,2,1,0,0,1,-620,439,-8718,710,-743,-246,0,0,0,2,0,0,1,2,355,-644,-8683,2429,3044,-411
'2017-07-31 17:42:04.618,2,2,0,2,1,0,0,1,-643,395,-8792,689,-804,-241,0,0,0,2,0,0,1,2,1009,-326,-8848,1769,2020,-404
'2017-07-31 17:42:04.628,2,2,1,1,1,0,0,1,-641,359,-8807,655,-871,-231,0,0,0,2,0,0,1,2,559,-443,-8679,1273,1146,-187
'2017-07-31 17:42:04.638,2,2,1,1,1,0,0,1,-667,529,-8785,749,-916,-251,0,0,0,2,0,0,1,2,159,-329,-8467,793,735,-127
'2017-07-31 17:42:04.648,2,2,1,1,1,0,0,0,-699,544,-8765,928,-964,-302,0,0,0,2,0,0,1,2,199,-467,-8374,381,506,-79
'2017-07-31 17:42:04.658,2,2,1,1,2,0,0,0,-697,410,-8817,1076,-1088,-331,0,0,0,2,0,0,1,2,235,-366,-8432,-17,312,-66
'2017-07-31 17:42:04.668,2,2,1,1,2,0,0,0,-724,379,-8958,1344,-1096,-364,0,0,0,2,0,0,1,2,109,-254,-8500,-279,317,-118
'2017-07-31 17:42:04.678,2,2,1,0,2,0,0,0,-719,289,-9035,1413,-1186,-371,0,0,0,2,0,0,1,2,51,-153,-8416,-390,403,-103
'2017-07-31 17:42:04.688,2,2,1,0,2,0,0,0,-732,340,-9183,1435,-1335,-368,0,0,0,2,0,0,1,2,151,-185,-8334,-434,355,-52
'2017-07-31 17:42:04.698,2,2,1,0,2,0,0,0,-694,549,-9352,1565,-1539,-421,0,0,0,2,0,0,1,2,87,-139,-8215,-481,268,-25
'2017-07-31 17:42:04.708,2,2,1,0,2,0,0,0,-813,486,-9528,1862,-1825,-498,0,0,0,2,0,0,1,2,75,-200,-8259,-545,193,6
'2017-07-31 17:42:04.718,2,2,1,0,2,0,0,0,-815,-418,-10544,2504,-2199,-508,0,0,0,2,0,0,1,2,98,-196,-8291,-667,141,-1
'2017-07-31 17:42:04.728,2,2,1,0,2,0,0,0,-649,-150,-13228,3894,-3839,11,0,0,0,2,0,0,1,2,54,-184,-8251,-774,107,-12
'2017-07-31 17:42:04.738,2,2,1,0,2,0,0,0,-522,1516,-13197,2140,-5602,-161,0,0,0,2,0,0,1,2,26,-98,-8194,-845,114,12
'2017-07-31 17:42:04.748,2,2,1,0,2,0,0,0,-691,68,-11834,2525,-5897,-398,0,0,0,2,0,0,1,2,17,-64,-8155,-842,172,60
'2017-07-31 17:42:04.758,2,2,0,0,2,0,0,0,-876,-419,-13029,2326,-7186,-351,0,0,0,2,0,0,1,2,34,-128,-8086,-836,240,115
'2017-07-31 17:42:04.768,2,2,0,0,2,0,0,0,-455,344,-12877,2063,-8426,-125,0,0,0,2,0,0,1,2,69,-169,-8098,-905,284,133
'2017-07-31 17:42:04.778,2,2,0,0,2,0,0,0,-676,210,-12544,759,-9618,-475,0,0,0,2,0,0,1,2,67,-12,-8036,-932,302,103
'2017-07-31 17:42:04.788,2,2,0,0,2,0,0,0,-564,-155,-13127,610,-10928,-506,0,0,0,2,1,0,1,2,46,190,-7986,-751,344,122
'2017-07-31 17:42:04.798,2,2,0,0,2,0,0,0,-413,-190,-13423,-20,-12373,-562,0,0,0,2,1,0,1,2,49,240,-7937,-387,400,188
'2017-07-31 17:42:04.808,2,2,0,0,2,0,0,0,-580,-203,-13816,-498,-14020,-558,0,1,0,2,1,0,1,2,25,157,-7984,-34,508,235
'2017-07-31 17:42:04.818,2,2,0,0,2,0,0,0,-1336,-1147,-13886,0,-15971,-622,0,1,0,2,1,0,1,2,51,85,-8030,249,613,284
'2017-07-31 17:42:04.828,2,2,0,0,2,0,0,0,-458,-40,-14918,1751,-17734,-106,0,1,0,2,1,0,1,2,115,11,-8056,450,681,330
'2017-07-31 17:42:04.838,2,2,0,0,2,0,0,0,-1254,3097,-15653,2046,-19661,-489,0,1,0,2,1,0,1,1,148,-104,-8097,548,715,362
'2017-07-31 17:42:04.848,2,2,0,0,2,0,0,0,-524,3152,-14862,1988,-22355,-1448,0,1,0,2,1,0,1,1,171,-170,-8088,527,749,384
'2017-07-31 17:42:04.858,2,2,0,0,2,0,0,0,-422,4909,-16771,4078,-23120,-2550,0,1,0,2,1,0,1,1,211,-174,-8090,498,754,372
'2017-07-31 17:42:04.868,2,2,0,0,1,0,0,0,-1522,7295,-15397,4152,-24486,-4495,0,1,0,2,1,0,1,1,208,-163,-8102,491,732,363
'2017-07-31 17:42:04.878,2,2,0,0,1,0,0,0,-647,9154,-18319,4876,-26828,-6583,0,1,0,2,1,0,1,1,243,-170,-8097,503,717,318
'2017-07-31 17:42:04.888,2,2,0,0,1,0,0,0,-3761,10551,-21020,3538,-27784,-8994,1,1,0,2,2,0,1,1,230,-146,-8066,554,685,304
'2017-07-31 17:42:04.898,2,2,0,0,0,0,0,0,-9801,7330,-24551,18,-29759,-10532,1,1,0,2,2,0,1,1,201,-147,-8133,669,704,279
'2017-07-31 17:42:04.908,1,2,0,0,0,0,0,0,-4711,9721,-26064,-8577,-30177,-11544,1,2,0,1,2,0,1,1,162,-60,-8164,809,791,267
'2017-07-31 17:42:04.918,1,1,0,0,0,0,0,0,-3709,7930,-24452,-11857,-29697,-13863,1,2,0,1,2,0,1,1,188,-104,-8152,934,826,267
'2017-07-31 17:42:04.928,0,1,0,0,0,0,0,0,12127,7014,-26059,-9501,-29340,-16308,1,2,0,1,2,0,1,1,283,-212,-8185,1142,926,303
'2017-07-31 17:42:04.938,0,0,0,0,0,0,0,0,9946,2140,-15145,-2754,-25939,-18429,1,2,0,1,2,1,1,0,304,-535,-8300,1165,973,280
'2017-07-31 17:42:04.948,0,0,0,0,0,0,0,0,2050,1192,-9159,6514,-23312,-17474,1,2,0,1,2,1,1,0,326,-586,-8287,926,980,205
'2017-07-31 17:42:04.958,0,0,0,0,0,0,0,0,-45,-1512,-8625,10827,-17434,-9232,1,2,0,1,2,1,1,0,259,-302,-8426,778,1040,151
'2017-07-31 17:42:04.968,0,0,0,0,0,0,0,0,10133,4161,-7852,8741,-7070,-1432,1,2,0,1,2,1,1,0,272,-330,-8493,874,1140,192
'2017-07-31 17:42:04.978,0,0,0,0,0,0,0,0,8775,3483,-3762,7844,772,4647,1,2,0,0,2,1,1,0,166,-175,-8641,938,1301,209
'2017-07-31 17:42:04.988,0,0,0,0,0,0,0,0,7733,4485,-5681,5789,6800,9201,2,2,0,0,2,1,1,0,186,-2,-8834,1114,1621,307
'2017-07-31 17:42:04.998,0,0,0,0,0,0,0,0,6572,6030,-7525,3673,10227,11167,2,2,0,0,2,1,1,0,211,137,-9094,1163,1794,534
'2017-07-31 17:42:05.008,0,0,0,0,0,0,0,0,5962,6734,-7646,1553,12432,11214,2,2,0,0,2,1,0,0,327,-71,-9861,1629,2104,607
'2017-07-31 17:42:05.018,0,0,0,0,0,0,0,0,5915,6743,-6760,-395,13980,10112,2,2,0,0,2,1,0,0,370,70,-10050,2040,2913,720
'2017-07-31 17:42:05.028,0,0,0,0,0,0,0,0,5648,6112,-5753,-1837,15246,8372,2,2,0,0,2,1,0,0,363,417,-10979,1298,3988,852
'2017-07-31 17:42:05.038,0,0,0,0,0,0,0,0,5044,5415,-5422,-2861,16345,6455,2,2,0,0,2,0,0,0,-125,-1936,-14386,847,5858,406
'2017-07-31 17:42:05.048,0,0,0,0,0,0,0,0,4282,4819,-5761,-3492,17305,4546,2,2,0,0,2,0,0,0,288,-2312,-11131,1063,7829,-304
'2017-07-31 17:42:05.058,0,0,0,0,0,0,0,0,3674,4129,-6346,-3869,18154,2723,2,2,0,0,2,0,0,0,587,-1231,-11646,-605,8386,-397
'2017-07-31 17:42:05.068,0,0,0,0,0,0,0,0,3455,3107,-6905,-3891,19107,1145,2,2,0,0,2,0,0,0,258,-1504,-12427,-1244,9504,-740
'2017-07-31 17:42:05.078,0,0,0,0,0,0,0,0,3422,2558,-7139,-3761,19647,461,2,2,0,0,2,0,0,0,314,-171,-11980,-1971,10482,-817
'2017-07-31 17:42:05.088,0,0,0,0,0,0,0,0,3260,1836,-7727,-3293,20690,-679,2,2,0,0,2,0,0,0,463,730,-12390,-2629,11433,-483
'2017-07-31 17:42:05.098,0,0,0,0,0,0,0,0,2851,1691,-8998,-2774,21449,-1463,2,2,0,0,2,0,0,0,602,1061,-12043,-1976,12819,15
'2017-07-31 17:42:05.108,0,0,0,0,0,0,0,0,2319,1696,-10299,-2653,21862,-1941,2,2,0,0,2,0,0,0,544,373,-10046,-833,14255,402
'2017-07-31 17:42:05.118,0,0,0,0,0,0,0,0,1984,1888,-10979,-3372,21937,-2095,2,2,0,0,2,0,0,0,1144,283,-10638,752,14676,986
'2017-07-31 17:42:05.128,0,0,0,0,0,0,0,0,1854,2178,-11563,-4745,21895,-2035,2,2,0,0,2,0,0,0,145,1261,-14976,2005,15736,926
'2017-07-31 17:42:05.138,0,0,0,0,0,0,0,0,1686,2254,-12376,-6466,21894,-1835,2,2,0,0,1,0,0,0,-502,4052,-18732,3479,18762,1917
'2017-07-31 17:42:05.148,0,0,0,0,0,0,0,0,1330,2064,-13346,-8155,21914,-1508,2,2,0,0,1,0,0,0,437,4151,-16931,5048,22198,2866
'2017-07-31 17:42:05.158,0,0,0,0,0,0,0,0,797,1592,-14472,-9393,21910,-1061,2,2,0,0,1,0,0,0,585,6341,-16199,5387,23434,3953
'2017-07-31 17:42:05.168,0,0,0,0,0,0,0,0,9,1236,-15822,-10110,21707,-585,2,2,0,0,1,0,0,0,824,6126,-17227,5805,25158,5508
'2017-07-31 17:42:05.178,0,0,0,0,0,0,0,0,-845,1092,-17507,-10417,21128,-245,2,2,0,0,0,0,0,0,4338,8710,-20266,5527,26564,6858
'2017-07-31 17:42:05.188,0,0,0,0,0,0,0,0,-1997,1132,-19187,-10465,20400,-123,1,2,0,0,0,0,0,0,6304,5963,-22931,2136,27012,8722
'2017-07-31 17:42:05.198,0,0,0,0,0,0,0,0,-2542,1374,-20795,-10754,19791,-208,1,2,0,0,0,0,0,0,-1001,10170,-28649,-4178,29201,9741
'2017-07-31 17:42:05.208,0,0,0,0,0,0,0,0,-3032,1961,-21876,-11723,19351,-354,0,2,0,0,0,0,0,0,-2915,8476,-28461,-5836,31684,12264
'2017-07-31 17:42:05.218,0,0,0,0,0,0,0,0,-3919,1922,-23473,-13054,18918,-468,0,1,0,0,0,0,0,0,-5592,8572,-27269,-7459,32747,14180
'2017-07-31 17:42:05.228,0,0,0,0,0,0,0,0,-5430,1239,-25139,-14200,18572,-278,0,1,0,0,0,0,0,0,-10707,10708,-26375,-7016,32767,15584
'2017-07-31 17:42:05.238,0,0,0,0,0,0,0,0,-7235,253,-25180,-14710,18349,502,0,0,0,0,0,0,0,0,-13744,7966,-26023,-1271,32766,18692
'2017-07-31 17:42:05.248,0,0,0,0,0,0,0,0,-8696,-1544,-22823,-14994,18251,2064,0,0,0,0,0,0,0,0,-7146,1992,-10586,5094,30922,18443
'2017-07-31 17:42:05.258,0,0,0,0,0,0,0,0,-9900,-2384,-21552,-16466,18526,3719,0,0,0,0,0,0,0,0,-2669,-7516,5004,10238,24420,10925
'2017-07-31 17:42:05.268,0,0,0,0,0,0,0,0,-11841,-3985,-21754,-17763,19003,5367,0,0,0,0,0,0,0,0,-11276,-3177,-3801,4964,14256,-816
'2017-07-31 17:42:05.278,0,0,0,0,0,0,0,0,-14036,-6589,-20843,-17039,19416,7382,0,0,0,0,0,0,0,0,-10574,2755,-4464,5260,-874,-7794
'2017-07-31 17:42:05.288,0,0,0,0,0,0,0,0,-16228,-8443,-17987,-14204,19419,9672,0,0,0,0,0,0,0,0,-10418,2170,-7761,6690,-11061,-12209
'2017-07-31 17:42:05.298,0,0,0,0,0,0,0,0,-18023,-8045,-14268,-8853,18210,11662,0,0,0,0,0,0,0,0,-8842,5517,-9023,4706,-15938,-13260
'2017-07-31 17:42:05.308,0,0,0,0,0,0,0,0,-20413,-4912,-11556,-3221,15766,12312,0,0,0,0,0,0,0,0,-6189,9346,-8725,2315,-17238,-11847
'2017-07-31 17:42:05.318,0,0,0,0,0,0,0,0,-24862,-2144,-9742,-840,13286,11186,0,0,0,0,0,0,0,0,-3678,11083,-8322,1638,-16862,-8514
'2017-07-31 17:42:05.328,0,0,0,0,0,0,0,0,-30667,-6,-6114,-2469,10753,8263,0,0,0,0,0,0,0,0,-3278,7833,-6524,-778,-16369,-5069
'2017-07-31 17:42:05.338,0,0,0,0,0,0,0,0,-32767,-268,-5320,-7963,7269,3528,0,0,0,0,0,0,0,0,-4197,6144,-4677,-4651,-16022,-2709
'2017-07-31 17:42:05.348,0,0,0,0,0,0,0,0,-32588,-5727,-8689,-12774,2510,-1037,0,0,0,0,0,0,0,0,-4851,4582,-4368,-6919,-16379,-804
'2017-07-31 17:42:05.358,0,0,0,0,0,0,0,0,-26654,-9275,-9218,-13265,-1866,-3770,0,0,0,0,0,0,0,0,-5296,2478,-5417,-7577,-17645,511
'2017-07-31 17:42:05.368,0,0,0,0,0,0,0,0,-21339,-10727,-8767,-9484,-4465,-4925,0,0,0,0,0,0,0,0,-5889,1305,-5991,-7450,-19710,1060
'2017-07-31 17:42:05.378,0,0,0,0,0,0,0,0,-5161,-8910,-15446,-2793,-5969,-4181,0,0,0,0,0,0,0,0,-6150,851,-6597,-6609,-21959,969
'2017-07-31 17:42:05.388,0,0,0,0,0,0,0,0,-17475,-13350,-5118,15298,-17038,886,0,0,0,0,0,0,0,0,-5596,1157,-7569,-5651,-23689,603
'2017-07-31 17:42:05.398,0,0,0,1,0,0,0,1,30048,17136,7399,12220,-6393,-657,0,0,0,0,0,0,0,0,-4544,2109,-8792,-5087,-24520,281
'2017-07-31 17:42:05.408,0,0,0,2,0,0,0,2,1025,8821,-11377,19125,-14567,-2150,0,0,0,0,0,0,0,0,-3623,3046,-9670,-5255,-24590,258
'2017-07-31 17:42:05.418,0,0,0,2,0,0,0,2,5916,-733,-6808,21141,-16501,-2786,0,0,0,0,0,0,0,0,-3462,3934,-10260,-6328,-24513,543
'2017-07-31 17:42:05.428,0,0,0,2,0,0,0,2,-6556,-1591,-16167,24103,-20400,-3467,0,0,0,0,0,0,0,0,-3696,4239,-10767,-7951,-24783,1008
'2017-07-31 17:42:05.438,0,0,0,2,0,0,0,2,-8375,-1964,-17967,18979,-17757,-1182,0,0,0,0,0,0,0,0,-3641,3505,-11874,-9806,-24924,1387
'2017-07-31 17:42:05.448,0,0,0,2,0,0,0,2,-855,-2104,-18281,11414,-17221,2013,0,0,0,0,0,0,0,0,-2398,2518,-13340,-11388,-24266,1418
'2017-07-31 17:42:05.458,0,0,0,2,0,0,0,2,-2362,-1426,-20563,6800,-17518,3747,0,0,0,0,0,0,0,0,-722,1577,-14684,-12165,-22761,1121
'2017-07-31 17:42:05.468,0,0,0,2,0,0,0,2,-2609,-2802,-16707,4598,-16287,3313,0,0,0,0,0,0,0,0,263,1388,-15476,-12364,-20600,680
'2017-07-31 17:42:05.478,0,0,0,2,0,0,1,2,-1322,-1110,-12311,1800,-12881,2279,0,0,0,0,0,0,0,0,108,1951,-16682,-12175,-18743,454
'2017-07-31 17:42:05.488,0,0,0,2,0,0,1,2,-1180,1891,-11383,1273,-8645,1329,0,0,0,0,0,0,0,0,-287,2087,-18326,-11998,-17866,611
'2017-07-31 17:42:05.498,0,0,0,2,0,0,1,2,-3074,1681,-10845,1825,-5901,1950,0,0,0,0,0,0,0,0,-592,2086,-20159,-12391,-18166,843
'2017-07-31 17:42:05.508,0,0,0,2,0,0,1,2,-1395,709,-9344,2290,-4076,1583,0,0,0,0,0,0,0,0,390,1518,-22235,-12983,-18739,1051
'2017-07-31 17:42:05.518,0,0,0,2,0,0,1,2,-1202,654,-9453,2311,-2357,650,0,0,0,0,0,0,0,0,3474,-315,-24088,-13017,-18826,770
'2017-07-31 17:42:05.528,0,0,0,2,0,0,1,2,-950,1311,-9111,1720,-1671,648,0,0,0,0,0,0,0,0,7197,-1892,-25461,-12500,-18323,-579
'2017-07-31 17:42:05.538,0,0,0,2,0,0,1,2,-476,927,-8979,1584,-1158,470,0,0,0,0,0,0,0,0,8862,-2373,-25352,-12114,-18172,-1677
'2017-07-31 17:42:05.548,0,0,0,2,0,0,1,2,-712,872,-8738,1267,-879,339,0,0,0,0,0,0,0,0,11028,-2288,-23901,-12254,-17861,-4032
'2017-07-31 17:42:05.558,0,0,0,2,0,0,1,2,-738,1170,-8795,1147,-528,202,0,0,0,0,0,0,0,0,11975,-3862,-22985,-15038,-17496,-5377
'2017-07-31 17:42:05.568,0,0,0,2,0,0,1,2,-735,1222,-8829,1107,-301,153,0,0,0,0,0,0,0,0,13850,-7299,-22018,-16938,-17563,-5672
'2017-07-31 17:42:05.578,0,0,0,2,0,0,1,2,-587,1118,-8839,1012,-105,74,0,0,0,0,0,0,0,0,16766,-12249,-20305,-15390,-17328,-5864
'2017-07-31 17:42:05.588,0,0,0,2,0,0,1,2,-523,1031,-8858,886,-29,46,0,0,0,0,0,0,0,0,19060,-14950,-16709,-11095,-16035,-6704
'2017-07-31 17:42:05.598,0,0,0,2,0,0,1,2,-478,1044,-8818,738,46,-21,0,0,0,0,0,0,0,0,20174,-12656,-13946,-4813,-13966,-7919
'2017-07-31 17:42:05.608,0,0,0,2,0,0,1,2,-466,956,-8874,542,68,-51,0,0,0,0,0,0,0,0,22994,-8664,-12414,582,-11881,-8909
'2017-07-31 17:42:05.618,0,0,0,2,0,0,1,2,-405,942,-8849,298,82,-75,0,0,0,0,0,0,0,0,25917,-5329,-10783,2634,-9517,-9683
'2017-07-31 17:42:05.628,0,0,0,2,0,0,1,2,-426,985,-8783,133,83,-90,0,0,0,0,0,0,0,0,30352,-3825,-9675,1546,-5626,-9709
'2017-07-31 17:42:05.638,0,0,0,2,0,0,1,2,-376,1006,-8707,9,71,-106,0,0,0,0,0,0,0,0,32596,-4103,-10038,-729,-271,-8758
'2017-07-31 17:42:05.648,0,0,0,2,0,0,1,2,-346,953,-8728,-121,46,-121,0,0,0,0,0,0,0,0,29946,-6590,-9697,-2757,4178,-7294
'2017-07-31 17:42:05.658,0,0,0,2,0,0,1,2,-350,1037,-8674,-205,-34,-105,0,0,0,0,0,0,0,0,25500,-9037,-9469,-2871,6977,-6018
'2017-07-31 17:42:05.668,0,0,0,2,0,0,1,2,-305,1071,-8595,-230,-130,-84,0,0,0,0,0,0,0,0,30088,-7856,-31369,12542,18955,-3249
'2017-07-31 17:42:05.678,0,0,0,2,0,0,1,2,-325,1159,-8492,-158,-223,-67,0,0,0,0,0,0,0,0,-25787,11047,22280,7830,8774,-2212
'2017-07-31 17:42:05.688,0,0,0,2,0,0,1,2,-321,1192,-8525,-14,-294,-70,0,0,0,1,0,0,0,1,4257,-4920,-29000,18230,14554,2687
'2017-07-31 17:42:05.698,0,0,0,2,0,0,1,2,-373,1178,-8518,166,-312,-81,0,0,0,2,0,0,0,2,-9459,-411,-6320,22369,13622,5016
'2017-07-31 17:42:05.708,0,0,0,2,0,0,1,2,-421,1165,-8494,313,-284,-107,0,0,0,2,0,0,0,2,3129,-3213,-21920,26968,20969,5633
'2017-07-31 17:42:05.718,0,0,0,2,0,0,1,2,-435,1139,-8571,416,-246,-156,0,0,0,2,0,0,0,2,5573,-1446,-19306,18475,18684,3135
'2017-07-31 17:42:05.728,0,0,0,2,0,0,1,2,-351,1116,-8554,499,-264,-213,0,0,0,2,0,0,0,2,9107,-5143,-22794,12232,19121,-445
'2017-07-31 17:42:05.738,0,0,0,2,0,0,1,2,-424,1140,-8527,598,-328,-247,0,0,0,2,0,0,0,2,2277,-1898,-16203,7075,16175,-3676
'2017-07-31 17:42:05.748,0,0,0,2,0,0,1,2,-409,1136,-8471,660,-358,-257,0,0,0,2,0,0,0,2,-592,-1721,-11727,3775,10711,-3538
'2017-07-31 17:42:05.758,0,0,0,2,0,0,1,2,-437,1050,-8531,795,-426,-282,0,0,0,2,0,0,0,2,738,-2021,-10028,2861,7573,-1899
'2017-07-31 17:42:05.768,0,0,0,2,0,0,1,2,-462,936,-8610,842,-449,-279,0,0,0,2,0,0,0,2,1874,-223,-8514,1947,5014,-456
'2017-07-31 17:42:05.778,0,0,0,2,0,0,1,2,-457,905,-8666,791,-490,-249,0,0,0,2,0,0,1,2,990,-83,-8630,1714,3256,-337
'2017-07-31 17:42:05.788,0,0,0,2,0,0,1,2,-424,929,-8732,706,-641,-218,0,0,0,2,0,0,1,2,513,168,-8148,1309,2301,-183
'2017-07-31 17:42:05.798,0,1,0,2,1,0,1,2,-457,872,-8690,612,-735,-188,0,0,0,2,0,0,1,2,1404,30,-8546,1215,1412,-145
'2017-07-31 17:42:05.808,1,1,0,2,1,0,1,2,-452,988,-8681,498,-829,-159,0,0,0,2,0,0,1,2,317,-499,-8589,830,527,-135
'2017-07-31 17:42:05.818,1,1,0,2,1,0,1,2,-507,1017,-8764,501,-907,-156,0,0,0,2,0,0,1,2,198,28,-8580,399,346,-154
'2017-07-31 17:42:05.828,1,1,0,2,1,0,1,2,-522,1068,-8776,638,-950,-188,0,0,0,2,0,0,1,2,211,-66,-8458,128,210,-146
'2017-07-31 17:42:05.838,1,1,0,2,1,0,1,2,-507,1007,-8695,780,-996,-215,0,0,0,2,0,0,1,2,177,62,-8332,-99,158,-114
'2017-07-31 17:42:05.848,1,2,1,2,1,0,1,2,-472,1057,-8827,974,-1136,-208,0,0,0,2,0,0,1,2,143,98,-8423,-159,213,-114
'2017-07-31 17:42:05.858,2,2,1,2,1,0,1,2,-585,951,-8914,1188,-1217,-242,0,0,0,2,0,0,1,2,50,197,-8487,-221,354,-86
'2017-07-31 17:42:05.868,2,2,1,2,1,0,1,1,-675,1136,-8868,1407,-1246,-275,0,0,0,2,0,0,1,2,125,103,-8451,-261,453,-4
'2017-07-31 17:42:05.878,2,2,1,1,2,0,1,1,-541,1078,-8920,1695,-1383,-409,0,1,0,2,0,0,1,2,3,5,-8467,-341,521,-4
'2017-07-31 17:42:05.888,2,2,1,1,2,0,1,1,-576,718,-9118,1973,-1553,-473,0,1,0,2,0,0,1,2,107,-58,-8393,-528,532,12
'2017-07-31 17:42:05.898,2,2,1,1,2,0,1,0,-623,911,-9302,2020,-1670,-463,0,1,0,2,0,0,1,2,185,-49,-8330,-748,488,-5
'2017-07-31 17:42:05.908,2,2,1,1,2,0,0,0,-526,1210,-9665,2271,-1963,-554,0,1,0,2,0,0,1,2,134,-43,-8324,-975,412,-24
'2017-07-31 17:42:05.918,2,2,1,0,2,1,0,0,-604,875,-9615,2447,-2388,-674,0,1,0,2,0,0,1,2,160,37,-8262,-1196,367,-51
'2017-07-31 17:42:05.928,2,2,1,0,2,1,0,0,-719,643,-9753,2437,-2260,-768,0,1,0,2,0,0,1,2,164,170,-8199,-1349,356,-57
'2017-07-31 17:42:05.938,2,2,1,0,2,0,0,0,-628,333,-12050,1998,-3164,-568,0,1,0,2,0,0,1,2,121,252,-8219,-1370,369,-30
'2017-07-31 17:42:05.948,2,2,1,0,2,0,0,0,-60,-377,-17578,2180,-6266,199,0,1,0,2,1,0,1,2,121,270,-8176,-1367,414,37
'2017-07-31 17:42:05.958,2,2,1,0,2,0,0,0,-123,684,-12471,575,-8373,203,0,1,0,2,1,0,1,2,84,228,-8183,-1330,484,96
'2017-07-31 17:42:05.968,2,2,0,0,2,0,0,0,-285,71,-14419,769,-8929,-113,0,1,0,2,1,0,1,2,116,319,-8077,-1344,532,142
'2017-07-31 17:42:05.978,2,2,0,0,2,0,0,0,-358,2224,-13978,739,-10956,54,0,1,0,2,1,0,1,2,157,379,-8027,-1273,551,179
'2017-07-31 17:42:05.988,2,2,0,0,2,0,0,0,-320,1103,-14184,-80,-12573,-657,0,1,0,2,1,0,1,2,126,440,-7963,-1101,580,207
'2017-07-31 17:42:05.998,2,2,0,0,2,0,0,0,128,1240,-15200,151,-14235,-760,0,1,0,2,1,0,1,1,133,469,-7918,-869,615,244
'2017-07-31 17:42:06.008,2,2,0,0,2,0,0,0,199,1672,-15134,332,-16223,-1049,0,1,0,2,1,0,1,1,159,430,-7949,-622,679,277
'2017-07-31 17:42:06.018,2,2,0,0,2,0,0,0,-128,1625,-14889,983,-18757,-1427,0,1,0,2,1,0,1,1,169,386,-7953,-410,723,285
