__,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-03 20:12:06.014,0,0,0,2,0,1,2,2,665,1035,-8408,-64,-2,18,0,0,0,2,0,1,1,2,-689,1245,-8385,-14,-90,-5
'2017-08-03 20:12:06.024,0,0,0,2,0,1,2,2,682,1015,-8445,-55,-27,11,0,0,0,2,0,1,1,2,-668,1253,-8363,-14,-90,-5
'2017-08-03 20:12:06.034,0,0,0,2,0,1,2,2,681,1017,-8386,-56,-37,11,0,0,0,2,0,1,1,2,-701,1231,-8394,-14,-90,-5
'2017-08-03 20:12:06.044,0,0,0,2,0,1,2,2,660,1030,-8414,-51,-45,14,0,0,0,2,0,1,1,2,-680,1255,-8349,-14,-90,-5
'2017-08-03 20:12:06.054,0,0,0,2,0,1,2,2,668,999,-8419,-47,-51,19,0,0,0,2,0,1,1,2,-674,1223,-8363,-17,-45,-12
'2017-08-03 20:12:06.064,0,0,0,2,0,1,2,2,660,1021,-8421,-52,-41,19,0,0,0,2,0,1,1,2,-690,1225,-8351,7,-26,5
'2017-08-03 20:12:06.074,0,0,0,2,0,1,2,2,640,991,-8383,-45,-37,14,0,0,0,2,0,1,1,2,-675,1234,-8373,6,-43,3
'2017-08-03 20:12:06.084,0,0,0,2,0,1,2,2,657,1042,-8417,-45,-26,23,0,0,0,2,0,1,1,2,-695,1236,-8353,5,-47,-1
'2017-08-03 20:12:06.094,0,0,0,2,0,1,2,2,642,1048,-8407,-33,-27,19,0,0,0,2,0,1,1,2,-694,1237,-8347,-9,-65,1
'2017-08-03 20:12:06.104,0,0,0,2,0,1,2,2,678,1036,-8418,-23,-30,20,0,0,0,2,0,1,1,2,-690,1267,-8371,-12,-59,-1
'2017-08-03 20:12:06.114,0,0,0,2,0,1,2,2,631,990,-8412,-28,-32,29,0,0,0,2,0,1,1,2,-660,1218,-8380,-9,-45,5
'2017-08-03 20:12:06.124,0,0,0,2,0,1,2,2,661,1041,-8400,-27,-15,23,0,0,0,2,0,1,1,2,-698,1236,-8352,-7,-44,2
'2017-08-03 20:12:06.134,0,0,0,2,0,1,2,2,647,998,-8424,-17,-17,19,0,0,0,2,0,1,1,2,-721,1246,-8362,-1,-38,8
'2017-08-03 20:12:06.144,0,0,0,2,0,1,2,2,679,1029,-8395,-27,-7,30,0,0,0,2,0,1,1,2,-687,1232,-8407,5,-19,6
'2017-08-03 20:12:06.154,0,0,0,2,0,1,2,2,655,1021,-8366,-29,-10,17,0,0,0,2,0,1,1,2,-670,1239,-8381,2,1,5
'2017-08-03 20:12:06.164,0,0,0,2,0,1,2,2,645,1018,-8419,-36,4,25,0,0,0,2,0,1,1,2,-677,1245,-8363,2,11,1
'2017-08-03 20:12:06.174,0,0,0,2,0,1,2,2,664,1005,-8404,-30,5,32,0,0,0,2,0,1,1,2,-682,1240,-8397,-6,8,5
'2017-08-03 20:12:06.184,0,0,0,2,0,1,2,2,658,1028,-8419,-43,30,29,0,0,0,2,0,1,1,2,-692,1262,-8368,18,5,-3
'2017-08-03 20:12:06.194,0,0,0,2,0,1,2,2,678,999,-8391,-42,47,28,0,0,0,2,0,1,1,2,-660,1251,-8369,15,2,-4
'2017-08-03 20:12:06.204,0,0,0,2,0,1,2,2,667,1011,-8395,-58,47,24,0,0,0,2,0,1,1,2,-677,1217,-8365,21,-10,5
'2017-08-03 20:12:06.214,0,0,0,2,0,1,2,2,673,1041,-8389,-63,71,25,0,0,0,2,0,1,1,2,-667,1239,-8362,29,-5,-6
'2017-08-03 20:12:06.224,0,0,0,2,0,1,2,2,651,1039,-8395,-65,77,22,0,0,0,2,0,1,1,2,-686,1253,-8377,31,-11,-1
'2017-08-03 20:12:06.234,0,0,0,2,0,1,2,2,673,1010,-8404,-62,86,24,0,0,0,2,0,1,1,2,-692,1234,-8383,33,-23,8
'2017-08-03 20:12:06.244,0,0,0,2,0,1,2,2,683,1011,-8398,-68,88,24,0,0,0,2,0,1,1,2,-679,1262,-8352,30,-32,2
'2017-08-03 20:12:06.254,0,0,0,2,0,1,2,2,715,1018,-8425,-82,76,20,0,0,0,2,0,1,1,2,-678,1229,-8390,20,-34,3
'2017-08-03 20:12:06.264,0,0,0,2,0,1,2,2,682,1009,-8448,-94,41,27,0,0,0,2,0,1,1,2,-675,1200,-8387,12,-31,-1
'2017-08-03 20:12:06.274,0,0,0,2,0,1,2,2,687,1043,-8415,-79,39,17,0,0,0,2,0,1,1,2,-669,1228,-8394,10,-37,2
'2017-08-03 20:12:06.284,0,0,0,2,0,1,2,2,675,1038,-8410,-71,28,23,0,0,0,2,0,1,1,2,-675,1242,-8369,7,-43,0
'2017-08-03 20:12:06.294,0,0,0,2,0,1,2,2,680,1061,-8404,-59,9,20,0,0,0,2,0,1,1,2,-680,1243,-8408,16,-40,3
'2017-08-03 20:12:06.304,0,0,0,2,0,1,2,2,677,1032,-8391,-49,7,21,0,0,0,2,0,1,1,2,-693,1219,-8349,9,-36,-5
'2017-08-03 20:12:06.314,0,0,0,2,0,1,2,2,694,1044,-8449,-37,2,24,0,0,0,2,0,1,1,2,-705,1238,-8361,4,-31,2
'2017-08-03 20:12:06.324,0,0,0,2,0,1,2,2,665,1019,-8395,-34,0,23,0,0,0,2,0,1,1,2,-664,1244,-8349,6,-30,1
'2017-08-03 20:12:06.334,0,0,0,2,0,1,2,2,689,1052,-8412,-36,5,21,0,0,0,2,0,1,1,2,-664,1244,-8395,8,-41,1
'2017-08-03 20:12:06.344,0,0,0,2,0,1,2,2,689,1006,-8427,-32,9,28,0,0,0,2,0,1,1,2,-666,1261,-8380,9,-42,3
'2017-08-03 20:12:06.354,0,0,0,2,0,1,2,2,685,1029,-8389,-42,9,23,0,0,0,2,0,1,1,2,-670,1233,-8369,2,-51,0
'2017-08-03 20:12:06.364,0,0,0,2,0,1,2,2,698,1021,-8413,-38,16,22,0,0,0,2,0,1,1,2,-680,1247,-8378,6,-58,7
'2017-08-03 20:12:06.374,0,0,0,2,0,1,2,2,694,1004,-8377,-49,27,21,0,0,0,2,0,1,1,2,-675,1236,-8371,10,-48,-7
'2017-08-03 20:12:06.384,0,0,0,2,0,1,2,2,671,1008,-8443,-66,41,32,0,0,0,2,0,1,1,2,-690,1242,-8410,0,-51,4
'2017-08-03 20:12:06.394,0,0,0,2,0,1,2,2,671,1004,-8386,-71,58,29,0,0,0,2,0,1,1,2,-657,1234,-8378,2,-44,4
'2017-08-03 20:12:06.404,0,0,0,2,0,1,2,2,726,1004,-8426,-83,78,26,0,0,0,2,0,1,1,2,-680,1251,-8373,8,-40,4
'2017-08-03 20:12:06.414,0,0,0,2,0,1,2,2,709,1035,-8400,-97,74,23,0,0,0,2,0,1,1,2,-651,1244,-8387,11,-44,5
'2017-08-03 20:12:06.424,0,0,0,2,0,1,2,2,713,1023,-8433,-101,79,27,0,0,0,2,0,1,1,2,-683,1196,-8370,9,-39,-4
'2017-08-03 20:12:06.434,0,0,0,2,0,1,2,2,703,1023,-8409,-95,99,24,0,0,0,2,0,1,1,2,-674,1242,-8357,-1,-45,1
'2017-08-03 20:12:06.444,0,0,0,2,0,1,2,2,695,1051,-8410,-103,117,35,0,0,0,2,0,1,1,2,-663,1261,-8372,4,-53,-2
'2017-08-03 20:12:06.454,0,0,0,2,0,1,2,2,716,1046,-8373,-115,139,31,0,0,0,2,0,1,1,2,-663,1249,-8389,-1,-65,-4
'2017-08-03 20:12:06.464,0,0,0,2,0,1,2,2,710,1043,-8388,-104,143,36,0,0,0,2,0,1,1,2,-683,1252,-8357,1,-46,-5
'2017-08-03 20:12:06.474,0,0,0,2,0,1,2,2,724,1058,-8434,-96,132,44,0,0,0,2,0,1,1,2,-692,1225,-8369,8,-41,-3
'2017-08-03 20:12:06.484,0,0,0,2,0,1,2,2,763,1057,-8384,-104,94,34,0,0,0,2,0,1,1,2,-680,1247,-8388,11,-47,6
'2017-08-03 20:12:06.494,0,0,0,2,0,1,2,2,751,1040,-8437,-87,17,28,0,0,0,2,0,1,1,2,-667,1253,-8360,15,-42,-3
'2017-08-03 20:12:06.504,0,0,0,2,0,1,2,2,674,1031,-8429,-61,-38,22,0,0,0,2,0,1,1,2,-683,1263,-8364,31,-34,12
'2017-08-03 20:12:06.514,0,0,0,2,0,1,2,2,703,1025,-8412,-48,-33,24,0,0,0,2,0,1,1,2,-680,1229,-8386,35,-39,-7
'2017-08-03 20:12:06.524,0,0,0,2,0,1,2,2,712,1052,-8381,-52,-18,27,0,0,0,2,0,1,1,2,-674,1217,-8367,23,-28,-3
'2017-08-03 20:12:06.534,0,0,0,2,0,1,2,2,674,1033,-8406,-54,4,27,0,0,0,2,0,1,1,2,-657,1232,-8367,21,-47,-3
'2017-08-03 20:12:06.544,0,0,0,2,0,1,2,2,707,1021,-8370,-72,35,30,0,0,0,2,0,1,1,2,-699,1247,-8364,12,-37,2
'2017-08-03 20:12:06.554,0,0,0,2,0,1,2,2,713,1024,-8408,-86,68,33,0,0,0,2,0,1,1,2,-664,1239,-8403,-1,-47,-3
'2017-08-03 20:12:06.564,0,0,0,2,0,1,2,2,714,1043,-8356,-101,88,33,0,0,0,2,0,1,1,2,-687,1249,-8377,-6,-54,-3
'2017-08-03 20:12:06.574,0,0,0,2,0,1,2,2,713,1056,-8394,-101,118,36,0,0,0,2,0,1,1,2,-660,1258,-8399,-9,-61,-2
'2017-08-03 20:12:06.584,0,0,0,2,0,1,2,2,735,1051,-8405,-122,130,44,0,0,0,2,0,1,1,2,-674,1228,-8385,-7,-53,4
'2017-08-03 20:12:06.594,0,0,0,2,0,1,2,2,711,987,-8391,-135,142,33,0,0,0,2,0,1,1,2,-680,1240,-8386,-7,-48,2
