시간,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-01 14:58:38.588,0,0,0,0,0,0,0,0,-12940,2439,-31230,-14351,17336,4021,0,0,0,0,0,0,0,0,-951,1334,-10664,-801,-980,264
'2017-08-01 14:58:38.598,0,0,0,0,0,0,0,0,-15663,-659,-32018,-17004,23075,4384,0,0,0,0,0,0,0,0,-891,1966,-10599,-801,-980,264
'2017-08-01 14:58:38.608,0,0,0,0,0,0,0,0,-20736,-4614,-32078,-14947,29304,5785,0,0,0,0,0,0,0,0,-930,2287,-11034,-801,-980,264
'2017-08-01 14:58:38.618,0,0,0,0,0,0,0,0,-29437,-6211,-29879,-10344,32013,7515,0,0,0,0,0,0,0,0,-750,2640,-10690,-801,-980,264
'2017-08-01 14:58:38.628,0,0,0,0,0,0,0,0,-32767,-5994,-16694,-7438,29523,8798,0,0,0,0,0,0,0,0,-704,1663,-10371,-1131,6054,3632
'2017-08-01 14:58:38.638,0,0,0,0,0,0,0,0,-32767,-3394,-8498,-5461,21991,8643,0,0,0,0,0,0,0,0,-831,3386,-10199,-373,6792,4017
'2017-08-01 14:58:38.648,0,0,0,0,0,0,0,0,-32766,978,-9188,-3982,11766,5427,0,0,0,0,0,0,0,0,-1157,3022,-10018,217,7145,4699
'2017-08-01 14:58:38.658,0,0,0,0,0,0,0,0,-32767,-3094,-11266,-6077,3175,-263,0,0,0,0,0,0,0,0,-1573,3871,-9456,495,7408,5437
'2017-08-01 14:58:38.668,0,0,0,0,0,0,0,0,-32767,-12802,-13377,-5915,-2395,-3975,0,0,0,0,0,0,0,0,-3831,2462,-8985,1303,6932,6126
'2017-08-01 14:58:38.678,0,0,0,0,0,0,0,0,-32767,-18508,-13850,-116,-5728,-3231,0,0,0,0,0,0,0,0,-5659,4086,-7692,2676,6509,6294
'2017-08-01 14:58:38.688,0,0,0,0,0,0,0,0,-31298,-12008,-17825,8641,-8345,334,0,0,0,0,0,0,0,0,-7785,4318,-7885,3128,5794,5918
'2017-08-01 14:58:38.698,0,0,0,1,0,0,0,1,7384,-2399,-3157,6005,-16389,-5791,0,0,0,0,0,0,0,0,-9823,4413,-8520,3146,3898,4522
'2017-08-01 14:58:38.708,0,0,0,2,0,0,0,2,13092,-2129,-6375,8964,-12862,-1657,0,0,0,0,0,0,0,0,-10171,4452,-7972,3050,1354,2739
'2017-08-01 14:58:38.718,0,0,0,2,0,0,0,2,-5977,6678,-2620,22318,-23943,-228,0,0,0,0,0,0,0,0,-9661,4604,-7110,2737,-287,1048
'2017-08-01 14:58:38.728,0,0,0,2,0,0,0,2,-4214,2327,-30900,20462,-32558,5272,0,0,0,0,0,0,0,0,-9145,5193,-6316,1849,-874,-324
