시간,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-01 15:45:49.548,2,2,2,0,2,2,1,0,-262,3070,-15728,-1533,-19983,-3158,1,2,0,1,0,1,0,1,-170,310,-8482,1,-56,-1
'2017-08-01 15:45:49.558,2,2,2,0,2,2,1,0,259,3239,-17322,-407,-22591,-3656,1,2,0,1,0,1,0,1,-161,324,-8534,1,-56,-1
'2017-08-01 15:45:49.568,2,2,2,0,2,2,1,0,670,3982,-16894,-164,-26161,-4386,1,2,0,1,0,1,0,1,-155,336,-8501,1,-56,-1
'2017-08-01 15:45:49.578,2,2,2,0,2,2,1,0,-155,5147,-17687,511,-29943,-5328,1,2,0,1,0,1,0,1,-164,324,-8509,1,-56,-1
'2017-08-01 15:45:49.588,2,2,2,0,2,2,0,0,-2288,6260,-21125,632,-32768,-6326,1,2,0,1,0,1,0,1,-165,318,-8488,-34,-37,-3
'2017-08-01 15:45:49.598,2,2,2,0,1,2,0,0,-3381,3844,-23142,331,-32747,-6842,1,2,0,1,0,1,0,1,-179,296,-8458,-17,-33,11
'2017-08-01 15:45:49.608,2,2,2,0,0,1,0,0,-11841,4523,-24587,-69,-32768,-5508,1,2,0,1,0,1,0,1,-167,326,-8460,-21,-54,3
'2017-08-01 15:45:49.618,2,1,1,0,0,1,0,0,-3824,8258,-32768,-3984,-32353,-6181,1,2,0,1,0,1,0,1,-199,326,-8515,-21,-26,9
'2017-08-01 15:45:49.628,2,1,1,0,0,1,0,0,377,1317,-32468,-5812,-32504,-6900,1,2,0,1,1,1,0,1,-157,330,-8523,-15,23,1
'2017-08-01 15:45:49.638,1,1,0,0,0,1,0,0,5215,4602,-27440,-2387,-32761,-7259,1,2,0,1,1,1,0,1,-195,343,-8518,9,83,13
'2017-08-01 15:45:49.648,1,0,0,0,0,1,0,0,11868,8653,-24820,-103,-32768,-9015,1,2,0,1,1,1,0,1,-155,327,-8547,26,174,41
