시간,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-03 15:45:50.750,0,0,0,1,0,0,1,0,3930,-1237,-7473,1233,2613,-189,0,1,2,1,0,2,2,1,84,1163,-8456,-10,-38,-8
'2017-08-03 15:45:50.760,0,0,0,1,0,0,2,1,1351,246,-10031,231,859,261,0,1,2,1,0,2,2,1,135,1093,-8423,-10,-38,-8
'2017-08-03 15:45:50.770,0,0,0,1,0,0,2,1,83,402,-10773,-589,-971,164,0,1,2,1,0,2,2,1,180,1122,-8390,-10,-38,-8
'2017-08-03 15:45:50.780,0,0,1,1,0,1,2,1,-97,1300,-8087,-379,-1831,25,0,1,2,1,0,2,2,1,220,1120,-8376,-10,-38,-8
'2017-08-03 15:45:50.790,0,0,1,1,0,1,2,1,-387,993,-7166,591,-799,-241,0,1,2,1,0,2,2,1,156,1083,-8501,-260,587,128
'2017-08-03 15:45:50.800,0,1,1,2,0,1,2,1,-830,70,-7573,1112,527,-214,0,1,2,1,0,2,2,1,166,1219,-8482,-233,612,119
'2017-08-03 15:45:50.810,0,1,1,2,0,1,2,1,-130,-41,-8011,793,1877,165,0,1,2,1,0,2,2,1,191,1247,-8484,-76,602,148
'2017-08-03 15:45:50.820,0,1,1,2,0,1,2,2,307,117,-9028,184,2212,380,0,1,2,1,0,2,2,1,246,1202,-8466,46,594,175
'2017-08-03 15:45:50.830,0,1,1,2,0,1,2,2,401,508,-9516,-303,1793,409,0,1,2,1,0,2,2,1,245,1239,-8422,165,549,177
'2017-08-03 15:45:50.840,0,1,1,2,0,1,2,2,431,797,-9372,-341,1060,296,0,1,2,1,0,2,2,1,281,1153,-8402,237,456,174
'2017-08-03 15:45:50.850,0,1,2,2,0,1,2,2,447,770,-9036,-159,524,136,0,1,2,1,0,2,2,1,303,1134,-8392,220,349,150
'2017-08-03 15:45:50.860,0,1,2,2,0,1,2,2,404,546,-9087,-76,129,6,0,1,2,1,0,2,2,1,328,1047,-8360,156,186,108
'2017-08-03 15:45:50.870,0,1,2,2,0,1,2,2,365,490,-8989,-210,-150,-57,0,1,2,1,0,2,2,1,336,1060,-8366,60,33,53
'2017-08-03 15:45:50.880,0,1,2,2,0,1,2,2,320,490,-8857,-342,-319,-81,0,1,2,1,0,2,2,1,298,1092,-8356,-13,-91,15
'2017-08-03 15:45:50.890,0,1,2,2,0,1,2,2,295,553,-8746,-410,-426,-83,0,1,2,1,0,2,2,1,303,1088,-8414,-68,-189,-3
'2017-08-03 15:45:50.900,0,1,2,2,0,1,2,2,263,534,-8697,-412,-486,-69,0,1,2,1,0,2,2,1,232,1156,-8475,-125,-196,-23
'2017-08-03 15:45:50.910,0,1,2,2,0,1,2,2,252,550,-8583,-413,-543,-75,0,1,2,1,0,2,2,1,307,1097,-8458,-181,-190,-19
'2017-08-03 15:45:50.920,0,1,2,2,0,1,2,2,220,565,-8446,-391,-511,-52,0,1,2,1,0,2,2,1,274,994,-8524,-377,-218,-44
'2017-08-03 15:45:50.930,0,1,1,2,0,1,2,2,206,517,-8475,-375,-426,-59,0,1,2,1,0,2,2,1,220,1065,-8500,-654,-213,-84
'2017-08-03 15:45:50.940,0,1,1,2,0,1,2,2,229,490,-8419,-406,-312,-43,0,1,2,1,0,2,2,1,289,990,-8513,-1015,-239,-70
'2017-08-03 15:45:50.950,0,1,1,2,0,1,2,2,228,502,-8467,-458,-214,-22,0,1,2,1,0,2,2,1,241,893,-8533,-1489,-296,-132
'2017-08-03 15:45:50.960,0,1,1,2,0,1,2,1,252,560,-8495,-488,-160,-8,0,1,2,1,0,2,2,1,233,1091,-8478,-1858,-334,-211
'2017-08-03 15:45:50.970,0,1,1,2,0,1,2,1,248,609,-8459,-482,-128,7,0,1,2,1,0,2,2,1,260,1147,-8471,-2061,-409,-260
'2017-08-03 15:45:50.980,0,1,1,2,0,1,2,1,251,640,-8459,-425,-97,0,0,1,2,0,0,2,2,1,302,1241,-8349,-2163,-512,-313
'2017-08-03 15:45:50.990,0,1,1,2,0,1,2,1,208,622,-8428,-365,-57,4,0,1,2,0,0,2,2,1,249,1401,-8359,-2161,-635,-362
'2017-08-03 15:45:51.000,0,1,1,2,0,1,2,1,281,638,-8454,-306,-46,9,0,1,2,0,0,2,2,1,173,1511,-8268,-1996,-735,-328
'2017-08-03 15:45:51.010,0,1,1,2,0,1,2,1,275,647,-8483,-236,-75,-8,0,1,2,0,0,2,2,1,161,1758,-8218,-1691,-797,-266
