시간,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-03 15:17:09.220,0,0,0,2,0,1,2,2,65,507,-8589,854,-1220,-182,0,0,0,2,0,0,2,2,104,922,-8053,85,52,142
'2017-08-03 15:17:09.230,0,0,0,2,0,1,2,2,29,483,-8608,687,-1189,-164,0,0,0,2,0,0,2,2,97,901,-8019,85,52,142
'2017-08-03 15:17:09.240,0,0,0,2,0,1,2,2,-22,536,-8507,543,-1144,-152,0,0,0,2,0,0,2,2,35,953,-7964,85,52,142
'2017-08-03 15:17:09.250,0,0,0,2,0,1,2,2,-13,556,-8495,485,-1058,-149,0,0,0,2,0,0,2,2,51,974,-7987,85,52,142
'2017-08-03 15:17:09.260,0,0,0,2,0,1,2,2,-40,583,-8374,479,-997,-172,0,0,0,2,0,0,2,2,28,909,-7944,-217,-1023,-134
'2017-08-03 15:17:09.270,0,0,0,2,0,1,2,2,11,628,-8460,545,-1013,-180,0,0,0,2,0,0,2,2,6,949,-7966,-142,-1020,-131
'2017-08-03 15:17:09.280,0,0,0,2,0,2,2,2,-13,617,-8470,708,-1097,-189,0,0,0,2,0,0,2,2,-80,982,-7940,150,-891,-156
'2017-08-03 15:17:09.290,0,0,1,2,0,2,2,2,-39,621,-8552,857,-1236,-208,0,0,0,2,0,0,2,2,-79,1014,-7976,271,-814,-167
'2017-08-03 15:17:09.300,0,0,1,2,0,2,2,2,-75,523,-8625,1001,-1395,-272,0,0,0,2,0,0,2,2,-113,1011,-8018,512,-628,-172
'2017-08-03 15:17:09.310,1,0,1,2,0,2,2,2,-107,531,-8616,1006,-1544,-301,0,0,0,2,0,0,2,2,-164,1008,-8098,759,-412,-150
'2017-08-03 15:17:09.320,1,0,1,2,0,2,2,2,-72,475,-8668,952,-1717,-357,0,0,0,2,0,0,2,2,-144,1016,-8103,979,-131,-122
'2017-08-03 15:17:09.330,1,1,1,2,0,2,2,2,-179,429,-8803,856,-1967,-408,0,0,0,2,0,0,2,2,-159,908,-8238,1126,137,-81
'2017-08-03 15:17:09.340,1,1,2,2,0,2,2,2,-190,433,-8879,690,-2239,-438,0,0,0,2,0,0,2,2,-59,849,-8274,1135,300,-31
'2017-08-03 15:17:09.350,1,1,2,2,0,2,2,1,-169,528,-9108,508,-2741,-519,0,0,0,2,0,0,2,2,-120,832,-8148,1072,410,10
'2017-08-03 15:17:09.360,1,2,2,1,0,2,2,1,-271,693,-9277,349,-3394,-633,0,0,0,2,0,0,2,2,-58,787,-8203,1050,502,52
'2017-08-03 15:17:09.370,2,2,2,1,0,2,2,1,-170,719,-9572,194,-4305,-796,0,0,0,2,0,0,2,2,16,772,-8204,963,538,79
'2017-08-03 15:17:09.380,2,2,2,1,0,2,2,0,-104,940,-9984,-25,-5228,-931,0,0,0,2,0,0,2,2,-24,704,-8192,801,544,89
'2017-08-03 15:17:09.390,2,2,2,0,0,2,2,0,-568,385,-9871,-386,-5680,-1299,0,0,1,2,0,0,2,2,-102,724,-8140,703,644,111
'2017-08-03 15:17:09.400,2,2,2,0,0,2,2,0,-679,1142,-10498,-1134,-5584,-1615,0,0,1,2,0,0,2,2,-34,703,-8249,638,823,142
'2017-08-03 15:17:09.410,2,2,2,0,1,2,2,0,-732,1917,-12646,-3288,-7065,-2134,0,0,1,2,0,0,2,2,-9,675,-8261,537,972,171
'2017-08-03 15:17:09.420,2,2,2,0,1,2,2,0,-574,-1011,-12217,-2079,-8940,-2655,0,0,1,2,0,0,2,2,25,686,-8200,405,1065,194
'2017-08-03 15:17:09.430,2,2,2,0,1,2,1,0,250,392,-10131,1087,-10334,-1766,0,0,1,2,0,0,2,2,22,612,-8144,289,1091,196
'2017-08-03 15:17:09.440,2,2,2,0,1,2,1,0,-1919,2436,-16576,-972,-10153,-1834,0,0,1,2,0,0,2,2,97,619,-8131,201,1101,212
'2017-08-03 15:17:09.450,2,2,2,0,1,2,0,0,351,3388,-16171,-1063,-15499,-2551,0,0,1,2,0,0,2,2,121,639,-8045,130,1058,209
'2017-08-03 15:17:09.460,2,2,2,0,1,2,0,0,800,2320,-16138,-1192,-16683,-3059,0,0,1,2,0,0,2,2,96,682,-8074,118,1060,212
'2017-08-03 15:17:09.470,2,2,2,0,1,2,0,0,-26,6889,-17737,-72,-19724,-3626,0,0,2,2,0,0,2,2,135,636,-8030,152,1105,247
'2017-08-03 15:17:09.480,2,2,2,0,1,2,0,0,661,2233,-19194,-334,-23159,-5789,0,0,2,2,0,0,2,2,136,700,-8084,215,1213,266
'2017-08-03 15:17:09.490,2,2,2,0,1,2,0,0,938,7474,-20167,3209,-27395,-5397,0,0,2,2,0,0,2,2,131,653,-8113,316,1381,291
'2017-08-03 15:17:09.500,2,2,2,0,1,1,0,0,1,5373,-21950,2196,-30997,-8128,0,0,2,2,0,0,2,2,171,630,-8176,371,1556,333
'2017-08-03 15:17:09.510,2,2,2,0,1,1,0,0,210,7081,-23571,6872,-32768,-8727,0,0,2,2,0,0,2,2,231,569,-8111,385,1698,363
'2017-08-03 15:17:09.520,2,2,2,0,0,1,0,0,-2860,6637,-30772,8546,-32761,-8583,0,1,2,2,0,1,2,2,287,560,-8117,375,1797,371
'2017-08-03 15:17:09.530,2,1,1,0,0,1,0,0,-3760,10036,-31946,9425,-32768,-9397,0,1,2,2,0,1,2,2,331,543,-8073,360,1782,355
'2017-08-03 15:17:09.540,2,1,1,0,0,0,0,0,3014,11613,-31153,7908,-32768,-9997,0,1,2,2,0,1,2,2,388,524,-8011,340,1766,350
'2017-08-03 15:17:09.550,2,1,0,0,0,0,0,0,829,6472,-31479,9529,-31663,-12398,0,1,2,2,0,1,2,2,419,583,-7972,374,1654,337
'2017-08-03 15:17:09.560,1,0,0,0,0,0,0,0,13222,6983,-24816,16651,-31176,-11238,0,1,2,2,0,1,2,2,478,529,-7996,401,1604,334
'2017-08-03 15:17:09.570,0,0,0,0,0,0,0,0,23174,11918,-11447,24125,-29268,-9875,0,1,2,2,0,1,2,2,502,513,-7945,417,1506,312
'2017-08-03 15:17:09.580,0,0,0,0,0,0,0,0,17380,14846,14873,25412,-15469,-5836,0,1,2,2,0,1,2,2,483,509,-7942,451,1401,325
'2017-08-03 15:17:09.590,0,0,0,0,0,0,0,0,17130,23750,-20947,7689,2858,-3592,0,1,2,2,0,1,2,2,575,466,-7979,470,1303,333
'2017-08-03 15:17:09.600,0,0,0,0,0,0,0,0,14724,13535,-7586,-751,9771,-799,0,1,2,2,0,1,2,1,567,401,-7952,423,1216,327
'2017-08-03 15:17:09.610,0,0,0,0,0,0,0,0,10922,6772,-4286,-2637,12456,1699,1,1,2,2,0,1,2,1,586,406,-7972,364,1148,312
'2017-08-03 15:17:09.620,0,0,0,0,0,0,0,0,8022,6308,-3318,-998,11685,3306,1,1,2,2,0,1,2,1,563,448,-8065,339,1162,328
'2017-08-03 15:17:09.630,0,0,0,0,0,0,0,0,8117,8650,-3048,48,10408,4202,1,1,2,2,0,1,2,1,575,452,-8142,312,1243,344
'2017-08-03 15:17:09.640,0,0,0,0,0,0,0,0,8336,9675,-2652,-2292,10548,3738,1,1,2,2,0,1,2,1,589,434,-8102,328,1328,362
'2017-08-03 15:17:09.650,0,0,0,0,0,0,0,0,8206,8954,-4375,-6194,11822,3037,1,2,2,2,0,1,2,1,640,432,-8059,363,1402,381
'2017-08-03 15:17:09.660,0,0,0,0,0,0,0,0,7843,6588,-5902,-8761,13701,2643,1,2,2,2,0,1,2,1,704,373,-7985,384,1410,398
'2017-08-03 15:17:09.670,0,0,0,0,0,0,0,0,7395,4786,-6736,-9150,16166,2755,1,2,2,1,0,1,2,1,758,329,-7853,383,1309,384
'2017-08-03 15:17:09.680,0,0,0,0,0,0,0,0,6632,4336,-8081,-8440,18895,3168,1,2,2,1,0,1,2,1,842,251,-7885,333,1113,343
'2017-08-03 15:17:09.690,0,0,0,0,0,0,0,0,5680,4873,-9493,-8325,21494,3536,1,2,2,1,0,1,2,1,848,260,-7837,239,899,294
'2017-08-03 15:17:09.700,0,0,0,0,0,0,0,0,4630,4801,-10780,-9379,23507,3634,1,2,2,1,0,2,2,1,835,252,-7887,181,700,251
