시간,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-07-31 19:27:43.826,2,2,2,0,2,2,2,0,-263,630,-9382,-570,-4425,-317,0,0,1,1,0,1,1,1,-575,941,-8414,-18,-12,4
'2017-07-31 19:27:43.836,2,2,2,0,2,2,2,0,-175,-117,-10754,-555,-3883,-357,0,0,1,1,0,1,1,1,-575,941,-8414,-18,-12,4
'2017-07-31 19:27:43.846,2,2,2,0,2,2,2,0,-124,209,-11558,-859,-4161,-304,0,0,1,1,0,1,1,1,-590,954,-8428,-18,-12,4
'2017-07-31 19:27:43.856,2,2,2,0,2,2,2,0,89,145,-12049,-972,-5893,-69,0,0,1,1,0,1,1,1,-548,956,-8433,-18,-12,4
'2017-07-31 19:27:43.866,2,2,2,0,2,2,2,0,-391,16,-10584,-1500,-7526,243,0,0,1,1,0,1,1,1,-572,936,-8405,-18,-12,4
'2017-07-31 19:27:43.876,2,2,2,0,2,2,2,0,-342,1455,-11769,-2107,-8813,174,0,0,1,1,0,1,1,1,-582,931,-8396,-73,-109,1
'2017-07-31 19:27:43.886,2,2,2,0,2,2,2,0,-678,-894,-11002,-2859,-10739,577,0,0,1,1,0,1,1,1,-586,971,-8451,-70,-111,-15
'2017-07-31 19:27:43.896,2,2,2,0,2,2,1,0,-727,-59,-11793,-3130,-11498,603,0,0,1,1,0,1,1,1,-595,934,-8422,-60,-96,-9
'2017-07-31 19:27:43.906,2,2,1,0,2,2,1,0,-666,1528,-12823,-3254,-12477,536,0,0,1,1,0,1,1,1,-539,975,-8454,-84,-112,-7
'2017-07-31 19:27:43.916,2,2,1,0,2,2,0,0,-511,1877,-15692,-4098,-14073,13,0,0,0,1,0,1,1,1,-578,969,-8416,-112,-132,-14
'2017-07-31 19:27:43.926,2,2,1,0,2,2,0,0,-381,100,-18799,-4916,-16605,-470,0,0,0,1,0,1,1,1,-561,959,-8411,-88,-159,-28
'2017-07-31 19:27:43.936,2,2,1,0,2,2,0,0,486,589,-19338,-5772,-20421,-352,0,0,0,1,0,1,1,1,-571,952,-8424,-82,-219,-47
