__,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,__1,__2,__3,__4,__5,__6,__7,__8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-03 17:10:01.240,0,1,0,1,0,0,0,1,109,311,-8543,-35,7,14,1,1,1,2,0,0,0,1,-483,406,-8494,-19,97,24
'2017-08-03 17:10:01.250,0,1,0,1,0,0,0,1,89,332,-8540,-30,27,14,1,1,1,2,0,0,0,1,-458,415,-8492,-19,97,24
'2017-08-03 17:10:01.260,0,1,0,1,0,0,0,1,101,308,-8560,-32,42,19,1,1,1,2,0,0,0,1,-488,377,-8498,-19,97,24
'2017-08-03 17:10:01.270,0,1,0,1,0,0,0,1,103,317,-8502,-51,53,20,1,1,1,2,0,0,0,1,-478,387,-8501,-19,97,24
'2017-08-03 17:10:01.280,0,1,0,1,0,0,0,1,90,314,-8534,-54,73,25,1,1,1,2,0,0,0,1,-468,387,-8481,-3,-28,16
'2017-08-03 17:10:01.290,0,1,0,1,0,0,0,1,75,297,-8541,-85,106,32,1,1,1,2,0,0,0,1,-482,390,-8510,0,-13,12
'2017-08-03 17:10:01.300,0,1,0,1,0,0,0,1,123,316,-8538,-93,144,43,1,1,1,2,0,0,0,1,-450,388,-8459,-10,-32,11
'2017-08-03 17:10:01.310,0,1,0,1,0,0,0,1,101,316,-8533,-98,148,46,1,1,1,2,0,0,0,1,-477,390,-8475,-15,-41,4
'2017-08-03 17:10:01.320,0,1,0,1,0,0,0,1,130,323,-8569,-95,153,39,1,1,1,2,0,0,0,1,-479,384,-8492,-17,-45,5
'2017-08-03 17:10:01.330,0,1,0,1,0,0,0,1,117,308,-8561,-86,160,38,1,1,1,2,0,0,0,1,-462,361,-8490,-10,-62,6
'2017-08-03 17:10:01.340,0,1,0,1,0,0,0,1,120,320,-8524,-91,165,35,1,1,1,2,0,0,0,1,-467,384,-8460,-14,-61,-3
'2017-08-03 17:10:01.350,0,1,0,1,0,0,0,1,108,299,-8550,-121,224,37,1,1,1,2,0,0,0,1,-467,402,-8478,-15,-70,0
'2017-08-03 17:10:01.360,0,1,0,2,0,0,0,1,149,320,-8480,-171,274,36,1,1,1,2,0,0,0,1,-507,387,-8488,-7,-53,2
'2017-08-03 17:10:01.370,0,1,0,2,0,0,0,1,140,302,-8523,-173,322,40,1,1,1,2,0,0,0,1,-499,392,-8498,3,-20,8
'2017-08-03 17:10:01.380,0,1,0,2,0,0,0,1,156,327,-8542,-172,355,37,1,1,1,2,0,0,0,1,-497,383,-8496,9,-10,6
'2017-08-03 17:10:01.390,0,1,0,2,0,0,0,2,159,355,-8563,-162,350,45,1,1,1,2,0,0,0,1,-460,392,-8526,16,20,7
'2017-08-03 17:10:01.400,0,1,0,2,0,0,0,2,150,354,-8586,-156,312,38,1,1,1,2,0,0,0,1,-476,400,-8487,-4,21,13
'2017-08-03 17:10:01.410,0,1,0,2,0,0,0,2,165,336,-8581,-167,290,42,1,1,1,2,0,0,0,1,-489,375,-8500,1,17,-2
'2017-08-03 17:10:01.420,0,1,0,2,0,0,0,2,124,313,-8564,-203,328,34,1,1,1,2,0,0,0,1,-475,365,-8512,-5,28,-1
'2017-08-03 17:10:01.430,0,0,0,2,0,0,0,2,174,327,-8514,-287,413,40,1,1,1,2,0,0,0,1,-486,409,-8500,-3,60,8
'2017-08-03 17:10:01.440,0,0,0,2,0,0,0,2,163,358,-8519,-314,468,23,1,1,1,2,0,0,0,1,-460,401,-8480,1,81,3
'2017-08-03 17:10:01.450,0,0,0,2,0,0,0,2,210,328,-8559,-338,509,32,1,1,1,2,0,0,0,1,-481,383,-8501,6,75,16
'2017-08-03 17:10:01.460,0,0,0,2,0,0,0,2,223,390,-8566,-365,487,25,1,1,1,2,0,0,0,1,-465,381,-8490,15,69,14
'2017-08-03 17:10:01.470,0,0,0,2,0,0,0,2,218,376,-8590,-327,430,32,1,1,1,2,0,0,0,1,-461,382,-8480,5,49,10
'2017-08-03 17:10:01.480,0,0,0,2,0,0,0,2,253,388,-8550,-316,385,21,1,1,1,2,0,0,0,1,-451,397,-8478,11,41,10
'2017-08-03 17:10:01.490,0,0,0,2,0,0,0,2,241,400,-8569,-293,346,20,1,1,1,2,0,0,0,1,-456,370,-8505,15,34,14
'2017-08-03 17:10:01.500,0,0,0,2,0,0,0,2,252,370,-8542,-274,307,29,1,1,1,2,0,0,0,1,-449,393,-8487,17,21,13
'2017-08-03 17:10:01.510,0,0,0,2,0,0,0,2,243,403,-8540,-262,247,24,1,1,1,2,0,0,0,1,-460,366,-8486,8,17,11
'2017-08-03 17:10:01.520,0,0,0,2,0,0,0,2,299,421,-8575,-223,118,16,1,1,1,2,0,0,0,1,-438,379,-8474,0,22,6
'2017-08-03 17:10:01.530,0,0,0,2,0,0,0,2,283,423,-8602,-183,-65,10,1,1,1,2,0,0,0,1,-482,379,-8520,6,27,8
'2017-08-03 17:10:01.540,0,0,0,2,0,0,0,2,300,393,-8606,-163,-280,0,1,1,1,2,0,0,0,1,-451,360,-8494,8,49,0
'2017-08-03 17:10:01.550,0,0,0,2,0,0,0,2,280,469,-8663,-188,-513,-26,1,1,1,2,0,0,0,1,-448,386,-8482,6,45,11
'2017-08-03 17:10:01.560,0,0,0,2,0,0,1,2,286,442,-8656,-179,-791,-41,1,1,1,2,0,0,0,1,-466,381,-8508,2,32,9
'2017-08-03 17:10:01.570,0,0,0,2,0,0,1,2,262,450,-8758,-152,-1108,-64,1,1,1,2,0,0,0,1,-431,389,-8468,-5,11,7
'2017-08-03 17:10:01.580,0,0,0,2,0,0,1,1,194,489,-8768,-109,-1374,-85,1,1,1,2,0,0,0,1,-432,367,-8459,-11,-19,6
'2017-08-03 17:10:01.590,0,0,0,1,0,0,1,1,202,559,-8785,-19,-1630,-117,1,1,1,2,0,0,0,1,-459,387,-8456,-5,-36,0
'2017-08-03 17:10:01.600,0,0,0,1,0,0,1,1,237,537,-8875,91,-1904,-183,1,1,1,2,0,0,0,1,-450,354,-8467,0,-37,1
'2017-08-03 17:10:01.610,0,0,0,1,0,0,0,0,203,506,-9044,-99,-2359,-282,1,1,1,2,0,0,0,1,-448,382,-8514,1,-41,7
'2017-08-03 17:10:01.620,0,0,0,1,0,0,0,0,121,769,-9322,-527,-2771,-464,1,1,1,2,0,0,0,1,-444,378,-8479,7,-29,5
'2017-08-03 17:10:01.630,0,1,0,0,0,0,0,0,1379,3407,-13448,-1394,-3310,-1312,1,1,1,2,0,0,0,1,-446,378,-8496,9,-32,8
'2017-08-03 17:10:01.640,0,1,0,0,0,0,0,0,119,1743,-15596,-1713,-7031,-1892,1,1,1,2,0,0,0,1,-442,372,-8514,-10,-32,5
'2017-08-03 17:10:01.650,0,1,0,0,0,0,0,0,1224,4776,-13693,-1968,-9503,-2659,1,1,1,2,0,0,0,1,-441,376,-8518,-14,-47,6
'2017-08-03 17:10:01.660,0,1,0,0,0,0,0,0,1142,1110,-15254,-1207,-10072,-3737,1,1,1,2,0,0,0,1,-429,367,-8466,-9,-48,-1
'2017-08-03 17:10:01.670,0,0,0,0,0,0,0,0,347,2095,-12865,109,-11220,-3621,1,1,1,2,0,0,0,1,-446,381,-8495,-5,-57,2
'2017-08-03 17:10:01.680,0,0,0,0,0,0,0,0,609,4484,-11169,-779,-11893,-4274,1,1,1,2,0,0,0,1,-461,372,-8495,-10,-36,2
'2017-08-03 17:10:01.690,0,0,0,0,0,0,0,0,-528,2842,-11160,-1948,-11877,-5387,1,1,1,2,0,0,0,1,-447,391,-8521,-3,-31,5
'2017-08-03 17:10:01.700,0,0,0,0,0,0,0,0,1419,2084,-11345,-318,-11432,-5901,1,1,1,2,0,0,0,1,-440,357,-8473,2,-37,4
'2017-08-03 17:10:01.710,0,0,0,0,0,0,0,0,1789,1574,-8859,2966,-11910,-5570,1,1,1,2,0,0,0,1,-436,377,-8466,-8,-49,1
'2017-08-03 17:10:01.720,0,0,0,0,0,0,0,0,9897,3149,-8216,5611,-10601,-4936,1,1,1,2,0,0,0,1,-465,367,-8490,1,-60,4
'2017-08-03 17:10:01.730,0,0,0,0,0,0,0,0,9103,4196,-5869,7015,-6131,-3897,1,1,1,2,0,0,0,1,-432,365,-8462,-4,-61,-1
'2017-08-03 17:10:01.740,0,0,0,0,0,0,0,0,7591,7374,-9378,4533,-2787,-2615,1,1,1,2,0,0,0,1,-479,390,-8494,-8,-68,-2
'2017-08-03 17:10:01.750,0,0,0,0,0,0,0,0,9015,6574,-5032,1749,378,-2192,1,1,1,2,0,0,0,1,-428,374,-8487,2,-70,-1
'2017-08-03 17:10:01.760,0,0,0,0,0,0,0,0,7653,5239,-4111,-202,1561,-2387,1,1,1,2,0,0,0,1,-438,401,-8491,2,-72,6
'2017-08-03 17:10:01.770,0,0,0,0,0,0,0,0,7417,4451,-4646,-1081,2067,-2403,1,1,1,2,0,0,0,1,-448,371,-8470,0,-66,4
'2017-08-03 17:10:01.780,0,0,0,0,0,0,0,0,7686,3803,-4584,-1869,2878,-2389,1,1,1,2,0,0,0,1,-464,367,-8489,-5,-60,-1
