시간,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-01 19:00:31.322,0,0,0,0,0,0,0,0,21244,-1204,12222,4747,5553,-6540,0,0,0,0,0,0,0,0,-4045,-99,-8347,248,762,49
'2017-08-01 19:00:31.332,0,0,0,0,0,0,0,0,8290,3541,-10565,812,12921,-6311,0,0,0,0,0,0,0,0,-4045,-99,-8347,248,762,49
'2017-08-01 19:00:31.342,0,0,0,0,0,0,0,0,2442,3299,-12512,80,14017,-6120,0,0,0,0,0,0,0,0,-4013,-524,-8433,248,762,49
'2017-08-01 19:00:31.352,0,0,0,0,0,0,0,0,4262,2299,-5316,20,13737,-5317,0,0,0,0,0,0,0,0,-3934,-795,-8698,248,762,49
'2017-08-01 19:00:31.362,0,0,0,0,0,0,0,0,5573,1745,-1953,-220,14226,-4895,0,0,0,0,0,0,0,0,-3883,-596,-8884,248,762,49
'2017-08-01 19:00:31.372,0,0,0,0,0,0,0,0,3983,2048,-3730,-1044,15109,-4585,0,0,0,0,0,0,0,0,-3735,-222,-9142,-971,-4462,3368
'2017-08-01 19:00:31.382,0,0,0,0,0,0,0,0,2853,1868,-6427,-1693,15806,-4068,0,0,0,0,0,0,0,0,-3376,-256,-9283,-1004,-4611,3452
'2017-08-01 19:00:31.392,0,0,0,0,0,0,0,0,3035,1403,-5822,-2050,16881,-3462,0,0,0,0,0,0,0,0,-3130,-252,-9364,-1002,-4770,3345
'2017-08-01 19:00:31.402,0,0,0,0,0,0,0,0,3236,1258,-6158,-2074,18503,-2901,0,0,0,0,0,0,0,0,-2819,-93,-9358,-1058,-4991,3067
'2017-08-01 19:00:31.412,0,0,0,0,0,0,0,0,2854,908,-7377,-2141,20317,-2311,0,0,0,0,0,0,0,0,-2331,21,-9211,-1134,-5052,2677
'2017-08-01 19:00:31.422,0,0,0,0,0,0,0,0,2188,736,-7895,-2055,21815,-1695,0,0,0,0,0,0,0,0,-2049,276,-9121,-1225,-4861,2271
'2017-08-01 19:00:31.432,0,0,0,0,0,0,0,0,1406,1204,-8288,-1821,22673,-1125,0,0,0,0,0,0,0,0,-2121,560,-9157,-1378,-4604,1903
'2017-08-01 19:00:31.442,0,0,0,0,0,0,0,0,680,1689,-8744,-2116,22896,-606,0,0,0,0,0,0,0,0,-2443,324,-9047,-1726,-4410,1560
'2017-08-01 19:00:31.452,0,0,0,0,0,0,0,0,102,2085,-8935,-2954,22645,-116,0,0,0,0,0,0,0,0,-2747,-326,-8968,-2034,-4283,1151
'2017-08-01 19:00:31.462,0,0,0,0,0,0,0,0,-142,2141,-9500,-4002,22204,298,0,0,0,0,0,0,0,0,-3052,-828,-8845,-2032,-4513,731
'2017-08-01 19:00:31.472,0,0,0,0,0,0,0,0,-338,1792,-10367,-5010,21763,681,0,0,0,0,0,0,0,0,-2860,-948,-8733,-1839,-5009,400
'2017-08-01 19:00:31.482,0,0,0,0,0,0,0,0,-230,1079,-11368,-5463,21579,1029,0,0,0,0,0,0,0,0,-2232,-956,-8442,-1574,-5303,219
'2017-08-01 19:00:31.492,0,0,0,0,0,0,0,0,-79,407,-12337,-5344,21748,1380,0,0,0,0,0,0,0,0,-1753,-887,-8044,-1354,-5286,174
'2017-08-01 19:00:31.502,0,0,0,0,0,0,0,0,-354,72,-13174,-5003,22137,1781,0,0,0,0,0,0,0,0,-1328,-853,-7825,-1065,-5024,117
'2017-08-01 19:00:31.512,0,0,0,0,0,0,0,0,-699,195,-14102,-4772,22391,2164,0,0,0,0,0,0,0,0,-1188,-64,-7462,-456,-4522,-414
'2017-08-01 19:00:31.522,0,0,0,0,0,0,0,0,-952,450,-15061,-5067,22462,2384,0,0,0,0,0,0,0,0,-1124,1263,-6708,-447,-3588,-1074
'2017-08-01 19:00:31.532,0,0,0,0,0,0,0,0,-956,106,-16256,-5744,22519,2472,0,0,0,0,0,0,0,0,-2458,3311,-6513,-1433,-2775,-2010
'2017-08-01 19:00:31.542,0,0,0,0,0,0,0,0,-1289,-537,-17635,-6307,22587,2484,0,0,0,0,0,0,0,0,-2463,3014,-6310,-2767,-2886,-3126
