시간,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,센서1,센서2,센서3,센서4,센서5,센서6,센서7,센서8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-08-01 19:43:41.788,0,0,0,0,0,0,0,0,6850,1990,-32731,9699,-27109,-13089,2,1,2,0,0,0,0,0,5271,1052,-17890,-293,-628,47
'2017-08-01 19:43:41.798,0,0,0,0,0,0,0,0,8778,5580,-30857,11792,-23444,-13901,2,1,2,0,0,0,0,0,6034,-2022,-18423,-293,-628,47
'2017-08-01 19:43:41.808,0,0,0,0,0,0,0,0,9576,7266,-27561,10275,-18004,-14816,1,1,2,0,0,0,0,0,1262,-1604,-18499,-293,-628,47
'2017-08-01 19:43:41.818,0,0,0,0,0,0,0,0,9485,6607,-24436,6969,-12781,-15253,1,1,1,0,0,0,0,0,888,-3113,-21067,-293,-628,47
'2017-08-01 19:43:41.828,0,0,0,0,0,0,0,0,9214,3979,-23472,4078,-9051,-14309,0,1,1,0,0,0,0,0,-1851,-4070,-15431,-293,-628,47
'2017-08-01 19:43:41.838,0,0,0,0,0,0,0,0,9486,1259,-22866,3627,-6770,-11454,0,0,0,0,0,0,0,0,-4012,-4133,-12763,10558,15070,1751
'2017-08-01 19:43:41.848,0,0,0,0,0,0,0,0,11142,-548,-21274,6222,-4433,-6708,0,0,0,0,0,0,0,0,-11604,269,-2974,14210,12122,353
'2017-08-01 19:43:41.858,0,0,0,0,0,0,0,0,16220,-741,-18733,10553,-727,-434,0,0,0,0,0,0,0,0,-8572,6052,-3742,7666,3278,1108
'2017-08-01 19:43:41.868,0,0,0,0,0,0,0,0,22081,3567,-13019,16260,4571,6501,0,0,0,0,0,0,0,0,-7969,3732,-12601,1151,-2497,2636
'2017-08-01 19:43:41.878,0,0,0,0,0,0,0,0,23469,11032,-10186,21148,10959,11341,0,0,0,0,0,0,0,0,-4345,41,-8497,-2104,-4288,2913
'2017-08-01 19:43:41.888,0,0,0,0,0,0,0,0,24050,16120,-10156,21263,16646,12613,0,0,0,0,0,0,0,0,-4197,-1534,-6329,-2305,-4671,2224
'2017-08-01 19:43:41.898,0,0,0,0,0,0,0,0,21187,19978,-1964,14085,23223,10994,0,0,0,0,0,0,0,0,-3546,-2055,-5320,-1097,-4661,1255
'2017-08-01 19:43:41.908,0,0,0,0,0,0,0,0,17245,19037,6324,4376,32156,6955,0,0,0,0,0,0,0,0,-3682,-1339,-5152,477,-5042,432
'2017-08-01 19:43:41.918,0,0,0,0,0,0,0,0,14390,12423,-7570,-5112,32740,2599,0,0,0,0,0,0,0,0,-4110,30,-4968,1465,-6006,159
'2017-08-01 19:43:41.928,0,0,0,0,0,0,0,0,7218,8676,-15538,-9828,32767,-113,0,0,0,0,0,0,0,0,-4031,1269,-5115,1454,-7354,389
'2017-08-01 19:43:41.938,0,0,0,0,0,0,0,0,4439,3832,-17807,-10791,32767,-1151,0,0,0,0,0,0,0,0,-3408,2070,-5321,808,-8530,981
'2017-08-01 19:43:41.948,0,0,0,0,0,0,0,0,1715,1359,-22554,-9545,32767,-1596,0,0,0,0,0,0,0,0,-2593,2165,-5478,-24,-9247,1635
'2017-08-01 19:43:41.958,0,0,0,0,0,0,0,0,-552,113,-27733,-6259,32767,-2645,0,0,0,0,0,0,0,0,-1827,1826,-5482,-678,-9513,2079
'2017-08-01 19:43:41.968,0,0,0,0,0,0,0,0,-2495,-34,-29001,-2375,32767,-4256,0,0,0,0,0,0,0,0,-1314,1446,-5465,-908,-9469,2169
'2017-08-01 19:43:41.978,0,0,0,0,0,0,0,0,-3779,2699,-27131,1249,32767,-6274,0,0,0,0,0,0,0,0,-1230,1214,-5739,-933,-9378,1844
'2017-08-01 19:43:41.988,0,0,0,0,0,0,0,0,-5994,6494,-27635,2557,32767,-8841,0,0,0,0,0,0,0,0,-1380,1398,-6261,-1107,-9558,1161
'2017-08-01 19:43:41.998,0,0,0,0,0,0,0,0,-8060,9851,-26775,391,32767,-11586,0,0,0,0,0,0,0,0,-1430,1560,-6926,-1625,-10156,160
'2017-08-01 19:43:42.008,0,0,0,0,0,0,0,0,-8171,11269,-23976,-4231,32767,-14158,0,0,0,0,0,0,0,0,-1127,1756,-7479,-2480,-10918,-1141
'2017-08-01 19:43:42.018,0,0,0,0,0,0,0,0,-9492,10305,-23529,-10912,32767,-16247,0,0,0,0,0,0,0,0,-718,1626,-7698,-3342,-11568,-2689
'2017-08-01 19:43:42.028,0,0,0,0,0,0,0,0,-10776,5260,-23438,-19127,32767,-16312,0,0,0,0,0,0,0,0,-217,1623,-7954,-4016,-11913,-4276
'2017-08-01 19:43:42.038,0,0,0,0,0,0,0,0,-13573,-1061,-23747,-24337,32767,-13111,0,0,0,0,0,0,0,0,102,1812,-8454,-4613,-11975,-5620
'2017-08-01 19:43:42.048,0,0,0,0,0,0,0,0,-17199,-6348,-23818,-25641,32767,-7367,0,0,0,0,0,0,0,0,186,2051,-9093,-5248,-12019,-6471
'2017-08-01 19:43:42.058,0,0,0,0,0,0,0,0,-21667,-8214,-23371,-23345,32767,-762,0,0,0,0,0,0,0,0,319,2229,-10063,-5790,-12125,-6800
'2017-08-01 19:43:42.068,0,0,0,0,0,0,0,0,-25419,-7742,-25858,-19910,32767,4339,0,0,0,0,0,0,0,0,11,2539,-10887,-6091,-12434,-6703
'2017-08-01 19:43:42.078,0,0,0,0,0,0,0,0,-31823,-7449,-30397,-19496,32767,7069,0,0,0,0,0,0,0,0,-306,2629,-11247,-6192,-13151,-6186
'2017-08-01 19:43:42.088,0,0,0,0,0,0,0,0,-32761,-9925,-32768,-21004,31453,8058,0,0,0,0,0,0,0,0,-312,2497,-11422,-6057,-14070,-5387
'2017-08-01 19:43:42.098,0,0,0,0,0,0,0,0,-32767,-17108,-32756,-21900,29735,7917,0,0,0,0,0,0,0,0,48,2408,-11514,-5726,-14767,-4438
'2017-08-01 19:43:42.108,0,0,0,0,0,0,0,0,-32766,-27196,-30987,-17811,26023,6569,0,0,0,0,0,0,0,0,405,2448,-11661,-5374,-15020,-3325
'2017-08-01 19:43:42.118,0,0,0,0,0,0,0,0,-32767,-28156,-21665,-8147,18827,3294,0,0,0,0,0,0,0,0,406,2656,-12244,-5196,-14838,-2038
'2017-08-01 19:43:42.128,0,0,0,0,0,0,0,0,-32767,-18154,-19630,4474,10578,-1303,0,0,0,0,0,0,0,0,-119,2929,-12870,-5252,-14521,-588
'2017-08-01 19:43:42.138,0,0,0,0,0,0,0,0,-32767,-6422,-21510,10740,4072,-7514,0,0,0,0,0,0,0,0,-888,2888,-13303,-5527,-14436,978
'2017-08-01 19:43:42.148,0,0,0,0,0,0,0,0,-32767,753,-19095,9034,1226,-13778,0,0,0,0,0,0,0,0,-1337,2660,-13553,-5857,-14742,2571
'2017-08-01 19:43:42.158,0,0,0,0,0,0,0,0,-32767,1001,-13286,6300,-1780,-16210,0,0,0,0,0,0,0,0,-1346,2294,-13525,-5981,-15061,4053
'2017-08-01 19:43:42.168,0,0,0,0,0,0,0,0,-32214,-1968,-14084,5144,-7644,-15087,0,0,0,0,0,0,0,0,-1183,1965,-13186,-5995,-14915,5872
'2017-08-01 19:43:42.178,0,0,0,1,0,0,0,1,-9017,2168,-30,25544,-32768,-1195,0,0,0,0,0,0,0,0,-589,1500,-12861,-6071,-14400,6626
'2017-08-01 19:43:42.188,0,0,0,2,0,0,0,2,-7709,-20163,-32768,20404,-32202,3940,0,0,0,0,0,0,0,0,-752,1255,-13030,-6120,-13752,6935
'2017-08-01 19:43:42.198,0,0,0,2,0,0,0,2,-6356,-11619,-31962,2896,-24170,5894,0,0,0,0,0,0,0,0,-1182,1430,-13796,-6304,-13311,6849
'2017-08-01 19:43:42.208,0,0,1,2,0,0,1,2,-3950,43,-24601,13704,-15107,2183,0,0,0,0,0,0,0,0,-1021,1947,-15519,-7212,-13538,6419
