'2017-08-03 16:20:21.108,2,2,2,0,1,1,0,0,-2657,714,-12618,1312,-12658,-2340,2,2,2,0,2,0,0,0,2690,1139,-10789,1293,15696,2420
'2017-08-03 16:20:21.118,2,2,2,0,1,1,0,0,-3738,1611,-13853,661,-14328,-2297,2,2,2,0,2,0,0,0,3348,1552,-11554,1364,17157,2861
'2017-08-03 16:20:21.128,2,2,2,0,1,0,0,0,-2762,662,-14753,604,-16408,-2655,2,2,2,0,2,0,0,0,3714,1847,-11969,1301,18752,3414
'2017-08-03 16:20:21.138,2,2,2,0,1,0,0,0,-2340,2795,-14235,1536,-18713,-2997,2,2,2,0,2,0,0,0,4094,1166,-13197,1339,20361,3984
'2017-08-03 16:20:21.148,2,2,2,0,1,0,0,0,-2160,3160,-13630,1961,-21230,-3748,2,2,2,0,2,0,0,0,3550,1777,-14128,1234,22169,4375
'2017-08-03 16:20:21.158,2,2,2,0,1,0,0,0,-2089,4455,-14174,3313,-24566,-4797,2,1,2,0,2,0,0,0,5911,470,-17276,462,23590,4618
'2017-08-03 16:20:21.168,2,2,2,0,1,0,0,0,-2045,5620,-15727,4184,-28311,-6294,2,1,2,0,2,0,0,0,7205,2841,-18835,-658,25665,4133
'2017-08-03 16:20:21.178,2,2,2,0,1,0,0,0,-3880,8012,-21135,5609,-31868,-7936,2,0,2,0,2,0,0,0,6688,3005,-23054,-5127,27864,4458
'2017-08-03 16:20:21.188,2,2,2,0,1,0,0,0,-7030,6876,-27555,3141,-32768,-9644,2,0,2,0,2,0,0,0,5051,2646,-25748,-7819,29150,4539
'2017-08-03 16:20:21.198,2,2,2,0,1,0,0,0,-7269,3916,-30243,3617,-32768,-10510,2,0,2,0,2,0,0,0,5079,4717,-28340,-12475,31669,4612
'2017-08-03 16:20:21.208,2,1,2,0,1,0,0,0,-10653,10484,-26957,-633,-32768,-9931,2,0,2,0,2,0,0,0,8286,-4450,-29167,-10789,30681,7674
'2017-08-03 16:20:21.218,2,1,1,0,1,0,0,0,-7860,7575,-32768,-8744,-32768,-11532,2,0,2,0,2,0,0,0,-3775,-88,-23507,-2413,32767,6790
'2017-08-03 16:20:21.228,2,0,1,0,1,0,0,0,-9257,11346,-32752,-18856,-32768,-9865,1,0,1,0,0,0,0,0,841,7076,-23970,-1816,30100,8479
'2017-08-03 16:20:21.238,1,0,1,0,0,0,0,0,15249,6053,-32767,-14438,-32378,-19097,1,0,1,0,0,0,0,0,-11134,6649,-9922,2743,28252,9808
'2017-08-03 16:20:21.248,0,0,0,0,0,0,0,0,29486,-3022,5299,-7035,-21189,-21412,0,0,0,0,0,0,0,0,-17901,7795,2792,4867,19156,11206
'2017-08-03 16:20:21.258,0,0,0,0,0,0,0,0,10100,6294,-22241,6678,-12726,-17282,0,0,0,0,0,0,0,0,-1461,6928,-11287,2757,13251,11984
